ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;PERCENTUAL_VOTOS
8970;2016;19;17930;25;844;248;2459;1156;978;941;316;198;107315.87;4;8;14280;21.41
8971;2016;19;17930;15;844;248;2459;1156;978;941;316;198;55603.84;2;8;14280;21.23
9008;2016;19;17957;15;1758;328;4951;778;1912;2555;129;143;55090.76;4;8;25114;22.02
9009;2016;19;17957;55;1758;328;4951;778;1912;2555;129;143;57141.26;2;8;25114;15.61
9061;2016;19;17973;55;800;293;2755;2366;1470;1509;452;315;71053.76;2;7;19920;22.28
9062;2016;19;17973;15;800;293;2755;2366;1470;1509;452;315;78358.08;2;6;19920;22.81
9063;2016;19;17973;50;800;293;2755;2366;1470;1509;452;315;650.0;2;6;19920;0.05
9064;2016;19;17973;19;800;293;2755;2366;1470;1509;452;315;0.0;2;6;19920;0.04
9065;2016;19;17973;51;800;293;2755;2366;1470;1509;452;315;0.0;2;4;19920;0.18
9103;2016;19;17990;15;327;194;1162;545;456;597;118;89;63671.6;2;8;6976;23.62
9104;2016;19;17990;45;327;194;1162;545;456;597;118;89;24437.0;2;8;6976;21.04
9125;2016;19;18015;25;1136;364;4199;698;2101;2473;63;44;52269.64;2;6;22156;21.85
9126;2016;19;18015;51;1136;364;4199;698;2101;2473;63;44;60235.95;2;8;22156;18.9
9187;2016;19;18031;11;750;203;2366;525;1123;1261;102;64;34349.74;2;8;12788;23.23
9188;2016;19;18031;25;750;203;2366;525;1123;1261;102;64;21000.0;2;2;12788;16.32
9189;2016;19;18031;65;750;203;2366;525;1123;1261;102;64;380.0;2;5;12788;0.33
9220;2016;19;18058;15;1055;185;3083;500;1233;1713;93;66;11834.08;4;8;15858;14.44
9221;2016;19;18058;55;1055;185;3083;500;1233;1713;93;66;74074.61;4;8;15858;24.08
9252;2016;19;18074;15;605;245;2367;1317;1072;1044;242;123;33864.38;4;8;14030;14.17
9253;2016;19;18074;44;605;245;2367;1317;1072;1044;242;123;13983.14;2;8;14030;17.65
9254;2016;19;18074;14;605;245;2367;1317;1072;1044;242;123;31196.66;2;8;14030;11.85
9255;2016;19;18074;13;605;245;2367;1317;1072;1044;242;123;0.0;4;8;14030;0.36
9307;2016;19;18090;15;555;161;1164;822;516;673;236;122;44861.86;2;8;8498;21.1
9308;2016;19;18090;77;555;161;1164;822;516;673;236;122;25638.05;2;8;8498;4.8
9309;2016;19;18090;55;555;161;1164;822;516;673;236;122;25798.32;4;8;8498;19.63
9331;2016;19;18112;15;263;52;1172;148;486;662;47;28;24837.25;2;8;5718;19.92
9332;2016;19;18112;25;263;52;1172;148;486;662;47;28;43897.0;4;8;5718;25.06
9354;2016;19;18139;55;370;94;1002;531;413;671;181;115;26541.6;2;8;6754;23.28
9355;2016;19;18139;40;370;94;1002;531;413;671;181;115;6046.86;2;2;6754;18.92
9377;2016;19;18155;15;681;232;2200;916;963;989;199;89;50792.45;4;8;12556;23.21
9378;2016;19;18155;55;681;232;2200;916;963;989;199;89;27389.9;2;6;12556;20.52
9412;2016;19;18171;11;507;117;1412;371;768;1148;69;56;45929.6;4;8;8930;19.01
9413;2016;19;18171;15;507;117;1412;371;768;1148;69;56;66326.66;2;8;8930;20.28
9414;2016;19;18171;22;507;117;1412;371;768;1148;69;56;15808.31;2;8;8930;3.71
9441;2016;19;18198;11;549;202;946;667;665;451;118;90;13900.0;4;4;7376;19.6
9442;2016;19;18198;55;549;202;946;667;665;451;118;90;23023.88;2;6;7376;25.22
9467;2016;19;18210;55;496;153;1172;638;475;543;204;158;73032.05;2;8;7678;23.27
9468;2016;19;18210;22;496;153;1172;638;475;543;204;158;107108.25;2;8;7678;23.09
9490;2016;19;18236;15;2809;1250;8322;3588;4908;4483;812;471;207950.6;4;8;26647;48.91
9491;2016;19;18236;22;2809;1250;8322;3588;4908;4483;812;471;77688.0;4;8;26647;24.87
9542;2016;19;18252;55;71;93;764;588;302;295;150;135;34090.09;2;8;4796;24.77
9543;2016;19;18252;15;71;93;764;588;302;295;150;135;39573.37;2;8;4796;22.58
9569;2016;19;18279;22;1405;499;4164;934;1756;3288;148;96;67059.01;2;8;24598;22.83
9570;2016;19;18279;15;1405;499;4164;934;1756;3288;148;96;98272.68;4;8;24598;14.17
9571;2016;19;18279;13;1405;499;4164;934;1756;3288;148;96;16370.8;2;6;24598;2.44
9611;2016;19;18295;19;2762;612;5972;1820;3129;3926;317;258;46889.68;2;6;37598;19.36
9612;2016;19;18295;15;2762;612;5972;1820;3129;3926;317;258;66952.5;2;6;37598;19.25
9654;2016;19;18317;15;264;99;1378;533;515;583;89;44;23220.0;2;8;7012;7.23
9655;2016;19;18317;10;264;99;1378;533;515;583;89;44;8154.3;2;4;7012;15.26
9656;2016;19;18317;55;264;99;1378;533;515;583;89;44;63674.9;2;6;7012;21.49
9685;2016;19;18333;55;390;187;1502;459;750;740;65;42;41749.86;2;6;8274;27.83
9686;2016;19;18333;40;390;187;1502;459;750;740;65;42;39018.2;4;8;8274;15.1
9713;2016;19;18350;22;247;198;1034;527;472;622;92;96;60046.63;2;8;6576;26.4
9714;2016;19;18350;15;247;198;1034;527;472;622;92;96;26309.15;4;6;6576;19.36
9741;2016;19;18376;15;2680;3232;16987;16282;9337;8281;2589;2025;230276.49;2;8;122826;17.37
9742;2016;19;18376;22;2680;3232;16987;16282;9337;8281;2589;2025;248276.97;2;8;122826;19.18
9743;2016;19;18376;51;2680;3232;16987;16282;9337;8281;2589;2025;0.0;4;7;122826;0.8
9744;2016;19;18376;77;2680;3232;16987;16282;9337;8281;2589;2025;49460.0;2;6;122826;3.96
9926;2016;19;18392;15;283;210;2037;531;1104;1114;109;60;74656.45;4;8;10896;22.62
9927;2016;19;18392;55;283;210;2037;531;1104;1114;109;60;27536.7;2;6;10896;21.01
9961;2016;19;18414;23;2699;1142;10653;4876;4101;4044;953;672;1439.99;2;3;58280;1.56
9962;2016;19;18414;65;2699;1142;10653;4876;4101;4044;953;672;103454.71;2;6;58280;20.81
9963;2016;19;18414;12;2699;1142;10653;4876;4101;4044;953;672;58443.55;2;8;58280;15.63
10028;2016;19;18430;55;1409;836;3067;1378;1576;2041;204;129;37461.61;4;8;21280;22.5
10029;2016;19;18430;40;1409;836;3067;1378;1576;2041;204;129;31662.55;4;8;21280;17.0
10064;2016;19;18457;40;241;183;1206;1020;506;449;357;165;8570.56;2;5;8254;0.0
10065;2016;19;18457;15;241;183;1206;1020;506;449;357;165;94655.62;4;8;8254;28.14
10087;2016;19;18473;11;2597;503;5186;1511;2688;5922;423;269;135281.1;2;8;38268;16.28
10088;2016;19;18473;50;2597;503;5186;1511;2688;5922;423;269;1100.0;2;4;38268;0.62
10089;2016;19;18473;55;2597;503;5186;1511;2688;5922;423;269;229158.98;2;8;38268;17.69
10136;2016;19;18490;55;1508;449;4122;2595;1850;2480;568;303;61799.4;2;8;27778;18.52
10137;2016;19;18490;12;1508;449;4122;2595;1850;2480;568;303;42612.17;2;8;27778;18.42
10138;2016;19;18490;14;1508;449;4122;2595;1850;2480;568;303;12181.87;2;8;27778;2.84
10188;2016;19;18511;45;572;227;2137;1062;832;1170;160;95;33654.75;2;8;12516;16.55
10189;2016;19;18511;15;572;227;2137;1062;832;1170;160;95;8841.2;4;8;12516;8.42
10190;2016;19;18511;23;572;227;2137;1062;832;1170;160;95;75438.1;2;6;12516;18.32
10226;2016;19;18538;10;750;173;3036;516;1522;1434;87;58;44336.54;2;8;15160;21.11
10227;2016;19;18538;55;750;173;3036;516;1522;1434;87;58;47734.54;2;6;15160;19.95
10228;2016;19;18538;43;750;173;3036;516;1522;1434;87;58;5994.7;2;6;15160;0.67
10262;2016;19;18554;55;1512;270;2327;1641;1141;1664;360;267;54412.4;2;7;18364;25.7
10263;2016;19;18554;15;1512;270;2327;1641;1141;1664;360;267;29141.53;2;6;18364;16.48
10300;2016;19;18570;55;403;276;1448;641;1041;1247;81;50;4876.16;4;8;10374;15.19
10301;2016;19;18570;15;403;276;1448;641;1041;1247;81;50;15258.05;4;8;10374;24.64
10331;2016;19;18597;14;360;138;1464;982;654;806;283;179;62691.7;2;8;9732;24.87
10332;2016;19;18597;55;360;138;1464;982;654;806;283;179;30125.0;2;8;9732;19.14
10367;2016;19;18619;55;344;267;1555;318;698;700;65;39;43890.39;4;8;7972;22.97
10368;2016;19;18619;15;344;267;1555;318;698;700;65;39;67745.04;2;8;7972;20.89
10403;2016;19;18635;55;573;408;2075;585;722;1236;92;51;101835.9;2;6;11484;17.2
10404;2016;19;18635;15;573;408;2075;585;722;1236;92;51;29865.7;4;8;11484;23.75
10435;2016;19;18651;45;716;112;1832;464;1087;1995;91;79;121244.91;2;8;12756;21.45
10436;2016;19;18651;55;716;112;1832;464;1087;1995;91;79;57287.74;2;8;12756;21.13
10459;2016;19;18678;19;970;202;2385;562;1149;1476;86;75;43003.27;2;6;13810;26.17
10460;2016;19;18678;65;970;202;2385;562;1149;1476;86;75;15920.5;2;7;13810;13.66
10485;2016;19;18694;77;827;120;2963;445;1204;1692;85;88;23015.99;2;4;14848;19.86
10486;2016;19;18694;55;827;120;2963;445;1204;1692;85;88;37900.0;2;8;14848;22.01
10509;2016;19;18716;55;417;107;1885;432;927;1159;54;51;22621.1;2;6;10070;22.13
10510;2016;19;18716;15;417;107;1885;432;927;1159;54;51;17287.1;4;8;10070;21.27
10541;2016;19;18732;55;245;81;1007;249;471;546;77;43;47020.0;4;6;5438;26.57
10542;2016;19;18732;25;245;81;1007;249;471;546;77;43;29016.21;4;6;5438;19.97
10558;2016;19;18759;55;1189;294;4585;635;1784;1999;130;61;54419.88;2;6;21356;17.88
10559;2016;19;18759;40;1189;294;4585;635;1784;1999;130;61;82069.17;2;2;21356;24.32
10605;2016;19;18775;22;1292;302;4045;1556;1923;2730;317;177;54634.54;2;8;24692;20.17
10606;2016;19;18775;12;1292;302;4045;1556;1923;2730;317;177;43048.31;2;8;24692;19.56
10655;2016;19;18791;15;1066;346;2787;581;1236;1968;83;73;7412.5;2;8;16294;13.67
10656;2016;19;18791;55;1066;346;2787;581;1236;1968;83;73;32000.0;4;8;16294;27.66
10684;2016;19;18813;22;721;340;3477;2126;1390;931;699;309;92301.88;2;6;19986;20.63
10685;2016;19;18813;55;721;340;3477;2126;1390;931;699;309;61156.05;2;8;19986;24.71
10730;2016;19;18830;15;140;110;701;443;384;413;142;114;44447.79;2;8;4894;24.32
10731;2016;19;18830;22;140;110;701;443;384;413;142;114;7790.0;2;8;4894;21.9
10754;2016;19;18856;11;2975;1943;9389;1643;3780;5256;231;172;107818.23;2;6;50784;27.44
10755;2016;19;18856;18;2975;1943;9389;1643;3780;5256;231;172;6382.91;2;8;50784;5.36
10756;2016;19;18856;55;2975;1943;9389;1643;3780;5256;231;172;42517.7;2;7;50784;0.0
10828;2016;19;18872;25;829;204;3317;677;1781;2080;159;110;84676.6;4;8;18324;22.31
10829;2016;19;18872;44;829;204;3317;677;1781;2080;159;110;4079.82;2;6;18324;0.6
10830;2016;19;18872;55;829;204;3317;677;1781;2080;159;110;79184.93;2;6;18324;17.05
10857;2016;19;18899;11;946;298;4224;884;2136;2228;146;151;69522.05;2;8;22050;20.96
10858;2016;19;18899;22;946;298;4224;884;2136;2228;146;151;84611.73;2;8;22050;21.69
10891;2016;19;18910;15;569;188;1784;579;913;920;121;81;27909.43;2;6;10312;22.32
10892;2016;19;18910;55;569;188;1784;579;913;920;121;81;42281.5;4;8;10312;19.97
10938;2016;19;18937;55;298;187;1082;751;523;560;204;131;37169.36;2;6;7472;22.36
10939;2016;19;18937;40;298;187;1082;751;523;560;204;131;41120.95;4;8;7472;23.58
10964;2016;19;18953;55;1061;247;2854;1461;1429;1935;306;213;54689.55;4;8;19012;12.06
10965;2016;19;18953;43;1061;247;2854;1461;1429;1935;306;213;15589.2;2;6;19012;10.4
10966;2016;19;18953;40;1061;247;2854;1461;1429;1935;306;213;78154.59;2;6;19012;20.32
11008;2016;19;18970;31;173;41;733;163;360;298;39;25;6684.0;4;6;3664;4.69
11009;2016;19;18970;11;173;41;733;163;360;298;39;25;20120.0;2;8;3664;36.16
11023;2016;19;18996;19;160;76;930;477;402;359;99;79;1200.0;2;8;5164;0.74
11024;2016;19;18996;25;160;76;930;477;402;359;99;79;36467.5;2;6;5164;19.85
11025;2016;19;18996;65;160;76;930;477;402;359;99;79;14303.11;4;8;5164;25.46
11052;2016;19;30031;55;4036;530;5898;2579;2256;2281;592;449;178831.03;4;6;37242;16.44
11053;2016;19;30031;22;4036;530;5898;2579;2256;2281;592;449;190855.24;4;8;37242;17.19
11054;2016;19;30031;25;4036;530;5898;2579;2256;2281;592;449;81500.54;2;8;37242;9.0
0;2016;20;19;15;1654;1973;7565;6457;4437;2191;2088;1677;0.0;2;8;83886;0.0
5;2016;20;19;12;1654;1973;7565;6457;4437;2191;2088;1677;0.0;2;8;83886;8.79
6;2016;20;19;25;1654;1973;7565;6457;4437;2191;2088;1677;0.0;0;0;83886;12.96
9;2016;20;19;40;1654;1973;7565;6457;4437;2191;2088;1677;0.0;0;0;83886;9.24
121;2016;20;35;45;6617;18913;73643;90865;46906;20260;37147;25588;0.0;2;8;588196;9.85
122;2016;20;35;45;6617;18913;73643;90865;46906;20260;37147;25588;0.0;2;8;319941;46.47
123;2016;20;35;14;6617;18913;73643;90865;46906;20260;37147;25588;0.0;2;8;319941;24.86
133;2016;20;35;14;6617;18913;73643;90865;46906;20260;37147;25588;0.0;2;8;588196;9.46
134;2016;20;35;22;6617;18913;73643;90865;46906;20260;37147;25588;0.0;2;8;588196;2.12
136;2016;20;35;50;6617;18913;73643;90865;46906;20260;37147;25588;0.0;2;6;588196;0.37
137;2016;20;35;40;6617;18913;73643;90865;46906;20260;37147;25588;0.0;2;8;588196;8.75
139;2016;20;35;15;6617;18913;73643;90865;46906;20260;37147;25588;0.0;2;8;588196;5.67
140;2016;20;35;13;6617;18913;73643;90865;46906;20260;37147;25588;0.0;2;8;588196;0.0
3028;2016;20;51;40;2783;4596;21514;21200;8619;6626;7695;5343;0.0;2;8;156752;25.91
3029;2016;20;51;22;2783;4596;21514;21200;8619;6626;7695;5343;0.0;2;8;156752;12.12
3030;2016;20;51;10;2783;4596;21514;21200;8619;6626;7695;5343;0.0;2;8;156752;1.65
3511;2016;20;78;15;2727;3621;17460;15621;8719;5683;5624;4011;0.0;2;8;126932;21.12
3512;2016;20;78;12;2727;3621;17460;15621;8719;5683;5624;4011;0.0;2;6;126932;15.23
3800;2016;20;94;12;3262;3647;19534;8479;13003;8207;3125;2393;0.0;2;5;123300;1.3
3801;2016;20;94;50;3262;3647;19534;8479;13003;8207;3125;2393;0.0;2;8;123300;0.18
3802;2016;20;94;15;3262;3647;19534;8479;13003;8207;3125;2393;0.0;4;8;123300;15.99
3803;2016;20;94;25;3262;3647;19534;8479;13003;8207;3125;2393;0.0;2;8;123300;6.41
3861;2016;20;94;10;3262;3647;19534;8479;13003;8207;3125;2393;0.0;2;8;123300;10.44
3862;2016;20;94;13;3262;3647;19534;8479;13003;8207;3125;2393;0.0;2;8;123300;1.29
4122;2016;20;116;65;1484;1586;8460;3344;6415;4321;956;607;0.0;2;6;54346;2.68
4129;2016;20;116;40;1484;1586;8460;3344;6415;4321;956;607;0.0;4;6;54346;16.36
4131;2016;20;116;14;1484;1586;8460;3344;6415;4321;956;607;0.0;2;8;54346;15.68
4214;2016;20;132;43;2402;3761;19374;9373;12943;5221;3195;2309;0.0;2;7;117156;14.36
4215;2016;20;132;50;2402;3761;19374;9373;12943;5221;3195;2309;0.0;2;8;117156;1.15
4216;2016;20;132;15;2402;3761;19374;9373;12943;5221;3195;2309;0.0;4;6;117156;18.23
4341;2016;20;159;45;3840;2640;13811;4989;7445;6389;893;846;0.0;2;7;81706;26.31
4342;2016;20;159;25;3840;2640;13811;4989;7445;6389;893;846;0.0;4;8;81706;7.39
4637;2016;20;175;27;2106;1874;12331;3370;5360;3233;817;625;0.0;2;5;59432;16.3
4638;2016;20;175;90;2106;1874;12331;3370;5360;3233;817;625;0.0;4;8;59432;15.25
4773;2016;20;191;13;1480;932;6022;1679;3109;3107;406;334;0.0;4;8;34138;16.19
4774;2016;20;191;45;1480;932;6022;1679;3109;3107;406;334;0.0;2;8;34138;18.57
4853;2016;20;213;19;420;431;3428;745;1585;2117;200;104;0.0;2;6;18060;7.59
4854;2016;20;213;33;420;431;3428;745;1585;2117;200;104;0.0;2;5;18060;15.37
4855;2016;20;213;45;420;431;3428;745;1585;2117;200;104;0.0;4;8;18060;13.06
4918;2016;20;230;43;1107;906;4157;2250;2288;1508;865;775;0.0;2;8;27712;11.28
4919;2016;20;230;40;1107;906;4157;2250;2288;1508;865;775;0.0;2;8;27712;16.31
4920;2016;20;230;27;1107;906;4157;2250;2288;1508;865;775;0.0;2;8;27712;7.52
4972;2016;20;256;40;1930;1392;8155;1906;4186;3979;489;367;0.0;2;3;44806;9.71
4973;2016;20;256;11;1930;1392;8155;1906;4186;3979;489;367;0.0;2;4;44806;23.22
4974;2016;20;256;22;1930;1392;8155;1906;4186;3979;489;367;0.0;2;8;44806;4.82
5076;2016;20;272;11;1097;785;3912;1582;2695;3123;431;282;0.0;2;8;27814;23.09
5077;2016;20;272;15;1097;785;3912;1582;2695;3123;431;282;0.0;2;5;27814;0.0
5129;2016;20;299;40;1952;2105;12674;4780;8330;6508;1432;1170;0.0;2;8;77902;0.0
5130;2016;20;299;44;1952;2105;12674;4780;8330;6508;1432;1170;0.0;4;8;77902;0.89
5131;2016;20;299;17;1952;2105;12674;4780;8330;6508;1432;1170;0.0;2;6;77902;6.45
5132;2016;20;299;45;1952;2105;12674;4780;8330;6508;1432;1170;0.0;2;6;77902;10.57
5133;2016;20;299;15;1952;2105;12674;4780;8330;6508;1432;1170;0.0;2;8;77902;10.02
5327;2016;20;310;11;1808;1138;5228;1801;3365;5128;440;306;0.0;2;6;38428;24.86
5328;2016;20;310;15;1808;1138;5228;1801;3365;5128;440;306;0.0;2;4;38428;9.47
5388;2016;20;337;11;1012;910;3602;1265;2145;3216;286;175;0.0;2;6;25222;13.0
5389;2016;20;337;15;1012;910;3602;1265;2145;3216;286;175;0.0;2;8;25222;20.54
5455;2016;20;353;25;673;431;2377;718;1473;1671;165;107;0.0;2;8;15230;15.89
5456;2016;20;353;11;673;431;2377;718;1473;1671;165;107;0.0;2;6;15230;17.3
5457;2016;20;353;70;673;431;2377;718;1473;1671;165;107;0.0;2;3;15230;0.0
5506;2016;20;370;11;933;965;5362;1065;2841;3145;256;161;0.0;2;6;29456;18.07
5507;2016;20;370;44;933;965;5362;1065;2841;3145;256;161;0.0;2;3;29456;8.24
5508;2016;20;370;14;933;965;5362;1065;2841;3145;256;161;0.0;4;8;29456;9.26
5571;2016;20;396;20;1291;1272;9742;3212;2707;2695;974;807;0.0;2;3;45400;1.21
5572;2016;20;396;15;1291;1272;9742;3212;2707;2695;974;807;0.0;2;6;45400;11.56
5573;2016;20;396;31;1291;1272;9742;3212;2707;2695;974;807;0.0;2;6;45400;18.8
5574;2016;20;396;40;1291;1272;9742;3212;2707;2695;974;807;0.0;2;6;45400;4.45
5691;2016;20;418;25;880;1071;6902;1563;2708;2795;316;148;0.0;2;6;32766;18.98
5692;2016;20;418;27;880;1071;6902;1563;2708;2795;316;148;0.0;2;4;32766;4.35
5693;2016;20;418;13;880;1071;6902;1563;2708;2795;316;148;0.0;2;8;32766;13.37
5782;2016;20;434;12;1406;891;6369;2368;2015;2689;601;642;0.0;2;8;33962;29.11
5783;2016;20;434;77;1406;891;6369;2368;2015;2689;601;642;0.0;2;4;33962;9.06
5890;2016;20;450;43;378;291;1440;870;577;689;290;169;0.0;2;6;9408;19.75
5891;2016;20;450;15;378;291;1440;870;577;689;290;169;0.0;2;3;9408;19.86
5928;2016;20;477;65;809;1269;6254;3352;2645;2050;724;650;0.0;2;7;35506;8.94
5929;2016;20;477;10;809;1269;6254;3352;2645;2050;724;650;0.0;2;4;35506;1.83
5930;2016;20;477;14;809;1269;6254;3352;2645;2050;724;650;0.0;2;6;35506;8.62
5931;2016;20;477;33;809;1269;6254;3352;2645;2050;724;650;0.0;2;8;35506;2.45
5932;2016;20;477;40;809;1269;6254;3352;2645;2050;724;650;0.0;2;4;35506;9.47
5933;2016;20;477;23;809;1269;6254;3352;2645;2050;724;650;0.0;2;3;35506;0.82
5934;2016;20;477;15;809;1269;6254;3352;2645;2050;724;650;0.0;2;5;35506;6.71
6087;2016;20;493;40;469;422;2213;1042;977;737;314;176;0.0;2;8;12696;12.99
6088;2016;20;493;12;469;422;2213;1042;977;737;314;176;0.0;2;8;12696;6.7
6089;2016;20;493;15;469;422;2213;1042;977;737;314;176;0.0;2;3;12696;14.04
6090;2016;20;493;14;469;422;2213;1042;977;737;314;176;0.0;2;4;12696;4.66
6153;2016;20;515;15;611;439;2909;604;1367;1715;125;79;0.0;2;8;15698;24.12
6154;2016;20;515;45;611;439;2909;604;1367;1715;125;79;0.0;2;5;15698;13.96
6204;2016;20;531;11;242;177;1110;556;529;444;147;98;0.0;2;8;6606;20.48
6205;2016;20;531;45;242;177;1110;556;529;444;147;98;0.0;2;8;6606;22.04
6260;2016;20;558;45;585;419;2985;466;967;1004;78;55;0.0;2;7;13118;19.0
6261;2016;20;558;19;585;419;2985;466;967;1004;78;55;0.0;2;3;13118;17.26
6304;2016;20;566;25;728;489;3020;752;1366;3008;152;125;0.0;2;8;19280;13.9
6305;2016;20;566;11;728;489;3020;752;1366;3008;152;125;0.0;2;4;19280;22.2
6368;2016;20;574;15;903;537;3694;626;1495;1576;132;91;0.0;2;3;18108;19.64
6369;2016;20;574;27;903;537;3694;626;1495;1576;132;91;0.0;2;6;18108;2.99
6370;2016;20;574;12;903;537;3694;626;1495;1576;132;91;0.0;2;7;18108;10.49
6407;2016;20;582;11;633;588;4246;607;1328;1773;124;63;0.0;2;6;18724;10.97
6408;2016;20;582;15;633;588;4246;607;1328;1773;124;63;0.0;2;8;18724;10.88
6409;2016;20;582;12;633;588;4246;607;1328;1773;124;63;0.0;4;6;18724;16.16
6477;2016;20;590;15;1076;570;3386;648;1170;1530;113;102;0.0;2;5;17190;20.19
6478;2016;20;590;14;1076;570;3386;648;1170;1530;113;102;0.0;2;6;17190;16.58
6515;2016;20;604;15;599;357;2660;444;1345;1716;119;107;0.0;2;6;14694;21.37
6516;2016;20;604;13;599;357;2660;444;1345;1716;119;107;0.0;2;8;14694;16.27
6550;2016;20;612;12;814;539;2958;613;1162;1566;98;63;0.0;2;3;15626;15.75
6551;2016;20;612;15;814;539;2958;613;1162;1566;98;63;0.0;4;4;15626;15.63
6552;2016;20;612;11;814;539;2958;613;1162;1566;98;63;0.0;2;8;15626;6.8
6599;2016;20;620;25;268;223;1451;702;503;479;212;157;0.0;2;6;7990;27.26
6600;2016;20;620;40;268;223;1451;702;503;479;212;157;0.0;4;8;7990;11.69
6648;2016;20;639;40;937;763;4551;1989;1441;1537;429;310;0.0;2;3;23914;9.05
6649;2016;20;639;11;937;763;4551;1989;1441;1537;429;310;0.0;2;4;23914;0.0
6650;2016;20;639;14;937;763;4551;1989;1441;1537;429;310;0.0;4;8;23914;19.0
6731;2016;20;647;15;215;161;1039;608;356;413;158;102;0.0;2;8;6104;19.25
6732;2016;20;647;22;215;161;1039;608;356;413;158;102;0.0;2;3;6104;22.08
6771;2016;20;655;12;553;372;2822;423;859;1064;102;79;0.0;2;8;12548;17.58
6772;2016;20;655;25;553;372;2822;423;859;1064;102;79;0.0;2;6;12548;7.63
6773;2016;20;655;40;553;372;2822;423;859;1064;102;79;0.0;2;8;12548;12.78
6836;2016;20;663;25;797;610;3514;1510;1347;1336;432;393;0.0;2;7;19878;15.67
6837;2016;20;663;15;797;610;3514;1510;1347;1336;432;393;0.0;2;8;19878;14.76
6838;2016;20;663;11;797;610;3514;1510;1347;1336;432;393;0.0;2;6;19878;8.09
6915;2016;20;671;45;694;557;3308;973;959;1136;249;189;0.0;4;6;16130;13.15
6916;2016;20;671;12;694;557;3308;973;959;1136;249;189;0.0;2;6;16130;11.31
6917;2016;20;671;77;694;557;3308;973;959;1136;249;189;0.0;2;8;16130;15.88
6996;2016;20;680;15;757;649;4302;1655;1245;1364;342;215;0.0;2;6;21058;10.08
6997;2016;20;680;45;757;649;4302;1655;1245;1364;342;215;0.0;4;8;21058;1.7
6998;2016;20;680;55;757;649;4302;1655;1245;1364;342;215;0.0;4;8;21058;8.45
6999;2016;20;680;12;757;649;4302;1655;1245;1364;342;215;0.0;2;6;21058;17.33
7106;2016;20;698;11;456;365;2493;932;729;903;230;154;0.0;2;3;12524;24.0
7107;2016;20;698;15;456;365;2493;932;729;903;230;154;0.0;2;3;12524;15.79
7173;2016;20;701;40;404;251;1302;376;547;682;51;75;0.0;2;6;7376;18.74
7174;2016;20;701;15;404;251;1302;376;547;682;51;75;0.0;2;6;7376;20.99
7220;2016;20;710;45;451;275;1569;482;795;1338;103;88;0.0;2;8;10202;8.82
7221;2016;20;710;40;451;275;1569;482;795;1338;103;88;0.0;2;6;10202;19.1
7222;2016;20;710;15;451;275;1569;482;795;1338;103;88;0.0;2;7;10202;10.64
7274;2016;20;728;15;188;165;970;379;396;374;179;105;0.0;2;7;5512;19.03
7275;2016;20;728;45;188;165;970;379;396;374;179;105;0.0;2;4;5512;18.14
7276;2016;20;728;43;188;165;970;379;396;374;179;105;0.0;2;8;5512;5.22
7314;2016;20;736;15;944;484;2577;758;1269;2696;134;118;0.0;2;6;17960;25.57
7315;2016;20;736;45;944;484;2577;758;1269;2696;134;118;0.0;2;8;17960;11.66
7368;2016;20;744;15;537;404;2614;380;805;788;46;40;0.0;2;8;11228;18.41
7369;2016;20;744;55;537;404;2614;380;805;788;46;40;0.0;2;3;11228;13.36
7370;2016;20;744;13;537;404;2614;380;805;788;46;40;0.0;2;4;11228;5.65
7414;2016;20;752;13;390;258;1816;344;662;611;41;49;0.0;2;4;8342;23.89
7415;2016;20;752;44;390;258;1816;344;662;611;41;49;0.0;2;5;8342;14.3
7447;2016;20;779;13;1201;1590;9635;3785;2819;2100;870;562;0.0;2;8;45124;0.0
7448;2016;20;779;12;1201;1590;9635;3785;2819;2100;870;562;0.0;2;6;45124;11.67
7449;2016;20;779;77;1201;1590;9635;3785;2819;2100;870;562;0.0;2;8;45124;8.55
7450;2016;20;779;25;1201;1590;9635;3785;2819;2100;870;562;0.0;2;6;45124;5.8
7527;2016;20;787;12;156;145;753;301;422;464;85;27;0.0;2;5;4706;19.57
7528;2016;20;787;40;156;145;753;301;422;464;85;27;0.0;2;6;4706;2.66
7529;2016;20;787;15;156;145;753;301;422;464;85;27;0.0;2;8;4706;16.06
7570;2016;20;795;15;505;680;3854;937;1824;2826;240;116;0.0;4;8;21964;30.31
