ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;TOTAL_VOTOS;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;CODIGO_SIT_CAND_TOT;SEXO;COD_GRAU_INSTRUCAO
7381;2012;19;17590;28;0;9207;8147;50214;20688;35453;30743;5936;4380;0.0;4.0;2;8
7412;2012;19;18252;55;1102;134;119;997;251;457;351;36;32;39291.99;4.0;2;8
7419;2012;19;17132;22;1852;3321;891;9189;1118;3484;6124;154;116;14721.5;4.0;2;6
7440;2012;19;16993;22;2747;927;177;2337;206;850;1471;30;20;6463.84;1.0;2;6
7458;2012;19;17752;25;1772;580;148;1965;157;516;1022;21;8;104850.25;4.0;2;6
7459;2012;19;18775;33;5328;1376;306;4558;756;2058;3077;99;92;0.0;1.0;2;6
7460;2012;19;16616;22;14956;2662;1335;11394;3740;7175;5658;623;414;197510.96;1.0;2;8
7477;2012;19;16535;25;3557;1329;225;3170;566;1265;1888;92;48;81416.2;1.0;2;7
7544;2012;19;16756;55;4130;596;240;2555;797;1395;1992;113;60;70354.57;1.0;2;6
7561;2012;19;16136;15;4582;606;352;3340;1038;1890;2960;102;75;303244.89;4.0;2;6
7570;2012;19;17370;13;1196;280;90;1176;252;630;805;29;42;19750.0;4.0;2;8
7594;2012;19;17655;15;9525;4302;774;10235;1662;4535;6815;292;162;311226.7;4.0;2;8
7669;2012;19;17710;55;1360;534;90;1413;215;536;716;24;20;12467.97;4.0;2;6
7670;2012;19;18570;15;2525;377;266;1492;479;980;1373;42;47;19028.5;1.0;2;6
7684;2012;19;16004;15;2143;497;200;1656;362;829;1137;55;34;27859.77;1.0;2;6
7713;2012;19;18651;13;2829;764;119;1798;370;895;2224;74;65;124582.76;1.0;2;7
7742;2012;19;17477;25;2922;397;247;2783;639;1269;1188;107;68;167520.2;1.0;4;8
7755;2012;19;18236;13;1364;2887;1287;8354;2217;4917;5526;280;221;3500.0;4.0;2;8
7779;2012;19;17035;55;3584;1150;200;3022;469;1149;1834;84;75;133857.28;1.0;2;8
7780;2012;19;18759;40;4037;1229;290;4163;522;1379;2104;112;41;68800.35;4.0;2;6
7787;2012;19;17833;55;887;464;194;1747;442;766;852;65;50;20207.22;4.0;4;8
7809;2012;19;17817;13;2057;1260;186;2936;386;1249;2209;58;39;7060.0;4.0;2;7
7823;2012;19;18937;40;1652;262;117;1214;301;588;846;48;44;41366.9;1.0;2;8
7837;2012;19;17396;40;3048;1522;204;3128;530;1163;1773;78;50;156310.11;4.0;2;8
7842;2012;19;16497;40;3628;883;503;3066;548;1260;2521;99;52;89150.27;1.0;2;6
7843;2012;19;17833;13;773;464;194;1747;442;766;852;65;50;0.0;4.0;2;8
7858;2012;19;18376;20;2866;4688;4550;22033;7618;10753;13890;776;745;27634.24;4.0;4;8
7867;2012;19;16098;10;60;1384;489;2546;1355;1051;2150;475;304;11484.96;4.0;4;8
7870;2012;19;16373;15;1334;285;113;1581;201;494;717;33;30;5000.0;4.0;2;3
7871;2012;19;17396;22;29;1522;204;3128;530;1163;1773;78;50;21937.25;4.0;2;6
7947;2012;19;17531;27;1991;1522;182;3671;364;1156;2424;68;48;143977.88;4.0;2;8
7948;2012;19;17531;55;2911;1522;182;3671;364;1156;2424;68;48;0.0;1.0;2;4
7999;2012;19;17078;25;929;190;118;1113;147;408;753;12;13;35200.0;4.0;2;3
8070;2012;19;17450;40;2737;617;219;2160;351;944;1969;65;58;71590.7;4.0;2;6
8074;2012;19;17132;50;261;3321;891;9189;1118;3484;6124;154;116;0.0;4.0;2;8
8149;2012;19;17230;40;1925;721;129;1825;248;846;1421;37;28;32054.0;4.0;2;8
8168;2012;19;18651;45;2531;764;119;1798;370;895;2224;74;65;186935.17;4.0;2;8
8170;2012;19;18295;15;7401;2842;606;5702;1154;2860;4582;188;135;82566.2;1.0;2;6
8192;2012;19;18392;15;2399;300;213;2031;466;963;1215;103;60;62579.61;1.0;2;8
8207;2012;19;18376;27;13771;4688;4550;22033;7618;10753;13890;776;745;32140.0;4.0;4;8
8208;2012;19;17590;65;2265;9207;8147;50214;20688;35453;30743;5936;4380;21075.94;4.0;2;8
8211;2012;19;16675;25;2086;586;133;1765;238;817;1258;49;55;72056.0;1.0;4;8
8236;2012;19;16063;15;3228;1124;568;2771;300;867;1635;59;32;93305.25;1.0;4;8
8266;2012;19;17930;15;2888;840;246;2188;1020;679;990;273;176;89257.07;1.0;2;8
8299;2012;19;17078;15;1598;190;118;1113;147;408;753;12;13;95519.13;1.0;4;8
8315;2012;19;18058;15;2856;1123;182;3164;399;998;1867;61;59;60615.0;4.0;4;8
8389;2012;19;16519;11;5288;5558;1828;17371;4216;8461;11627;516;414;26823.0;4.0;2;8
8407;2012;19;18830;22;1033;136;117;607;411;265;424;136;117;50116.17;4.0;2;8
8408;2012;19;17892;77;1336;491;86;1622;205;552;920;22;19;0.0;4.0;2;6
8421;2012;19;16390;44;38;2765;1735;15687;4864;9315;7686;1339;998;0.0;4.0;2;8
8422;2012;19;17256;13;0;1022;200;2473;308;843;1683;50;44;0.0;4.0;2;6
8439;2012;19;16098;13;130;1384;489;2546;1355;1051;2150;475;304;7963.5;4.0;4;8
8451;2012;19;17671;15;2118;521;105;1638;360;648;1164;82;55;94321.2;1.0;2;8
8454;2012;19;17590;27;1932;9207;8147;50214;20688;35453;30743;5936;4380;4957.5;4.0;2;8
8471;2012;19;18295;23;0;2842;606;5702;1154;2860;4582;188;135;3186.03;4.0;2;7
8478;2012;19;17175;12;1021;901;160;1790;310;731;1189;49;57;24450.0;4.0;2;8
8480;2012;19;17175;33;3137;901;160;1790;310;731;1189;49;57;51750.0;1.0;2;5
8511;2012;19;18430;33;4296;1498;660;3415;854;1506;2361;102;65;26290.0;1.0;4;8
8540;2012;19;17590;25;68604;9207;8147;50214;20688;35453;30743;5936;4380;3154464.37;1.0;4;8
8608;2012;19;18775;40;4626;1376;306;4558;756;2058;3077;99;92;46550.0;4.0;4;8
8624;2012;19;18597;33;1236;618;119;2016;311;924;1345;51;41;34852.5;4.0;2;5
8627;2012;19;17396;25;2516;1522;204;3128;530;1163;1773;78;50;113163.64;4.0;4;8
8629;2012;19;30031;25;248;2026;558;6541;962;2050;5378;138;131;1819.98;4.0;4;7
8631;2012;19;17493;31;35;759;340;3602;847;1451;2039;159;104;995.0;4.0;2;6
8667;2012;19;16519;15;11992;5558;1828;17371;4216;8461;11627;516;414;597500.0;4.0;4;6
8693;2012;19;16390;15;17875;2765;1735;15687;4864;9315;7686;1339;998;295128.64;1.0;2;8
8694;2012;19;17590;40;63309;9207;8147;50214;20688;35453;30743;5936;4380;1447577.79;4.0;4;8
8757;2012;19;16063;55;2989;1124;568;2771;300;867;1635;59;32;67016.5;4.0;2;6
8758;2012;19;16497;25;3073;883;503;3066;548;1260;2521;99;52;49686.49;4.0;2;8
8759;2012;19;17892;40;1803;491;86;1622;205;552;920;22;19;39099.15;1.0;2;6
8760;2012;19;18015;65;7;1156;358;3962;599;1616;2627;47;36;0.0;4.0;2;5
8764;2012;19;16730;65;63;378;108;2112;379;956;1974;51;61;4600.0;4.0;2;8
8773;2012;19;17795;50;3940;3844;5126;30528;19649;21548;14521;5044;4188;20950.0;4.0;2;8
8777;2012;19;16284;55;106;629;275;1582;262;620;1491;43;25;0.0;4.0;2;8
9033;2012;19;16209;13;1921;299;92;1723;283;612;1013;37;37;86811.56;1.0;4;8
9040;2012;19;16209;20;1620;299;92;1723;283;612;1013;37;37;34510.0;4.0;2;8
9088;2012;19;17612;13;85915;14798;41019;142153;104022;116094;48765;34566;24358;392110.88;4.0;2;8
9141;2012;19;16837;15;4272;969;684;4119;923;1629;3346;150;112;162048.94;4.0;4;8
9174;2012;19;17612;15;153522;14798;41019;142153;104022;116094;48765;34566;24358;8209095.64;4.0;2;8
9179;2012;19;17612;12;214687;14798;41019;142153;104022;116094;48765;34566;24358;3081104.78;1.0;2;8
9202;2012;19;18279;25;5536;1536;493;4104;770;1553;3634;144;73;166071.55;1.0;4;8
9203;2012;19;16101;15;1180;422;84;1179;143;386;767;16;14;58854.86;4.0;2;8
9211;2012;19;18716;33;1350;463;127;1976;360;867;1304;39;48;20600.0;4.0;2;6
9226;2012;19;17833;15;1963;464;194;1747;442;766;852;65;50;64111.0;4.0;2;6
9262;2012;19;17795;21;251;3844;5126;30528;19649;21548;14521;5044;4188;1124.0;4.0;2;3
9309;2012;19;18716;55;1307;463;127;1976;360;867;1304;39;48;6000.06;4.0;2;4
9325;2012;19;18899;22;5070;985;286;3994;732;1768;2299;119;115;118208.1;1.0;2;8
9330;2012;19;16250;40;646;1068;260;2912;643;1196;1977;120;83;23564.0;4.0;2;6
9344;2012;19;17370;40;1816;280;90;1176;252;630;805;29;42;46467.52;1.0;2;7
9355;2012;19;18392;13;127;300;213;2031;466;963;1215;103;60;15000.0;4.0;2;8
9369;2012;19;18392;25;2329;300;213;2031;466;963;1215;103;60;66667.21;4.0;2;6
9415;2012;19;16535;22;3050;1329;225;3170;566;1265;1888;92;48;9370.0;4.0;4;6
9419;2012;19;17515;40;2375;339;127;1762;253;692;1093;36;45;16970.0;1.0;2;8
9420;2012;19;16020;13;0;641;373;3249;852;1427;2348;111;66;57145.91;4.0;2;2
9453;2012;19;17450;22;2773;617;219;2160;351;944;1969;65;58;57718.8;1.0;2;8
9454;2012;19;17132;25;9211;3321;891;9189;1118;3484;6124;154;116;78120.85;1.0;2;4
9469;2012;19;17639;25;8244;1443;750;6202;2813;2311;2351;731;446;135499.48;1.0;4;8
9503;2012;19;18295;55;6552;2842;606;5702;1154;2860;4582;188;135;82003.0;4.0;2;8
9526;2012;19;16870;33;0;860;581;3165;2197;1506;2330;460;282;59860.0;4.0;2;8
9536;2012;19;18597;55;1182;618;119;2016;311;924;1345;51;41;23400.0;4.0;2;8
9546;2012;19;17612;21;786;14798;41019;142153;104022;116094;48765;34566;24358;4000.0;4.0;2;8
9556;2012;19;16713;13;159;965;1004;7094;2340;3487;3543;394;338;1000.0;4.0;2;8
9578;2012;19;18376;44;2129;4688;4550;22033;7618;10753;13890;776;745;29768.14;4.0;2;3
9610;2012;19;18350;14;420;256;202;983;498;360;641;93;100;2500.0;4.0;4;7
9623;2012;19;18350;40;2341;256;202;983;498;360;641;93;100;46200.0;1.0;2;8
9637;2012;19;17574;33;1207;375;185;921;188;341;733;26;24;35310.34;1.0;2;6
9651;2012;19;18635;15;2105;598;314;2086;470;615;1371;56;34;33410.0;4.0;2;6
9656;2012;19;17639;44;6092;1443;750;6202;2813;2311;2351;731;446;136594.41;4.0;4;8
9673;2012;19;16110;65;54;426;117;1781;386;1001;1098;78;72;1850.0;4.0;2;7
9705;2012;19;18155;13;215;818;230;2308;483;947;1210;62;42;23314.0;4.0;2;8
9708;2012;19;17434;14;547;1488;1258;5649;4631;2813;3243;936;681;7216.2;4.0;2;6
9855;2012;19;16047;27;269;534;124;2171;320;736;1205;34;27;24730.0;4.0;2;7
9863;2012;19;17590;50;948;9207;8147;50214;20688;35453;30743;5936;4380;5233.6;4.0;2;8
0;2012;20;132;11;19649;2375;3621;19186;7026;11188;5173;2155;1648;0.0;1.0;2;6
1;2012;20;604;14;4659;677;369;2876;352;1094;1974;87;76;0.0;1.0;2;4
2;2012;20;434;45;8044;1444;812;6080;896;1888;3880;166;93;0.0;1.0;2;5
3;2012;20;450;14;2889;528;299;2154;346;863;1070;105;41;0.0;1.0;2;8
4;2012;20;94;13;21700;3334;3505;20363;6035;11662;9478;1902;1569;0.0;1.0;2;8
6;2012;20;582;15;2928;677;581;4390;403;945;2039;73;37;0.0;1.0;2;8
7;2012;20;779;15;7852;1721;1521;11052;1803;2645;3174;352;169;0.0;1.0;2;6
8;2012;20;116;14;7177;1591;1546;8512;2460;5594;4815;698;411;0.0;1.0;2;8
9;2012;20;493;15;2391;484;395;1962;971;732;676;299;159;0.0;1.0;2;2
10;2012;20;795;11;4989;527;726;4178;755;1484;3199;173;94;0.0;1.0;4;8
11;2012;20;620;33;2016;353;237;1777;322;717;876;79;61;0.0;1.0;2;4
12;2012;20;418;13;6321;898;1001;7049;885;1978;3172;161;48;0.0;1.0;2;8
13;2012;20;558;19;3257;685;464;3276;424;811;1141;64;51;0.0;1.0;2;3
14;2012;20;744;22;2538;587;392;2854;293;668;866;36;23;0.0;1.0;2;8
15;2012;20;566;14;2380;803;506;3124;573;1225;3475;84;69;0.0;1.0;2;5
16;2012;20;787;45;1171;160;127;751;231;383;582;55;20;0.0;1.0;2;8
17;2012;20;477;43;3144;739;1142;5336;2936;1728;1809;602;553;0.0;1.0;2;7
18;2012;20;736;55;2931;1013;458;2623;576;1123;2985;93;77;0.0;1.0;2;3
19;2012;20;396;43;6997;1627;1332;10394;1233;2844;5046;267;182;0.0;1.0;2;6
20;2012;20;51;40;43437;4669;5306;29452;9300;16859;12765;2354;1701;0.0;1.0;2;8
22;2012;20;337;11;4760;1044;1043;3858;987;1900;3852;204;126;0.0;1.0;2;6
23;2012;20;230;11;5976;1147;908;4324;1988;1948;1559;749;695;0.0;1.0;2;6
24;2012;20;256;15;8521;1904;1290;8358;1385;3326;4321;329;262;0.0;1.0;2;8
25;2012;20;647;15;1680;252;232;1150;312;463;645;63;42;0.0;1.0;2;6
26;2012;20;752;11;1804;452;244;1983;253;583;707;22;33;0.0;1.0;2;3
27;2012;20;574;15;4064;983;472;4133;507;1384;1887;104;62;0.0;1.0;2;6
28;2012;20;19;13;7762;1863;2249;10440;2737;5126;3992;671;373;0.0;1.0;2;8
29;2012;20;299;11;16471;2023;2066;12661;3441;7540;7299;912;740;0.0;1.0;2;6
31;2012;20;78;33;20371;3873;4244;21439;6746;12223;10465;1740;1366;0.0;1.0;2;6
33;2012;20;655;14;2100;585;355;2920;284;675;1176;82;48;0.0;1.0;2;4
34;2012;20;698;15;2258;551;288;2617;320;775;1891;67;46;0.0;1.0;2;3
35;2012;20;590;12;4033;1143;520;3569;468;1003;1698;73;78;0.0;1.0;2;7
36;2012;20;515;45;3265;663;494;3117;410;1180;2008;69;53;0.0;1.0;2;5
37;2012;20;728;45;1622;242;197;1265;200;520;859;53;40;0.0;1.0;2;2
38;2012;20;191;13;4876;1638;1013;6347;1277;2755;3633;291;201;0.0;1.0;4;8
39;2012;20;175;55;15914;2299;1889;13332;2846;4845;3693;631;448;0.0;1.0;2;6
41;2012;20;663;11;2729;1174;603;5158;703;1283;2103;183;122;0.0;1.0;2;6
42;2012;20;710;15;2195;478;294;1767;352;759;1424;75;67;0.0;1.0;2;5
43;2012;20;701;15;1811;393;226;1295;276;455;666;38;57;0.0;1.0;0;0
44;2012;20;639;15;5074;1145;837;4980;818;1507;2737;86;93;0.0;1.0;2;3
45;2012;20;531;11;1416;253;149;884;439;307;398;126;75;0.0;1.0;2;8
46;2012;20;671;43;3117;951;629;3792;445;695;1468;78;30;0.0;1.0;2;8
47;2012;20;159;13;14027;4123;2465;14525;3600;6745;7150;632;545;0.0;1.0;4;8
49;2012;20;272;11;6159;1170;795;3971;1238;2380;3778;285;169;0.0;1.0;2;8
50;2012;20;213;13;3613;434;473;3557;577;1269;2232;139;75;0.0;1.0;2;3
51;2012;20;353;15;3098;698;430;2542;550;1367;1952;101;59;0.0;1.0;2;6
52;2012;20;680;28;4770;862;662;4870;730;1106;1544;113;61;0.0;1.0;2;6
53;2012;20;310;15;7465;1982;1105;5439;1297;3057;5823;326;203;0.0;1.0;2;5
54;2012;20;612;15;3371;902;548;3262;478;1036;1839;85;47;0.0;1.0;4;4
55;2012;20;370;15;5524;981;970;5451;841;2420;3629;148;106;0.0;1.0;2;2
56;2012;20;35;43;57698;6291;17927;66113;80212;32651;19280;33710;22226;0.0;6.0;2;7
60;2012;20;680;70;107;862;662;4870;730;1106;1544;113;61;0.0;4.0;2;4
61;2012;20;566;40;2176;803;506;3124;573;1225;3475;84;69;0.0;4.0;2;4
62;2012;20;337;55;2620;1044;1043;3858;987;1900;3852;204;126;0.0;4.0;2;8
63;2012;20;230;13;4518;1147;908;4324;1988;1948;1559;749;695;0.0;4.0;2;6
64;2012;20;477;15;2417;739;1142;5336;2936;1728;1809;602;553;0.0;4.0;2;4
65;2012;20;35;45;41673;6291;17927;66113;80212;32651;19280;33710;22226;0.0;4.0;4;8
72;2012;20;680;15;2555;862;662;4870;730;1106;1544;113;61;0.0;4.0;2;3
73;2012;20;396;14;2663;1627;1332;10394;1233;2844;5046;267;182;0.0;4.0;2;6
74;2012;20;396;22;1137;1627;1332;10394;1233;2844;5046;267;182;0.0;4.0;2;8
77;2012;20;418;43;4403;898;1001;7049;885;1978;3172;161;48;0.0;4.0;2;4
78;2012;20;299;13;4303;2023;2066;12661;3441;7540;7299;912;740;0.0;4.0;2;4
122;2012;20;35;40;142937;6291;17927;66113;80212;32651;19280;33710;22226;0.0;1.0;2;8
193;2012;20;35;43;83828;6291;17927;66113;80212;32651;19280;33710;22226;0.0;4.0;2;7
264;2012;20;35;40;44259;6291;17927;66113;80212;32651;19280;33710;22226;0.0;6.0;2;8
291;2012;20;493;27;859;484;395;1962;971;732;676;299;159;0.0;4.0;4;8
296;2012;20;698;13;1629;551;288;2617;320;775;1891;67;46;0.0;4.0;2;6
297;2012;20;35;50;12330;6291;17927;66113;80212;32651;19280;33710;22226;0.0;4.0;2;8
304;2012;20;191;15;4027;1638;1013;6347;1277;2755;3633;291;201;0.0;4.0;2;7
484;2012;20;787;12;646;160;127;751;231;383;582;55;20;0.0;4.0;2;3
656;2012;20;213;22;2940;434;473;3557;577;1269;2232;139;75;0.0;4.0;4;8
657;2012;20;710;40;1779;478;294;1767;352;759;1424;75;67;0.0;4.0;2;6
658;2012;20;396;27;5184;1627;1332;10394;1233;2844;5046;267;182;0.0;4.0;2;6
659;2012;20;752;13;1573;452;244;1983;253;583;707;22;33;0.0;4.0;2;3
660;2012;20;736;13;1253;1013;458;2623;576;1123;2985;93;77;0.0;4.0;2;3
661;2012;20;779;13;6489;1721;1521;11052;1803;2645;3174;352;169;0.0;4.0;2;8
662;2012;20;728;15;1129;242;197;1265;200;520;859;53;40;0.0;4.0;2;6
663;2012;20;809;43;1804;452;333;2459;498;901;875;120;83;0.0;4.0;4;8
821;2012;20;434;54;2707;1444;812;6080;896;1888;3880;166;93;0.0;4.0;2;5
822;2012;20;655;13;1343;585;355;2920;284;675;1176;82;48;0.0;4.0;2;8
823;2012;20;493;13;1724;484;395;1962;971;732;676;299;159;0.0;4.0;2;8
824;2012;20;35;33;3307;6291;17927;66113;80212;32651;19280;33710;22226;0.0;4.0;2;8
831;2012;20;35;13;29564;6291;17927;66113;80212;32651;19280;33710;22226;0.0;4.0;4;8
838;2012;20;795;15;714;527;726;4178;755;1484;3199;173;94;0.0;4.0;2;5
839;2012;20;736;15;2844;1013;458;2623;576;1123;2985;93;77;0.0;4.0;2;4
840;2012;20;620;25;1564;353;237;1777;322;717;876;79;61;0.0;4.0;2;4
844;2012;20;116;40;6844;1591;1546;8512;2460;5594;4815;698;411;0.0;4.0;2;8
861;2012;20;574;12;3033;983;472;4133;507;1384;1887;104;62;0.0;4.0;2;6
862;2012;20;19;12;6814;1863;2249;10440;2737;5126;3992;671;373;0.0;4.0;2;8
863;2012;20;19;11;1911;1863;2249;10440;2737;5126;3992;671;373;0.0;4.0;2;2
864;2012;20;272;15;4154;1170;795;3971;1238;2380;3778;285;169;0.0;4.0;2;8
1018;2012;20;582;45;2827;677;581;4390;403;945;2039;73;37;0.0;4.0;2;6
1019;2012;20;582;14;1536;677;581;4390;403;945;2039;73;37;0.0;4.0;2;4
1020;2012;20;370;14;5255;981;970;5451;841;2420;3629;148;106;0.0;4.0;2;6
1021;2012;20;779;20;305;1721;1521;11052;1803;2645;3174;352;169;0.0;4.0;2;6
1027;2012;20;477;13;2247;739;1142;5336;2936;1728;1809;602;553;0.0;4.0;2;3
1039;2012;20;35;15;6169;6291;17927;66113;80212;32651;19280;33710;22226;0.0;4.0;2;8
1046;2012;20;779;22;2169;1721;1521;11052;1803;2645;3174;352;169;0.0;4.0;2;6
1047;2012;20;337;15;1753;1044;1043;3858;987;1900;3852;204;126;0.0;4.0;2;6
1048;2012;20;132;43;3245;2375;3621;19186;7026;11188;5173;2155;1648;0.0;4.0;2;6
1226;2012;20;132;50;0;2375;3621;19186;7026;11188;5173;2155;1648;0.0;4.0;2;8
1227;2012;20;337;12;458;1044;1043;3858;987;1900;3852;204;126;0.0;4.0;2;8
1228;2012;20;256;44;7635;1904;1290;8358;1385;3326;4321;329;262;0.0;4.0;2;3
1248;2012;20;78;13;4351;3873;4244;21439;6746;12223;10465;1740;1366;0.0;4.0;2;8
1371;2012;20;175;65;5189;2299;1889;13332;2846;4845;3693;631;448;0.0;4.0;2;5
1373;2012;20;19;22;1039;1863;2249;10440;2737;5126;3992;671;373;0.0;4.0;2;8
1374;2012;20;19;15;3051;1863;2249;10440;2737;5126;3992;671;373;0.0;4.0;4;8
1387;2012;20;310;45;6552;1982;1105;5439;1297;3057;5823;326;203;0.0;4.0;2;8
1395;2012;20;418;25;1066;898;1001;7049;885;1978;3172;161;48;0.0;4.0;2;6
1964;2012;20;671;45;2867;951;629;3792;445;695;1468;78;30;0.0;4.0;4;6
1965;2012;20;159;55;4683;4123;2465;14525;3600;6745;7150;632;545;0.0;4.0;2;6
1967;2012;20;78;25;8290;3873;4244;21439;6746;12223;10465;1740;1366;0.0;4.0;2;4
1969;2012;20;434;13;1120;1444;812;6080;896;1888;3880;166;93;0.0;4.0;4;8
1970;2012;20;701;40;1098;393;226;1295;276;455;666;38;57;0.0;4.0;2;6
1971;2012;20;647;27;870;252;232;1150;312;463;645;63;42;0.0;4.0;2;8
1972;2012;20;639;11;1381;1145;837;4980;818;1507;2737;86;93;0.0;4.0;2;6
1977;2012;20;698;11;1122;551;288;2617;320;775;1891;67;46;0.0;4.0;2;3
2146;2012;20;795;22;3259;527;726;4178;755;1484;3199;173;94;0.0;4.0;2;5
2147;2012;20;612;55;3138;902;548;3262;478;1036;1839;85;47;0.0;4.0;2;8
2152;2012;20;590;45;987;1143;520;3569;468;1003;1698;73;78;0.0;4.0;2;6
2158;2012;20;590;13;1496;1143;520;3569;468;1003;1698;73;78;0.0;4.0;2;4
2159;2012;20;299;44;5135;2023;2066;12661;3441;7540;7299;912;740;0.0;4.0;2;8
2161;2012;20;531;27;979;253;149;884;439;307;398;126;75;0.0;4.0;2;8
2162;2012;20;116;11;3766;1591;1546;8512;2460;5594;4815;698;411;0.0;4.0;2;6
2165;2012;20;566;11;880;803;506;3124;573;1225;3475;84;69;0.0;4.0;2;4
2166;2012;20;159;15;9868;4123;2465;14525;3600;6745;7150;632;545;0.0;4.0;2;4
2168;2012;20;191;11;3148;1638;1013;6347;1277;2755;3633;291;201;0.0;4.0;2;6
2312;2012;20;663;45;2229;1174;603;5158;703;1283;2103;183;122;0.0;4.0;4;8
2331;2012;20;477;12;3103;739;1142;5336;2936;1728;1809;602;553;0.0;4.0;2;6
2332;2012;20;353;19;1098;698;430;2542;550;1367;1952;101;59;0.0;4.0;2;6
2333;2012;20;639;20;0;1145;837;4980;818;1507;2737;86;93;0.0;4.0;4;8
2334;2012;20;558;36;2212;685;464;3276;424;811;1141;64;51;0.0;4.0;2;8
2335;2012;20;744;19;1996;587;392;2854;293;668;866;36;23;0.0;4.0;2;3
2336;2012;20;299;43;912;2023;2066;12661;3441;7540;7299;912;740;0.0;4.0;2;8
2350;2012;20;566;22;1867;803;506;3124;573;1225;3475;84;69;0.0;4.0;2;8
2451;2012;20;78;14;12806;3873;4244;21439;6746;12223;10465;1740;1366;0.0;4.0;2;6
2454;2012;20;655;23;1452;585;355;2920;284;675;1176;82;48;0.0;4.0;2;3
2463;2012;20;35;16;354;6291;17927;66113;80212;32651;19280;33710;22226;0.0;4.0;2;8
2484;2012;20;116;15;1167;1591;1546;8512;2460;5594;4815;698;411;0.0;4.0;2;4
2500;2012;20;353;13;1477;698;430;2542;550;1367;1952;101;59;0.0;4.0;2;3
2563;2012;20;132;14;0;2375;3621;19186;7026;11188;5173;2155;1648;0.0;4.0;2;6
2564;2012;20;604;27;1199;677;369;2876;352;1094;1974;87;76;0.0;4.0;4;4
2566;2012;20;94;27;20133;3334;3505;20363;6035;11662;9478;1902;1569;0.0;4.0;4;8
2569;2012;20;663;12;0;1174;603;5158;703;1283;2103;183;122;0.0;4.0;2;4
2575;2012;20;477;10;1801;739;1142;5336;2936;1728;1809;602;553;0.0;4.0;4;7
2585;2012;20;35;23;37652;6291;17927;66113;80212;32651;19280;33710;22226;0.0;4.0;2;3
2592;2012;20;51;15;15966;4669;5306;29452;9300;16859;12765;2354;1701;0.0;4.0;4;8
2594;2012;20;515;13;2919;663;494;3117;410;1180;2008;69;53;0.0;4.0;2;6
47;2012;21;3026;40;1732;453;300;1895;578;929;993;103;121;0.0;4.0;2;8
79;2012;21;3000;11;1157;365;322;2154;540;1009;1270;69;73;0.0;4.0;4;4
187;2012;21;3018;10;42171;5135;14524;51680;32304;47715;17209;7936;6658;0.0;4.0;2;8
223;2012;21;3077;22;2397;590;521;2491;1008;1325;1156;150;168;0.0;1.0;4;6
314;2012;21;3018;15;57066;5135;14524;51680;32304;47715;17209;7936;6658;0.0;1.0;4;8
376;2012;21;3018;12;30606;5135;14524;51680;32304;47715;17209;7936;6658;0.0;4.0;2;8
389;2012;21;3050;13;5727;505;567;2834;1154;1917;1653;165;193;0.0;1.0;2;8
408;2012;21;3107;13;2164;1008;311;1470;295;555;883;36;44;0.0;1.0;2;7
438;2012;21;3000;45;2503;365;322;2154;540;1009;1270;69;73;0.0;1.0;2;6
507;2012;21;3000;27;1016;365;322;2154;540;1009;1270;69;73;0.0;4.0;2;2
537;2012;21;3026;43;673;453;300;1895;578;929;993;103;121;0.0;4.0;2;8
555;2012;21;3034;20;5265;799;704;4286;1402;2452;1749;232;274;0.0;1.0;2;8
556;2012;21;3034;25;248;799;704;4286;1402;2452;1749;232;274;0.0;4.0;2;6
741;2012;21;3131;13;1312;374;256;1602;593;976;861;96;89;0.0;4.0;2;8
818;2012;21;3107;27;1299;1008;311;1470;295;555;883;36;44;0.0;4.0;2;6
819;2012;21;3115;55;1583;412;344;2026;489;983;974;51;70;0.0;4.0;2;2
1072;2012;21;3069;33;2088;700;764;3834;1574;2122;1778;215;219;0.0;4.0;2;2
1119;2012;21;3042;22;2893;248;438;1812;844;955;747;137;146;0.0;1.0;2;8
1154;2012;21;3077;14;201;590;521;2491;1008;1325;1156;150;168;0.0;4.0;2;4
1268;2012;21;3050;22;2024;505;567;2834;1154;1917;1653;165;193;0.0;4.0;2;7
1287;2012;21;3069;22;3151;700;764;3834;1574;2122;1778;215;219;0.0;4.0;4;8
1325;2012;21;3026;22;1971;453;300;1895;578;929;993;103;121;0.0;1.0;2;8
1347;2012;21;3042;23;1682;248;438;1812;844;955;747;137;146;0.0;4.0;2;8
1348;2012;21;3077;19;1909;590;521;2491;1008;1325;1156;150;168;0.0;4.0;2;7
1349;2012;21;3093;15;4285;876;577;3544;1321;2184;2109;223;232;0.0;4.0;2;7
1350;2012;21;3093;17;4698;876;577;3544;1321;2184;2109;223;232;0.0;1.0;2;8
1351;2012;21;3115;13;1450;412;344;2026;489;983;974;51;70;0.0;4.0;2;8
1352;2012;21;3123;15;1927;411;549;2546;1111;1451;805;248;218;0.0;4.0;2;7
1353;2012;21;3123;45;1975;411;549;2546;1111;1451;805;248;218;0.0;1.0;2;6
