ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;TOTAL_VOTOS;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;CODIGO_SIT_CAND_TOT;SEXO;COD_GRAU_INSTRUCAO
739;2012;19;16438;55;8992;3621;623;8686;1226;3265;5938;238;158;0.0;1.0;4;8
773;2012;19;18139;45;1233;528;72;1369;171;569;966;36;34;27600.0;4.0;2;8
774;2012;19;18996;27;642;215;72;1090;152;364;584;32;20;11821.76;4.0;2;4
792;2012;19;17337;45;1280;789;292;3104;654;1794;2027;104;93;25345.0;4.0;4;8
800;2012;19;18490;15;4556;1739;419;4693;1001;2279;3280;157;96;117716.44;4.0;2;6
847;2012;19;16330;22;2801;729;263;2060;998;811;1627;240;126;103706.15;4.0;2;8
882;2012;19;17850;40;4112;801;262;3279;593;1390;2327;142;126;142650.85;1.0;4;6
897;2012;19;16144;43;1065;374;106;1202;286;544;680;24;36;71110.87;1.0;2;6
898;2012;19;16020;15;4077;641;373;3249;852;1427;2348;111;66;106816.32;1.0;2;8
913;2012;19;18198;15;1802;744;122;1299;97;527;941;18;11;15494.74;1.0;4;8
945;2012;19;16632;12;923;689;188;1565;285;987;1542;34;49;6360.0;4.0;2;8
956;2012;19;17272;22;1257;602;99;1270;236;439;747;17;16;58043.26;4.0;2;6
996;2012;19;18511;15;2438;607;184;2185;350;789;1575;42;36;60430.96;4.0;4;8
1008;2012;19;17418;15;14680;3506;2190;12043;7472;5358;8222;1508;856;124789.26;4.0;4;8
1024;2012;19;18139;40;1753;528;72;1369;171;569;966;36;34;28589.32;1.0;2;8
1037;2012;19;16098;40;4227;1384;489;2546;1355;1051;2150;475;304;56546.53;1.0;2;8
1047;2012;19;16241;55;1679;524;143;1821;284;632;1105;36;34;28647.14;4.0;2;6
1071;2012;19;16276;40;3133;667;239;2463;543;1253;2057;88;75;126521.32;1.0;2;8
1104;2012;19;17876;15;7450;2313;776;6456;2075;4080;3095;715;409;204250.0;4.0;2;8
1106;2012;19;16497;40;4042;883;503;3066;548;1260;2521;99;52;91059.09;1.0;2;8
1138;2012;19;16284;40;1758;629;275;1582;262;620;1491;43;25;18200.0;4.0;2;6
1152;2012;19;18252;15;1117;134;119;997;251;457;351;36;32;42363.0;1.0;2;8
1184;2012;19;17337;13;1255;789;292;3104;654;1794;2027;104;93;0.0;4.0;2;8
1185;2012;19;16241;33;190;524;143;1821;284;632;1105;36;34;0.0;4.0;2;6
1204;2012;19;16241;15;2028;524;143;1821;284;632;1105;36;34;44089.16;1.0;4;8
1213;2012;19;16276;55;2784;667;239;2463;543;1253;2057;88;75;45044.85;4.0;2;5
1214;2012;19;16276;19;71;667;239;2463;543;1253;2057;88;75;100.0;4.0;2;6
1223;2012;19;18996;33;202;215;72;1090;152;364;584;32;20;25859.0;4.0;2;8
1229;2012;19;18155;40;3299;818;230;2308;483;947;1210;62;42;67410.35;1.0;4;8
1240;2012;19;18155;15;1873;818;230;2308;483;947;1210;62;42;46963.4;4.0;2;6
1253;2012;19;17876;25;9257;2313;776;6456;2075;4080;3095;715;409;189187.24;1.0;2;8
1254;2012;19;18996;43;836;215;72;1090;152;364;584;32;20;53356.05;1.0;2;2
1271;2012;19;16055;40;3811;1310;288;3720;809;1459;1775;142;89;81795.0;4.0;2;8
1305;2012;19;17850;25;3454;801;262;3279;593;1390;2327;142;126;37500.0;4.0;4;8
1306;2012;19;17418;40;2418;3506;2190;12043;7472;5358;8222;1508;856;56095.0;4.0;2;8
1341;2012;19;16152;25;4417;845;350;3149;861;1884;2024;169;105;127560.63;1.0;2;8
1342;2012;19;16772;25;0;407;110;923;207;430;593;47;38;49018.01;4.0;4;8
1355;2012;19;16144;15;1029;374;106;1202;286;544;680;24;36;127812.66;4.0;2;6
1356;2012;19;16772;14;1053;407;110;923;207;430;593;47;38;50270.0;1.0;2;6
1357;2012;19;16918;13;4986;1237;769;4364;1081;2103;3315;168;123;18008.0;1.0;2;5
1370;2012;19;18457;15;2446;193;150;1559;377;939;628;65;44;78202.4;1.0;2;8
1400;2012;19;18953;55;3033;1036;270;3176;611;1444;2502;76;67;50667.88;4.0;4;8
1403;2012;19;16896;15;4116;1180;450;3003;1068;1012;2097;226;137;70004.69;4.0;2;8
1412;2012;19;16055;55;3837;1310;288;3720;809;1459;1775;142;89;102734.0;1.0;2;8
1421;2012;19;16098;22;3833;1384;489;2546;1355;1051;2150;475;304;50990.0;4.0;4;8
1435;2012;19;16632;11;3294;689;188;1565;285;987;1542;34;49;41407.01;1.0;2;8
1474;2012;19;18872;22;3741;858;217;3442;602;1557;2331;127;80;133110.0;4.0;4;8
1475;2012;19;18872;25;3932;858;217;3442;602;1557;2331;127;80;89980.93;1.0;2;6
1506;2012;19;17310;40;3485;957;320;3323;614;1280;2226;67;61;62954.08;1.0;2;5
1512;2012;19;17736;25;1001;439;111;1652;320;723;714;44;48;50639.67;4.0;2;8
1529;2012;19;17914;45;1398;206;102;1332;193;407;719;14;12;11825.04;1.0;2;6
1530;2012;19;16314;11;2111;428;159;1782;250;719;1181;24;21;105135.7;1.0;2;8
1531;2012;19;17795;43;30903;3844;5126;30528;19649;21548;14521;5044;4188;1274923.46;4.0;2;8
1546;2012;19;16373;11;0;285;113;1581;201;494;717;33;30;53753.67;4.0;2;6
1565;2012;19;17779;13;7196;1234;678;6571;1437;3285;3042;235;142;81040.42;1.0;2;8
1584;2012;19;18910;22;2264;604;216;1834;447;935;1190;66;48;20000.0;4.0;2;6
1585;2012;19;16551;15;1895;623;169;1852;252;581;1334;34;33;24921.6;4.0;2;7
1586;2012;19;16551;40;2254;623;169;1852;252;581;1334;34;33;26022.41;1.0;2;6
1595;2012;19;30031;15;7372;2026;558;6541;962;2050;5378;138;131;203890.0;4.0;4;6
1596;2012;19;30031;22;7548;2026;558;6541;962;2050;5378;138;131;165740.0;1.0;2;8
1598;2012;19;16152;13;156;845;350;3149;861;1884;2024;169;105;22788.52;4.0;2;6
1607;2012;19;16918;15;4551;1237;769;4364;1081;2103;3315;168;123;100.0;4.0;4;8
1623;2012;19;18554;15;4047;2098;259;2589;393;1397;2022;48;42;73770.0;1.0;2;8
1687;2012;19;16144;11;650;374;106;1202;286;544;680;24;36;21051.6;4.0;2;8
1698;2012;19;18198;20;1295;744;122;1299;97;527;941;18;11;0.0;4.0;4;4
1715;2012;19;16772;14;1503;407;110;923;207;430;593;47;38;73415.88;1.0;2;7
1723;2012;19;16438;22;6029;3621;623;8686;1226;3265;5938;238;158;252774.25;4.0;2;8
1755;2012;19;18473;11;7485;2831;486;5007;925;2544;6731;153;116;277922.02;1.0;2;8
1756;2012;19;16020;13;3604;641;373;3249;852;1427;2348;111;66;45920.0;4.0;4;2
1765;2012;19;17736;11;1099;439;111;1652;320;723;714;44;48;44878.57;4.0;4;8
1782;2012;19;18996;10;60;215;72;1090;152;364;584;32;20;0.0;4.0;2;6
1811;2012;19;17990;15;1572;342;186;1034;514;354;637;104;94;25691.5;1.0;2;8
1825;2012;19;16578;11;2842;585;108;1076;166;489;1341;17;19;15095.86;1.0;2;4
1843;2012;19;17191;15;9436;2668;403;4647;726;1950;4694;133;103;179700.0;1.0;2;7
1849;2012;19;17159;33;1645;305;112;768;295;244;676;40;24;19396.0;1.0;2;3
1859;2012;19;16152;15;0;845;350;3149;861;1884;2024;169;105;358360.0;4.0;2;8
1879;2012;19;16594;15;3278;482;228;2549;720;1441;1525;70;54;114855.65;1.0;2;6
1880;2012;19;16357;15;3641;1480;301;3455;660;1194;2238;76;65;102546.22;4.0;2;8
1885;2012;19;16071;25;851;468;37;1030;136;351;477;18;10;47101.13;4.0;4;8
1894;2012;19;16772;11;1017;407;110;923;207;430;593;47;38;15833.0;4.0;2;8
1905;2012;19;16594;22;2870;482;228;2549;720;1441;1525;70;54;117999.09;4.0;2;6
1906;2012;19;18554;11;3561;2098;259;2589;393;1397;2022;48;42;7939.2;4.0;2;6
1908;2012;19;16128;25;0;650;101;1571;205;517;809;28;24;58524.0;4.0;2;3
1938;2012;19;16128;40;1710;650;101;1571;205;517;809;28;24;53621.0;1.0;2;5
1954;2012;19;17795;12;43602;3844;5126;30528;19649;21548;14521;5044;4188;459869.62;1.0;2;8
1969;2012;19;16799;25;845;168;76;910;211;252;482;47;27;13180.0;4.0;4;3
2010;2012;19;18813;15;2765;1007;491;3859;1235;1433;1695;291;175;35092.79;4.0;2;8
2038;2012;19;16292;22;1748;795;183;1456;277;554;1014;23;33;5500.0;1.0;2;8
2039;2012;19;16292;15;0;795;183;1456;277;554;1014;23;33;18084.0;4.0;2;4
2071;2012;19;17272;25;1570;602;99;1270;236;439;747;17;16;35805.5;1.0;2;6
2124;2012;19;17213;45;1478;405;118;1498;319;772;885;49;53;11700.0;4.0;2;8
2157;2012;19;18333;40;1445;374;173;1403;257;688;861;28;18;59623.71;1.0;4;8
2170;2012;19;18171;55;1671;557;110;1410;333;683;1249;62;49;82000.0;4.0;2;5
2183;2012;19;16950;25;2485;401;108;1785;306;891;1372;70;51;111543.4;1.0;2;8
2204;2012;19;18953;15;4645;1036;270;3176;611;1444;2502;76;67;119173.52;1.0;2;8
2220;2012;19;16659;15;1643;650;120;1499;316;725;933;79;53;46416.32;4.0;2;8
2224;2012;19;16896;55;4281;1180;450;3003;1068;1012;2097;226;137;176253.05;1.0;2;8
2271;2012;19;18210;14;1720;609;116;1304;223;554;730;56;46;66932.91;1.0;4;6
2276;2012;19;17310;23;123;957;320;3323;614;1280;2226;67;61;4290.0;4.0;4;7
2297;2012;19;17558;55;6389;1986;475;6565;1388;2371;3318;252;160;156315.61;4.0;4;8
2323;2012;19;17736;55;1547;439;111;1652;320;723;714;44;48;52013.44;1.0;2;8
2382;2012;19;16799;33;100;168;76;910;211;252;482;47;27;0.0;4.0;2;6
2383;2012;19;17892;10;341;491;86;1622;205;552;920;22;19;11412.0;4.0;2;8
2388;2012;19;16330;15;3176;729;263;2060;998;811;1627;240;126;94795.25;1.0;2;8
2473;2012;19;17892;12;1203;491;86;1622;205;552;920;22;19;100.0;4.0;2;3
2503;2012;19;16853;40;2873;488;220;2924;425;1227;2367;51;46;73691.24;4.0;2;6
2544;2012;19;17892;15;1726;491;86;1622;205;552;920;22;19;109090.0;1.0;2;6
2569;2012;19;16691;15;3638;1110;307;2692;507;862;2053;59;50;116064.56;1.0;2;8
2588;2012;19;17353;22;2220;510;200;1641;328;881;1365;37;26;20845.0;1.0;2;8
2602;2012;19;18694;25;2866;880;116;2916;374;1076;1833;71;81;115583.96;4.0;2;3
2627;2012;19;16357;22;3897;1480;301;3455;660;1194;2238;76;65;251067.82;1.0;4;8
2645;2012;19;16314;22;0;428;159;1782;250;719;1181;24;21;64812.02;4.0;2;6
2693;2012;19;17116;55;4506;557;378;4353;833;2135;2054;193;125;192601.14;4.0;2;6
2694;2012;19;17612;12;153464;14798;41019;142153;104022;116094;48765;34566;24358;3081104.78;6.0;2;8
2710;2012;19;16675;11;2011;586;133;1765;238;817;1258;49;55;13571.3;4.0;2;8
2742;2012;19;17612;45;38575;14798;41019;142153;104022;116094;48765;34566;24358;1249160.24;4.0;2;8
2753;2012;19;16713;23;1093;965;1004;7094;2340;3487;3543;394;338;38653.87;4.0;2;8
2776;2012;19;17493;45;4382;759;340;3602;847;1451;2039;159;104;62332.1;1.0;4;6
2791;2012;19;16268;15;4168;1228;404;4177;875;1447;2721;135;107;0.0;4.0;4;6
2824;2012;19;17213;15;2216;405;118;1498;319;772;885;49;53;46676.48;1.0;2;7
2843;2012;19;18317;22;1473;269;83;1364;232;459;789;33;23;58852.0;4.0;2;8
2844;2012;19;16217;25;8079;926;806;7034;1893;4052;4529;291;257;314090.0;4.0;4;8
2850;2012;19;16810;13;3043;2011;741;6444;1402;2792;4059;189;136;303.0;4.0;2;5
2874;2012;19;17590;55;68915;9207;8147;50214;20688;35453;30743;5936;4380;1518071.47;1.0;2;8
2876;2012;19;17612;15;87380;14798;41019;142153;104022;116094;48765;34566;24358;8209095.64;6.0;2;8
2908;2012;19;16225;43;54;339;135;1390;390;675;983;120;85;0.0;4.0;2;8
2909;2012;19;16225;55;2036;339;135;1390;390;675;983;120;85;158177.82;1.0;2;5
2910;2012;19;16390;11;7138;2765;1735;15687;4864;9315;7686;1339;998;128557.73;4.0;2;8
2923;2012;19;17116;15;4796;557;378;4353;833;2135;2054;193;125;154807.07;1.0;2;8
2924;2012;19;16217;15;9349;926;806;7034;1893;4052;4529;291;257;137878.5;1.0;4;8
2934;2012;19;16390;23;11553;2765;1735;15687;4864;9315;7686;1339;998;59316.25;4.0;4;8
2979;2012;19;16306;15;2010;375;126;1270;277;537;893;52;39;59234.0;1.0;2;6
2998;2012;19;18457;11;1177;193;150;1559;377;939;628;65;44;62063.3;4.0;2;8
3006;2012;19;18210;15;1490;609;116;1304;223;554;730;56;46;24051.68;4.0;2;6
3007;2012;19;17914;15;1357;206;102;1332;193;407;719;14;12;56551.95;4.0;2;6
3035;2012;19;16047;11;2356;534;124;2171;320;736;1205;34;27;52676.23;1.0;2;7
3065;2012;19;16306;25;1050;375;126;1270;277;537;893;52;39;8405.12;4.0;2;8
3066;2012;19;16977;25;3185;827;209;2254;301;989;1825;31;37;60735.08;1.0;2;7
3084;2012;19;17353;15;2127;510;200;1641;328;881;1365;37;26;70710.0;4.0;4;8
3100;2012;19;16012;22;3929;626;378;3175;1207;2002;2015;196;110;35248.55;4.0;2;8
3115;2012;19;16691;55;2606;1110;307;2692;507;862;2053;59;50;55152.08;4.0;2;7
3129;2012;19;18678;55;2557;1022;192;2349;397;1004;1716;44;36;47655.0;4.0;2;3
3164;2012;19;16470;40;3100;273;222;2293;674;1233;1191;54;40;122781.2;1.0;2;8
3189;2012;19;18856;55;10702;3061;1768;8490;1164;2799;5393;149;116;176325.32;1.0;2;7
3202;2012;19;16519;17;438;5558;1828;17371;4216;8461;11627;516;414;8800.0;4.0;2;8
3206;2012;19;16713;45;3233;965;1004;7094;2340;3487;3543;394;338;28696.57;4.0;2;7
3230;2012;19;16047;15;2024;534;124;2171;320;736;1205;34;27;52532.0;4.0;2;6
3231;2012;19;17558;15;6860;1986;475;6565;1388;2371;3318;252;160;159732.53;1.0;2;5
3248;2012;19;16799;55;946;168;76;910;211;252;482;47;27;0.0;1.0;4;4
3249;2012;19;17590;40;0;9207;8147;50214;20688;35453;30743;5936;4380;620000.0;4.0;4;8
3251;2012;19;16853;15;3073;488;220;2924;425;1227;2367;51;46;1800.0;1.0;2;4
3270;2012;19;16853;25;983;488;220;2924;425;1227;2367;51;46;42015.0;4.0;2;6
3282;2012;19;17256;15;2267;1022;200;2473;308;843;1683;50;44;48902.16;4.0;4;8
3339;2012;19;17256;25;3044;1022;200;2473;308;843;1683;50;44;75228.53;1.0;2;7
3343;2012;19;16977;23;1703;827;209;2254;301;989;1825;31;37;6030.0;4.0;2;6
3360;2012;19;18538;33;2912;754;157;2903;406;1376;1571;57;53;80634.5;4.0;2;8
3389;2012;19;17019;13;1893;485;182;1385;334;657;1351;67;47;102548.57;4.0;4;6
3402;2012;19;17019;45;2036;485;182;1385;334;657;1351;67;47;40872.76;1.0;4;8
3424;2012;19;16411;22;2805;894;296;2583;540;1484;1955;41;53;500.0;4.0;2;6
3434;2012;19;18333;25;867;374;173;1403;257;688;861;28;18;24499.94;4.0;2;6
3438;2012;19;18333;33;0;374;173;1403;257;688;861;28;18;8510.0;4.0;2;6
3466;2012;19;17434;25;3751;1488;1258;5649;4631;2813;3243;936;681;63485.0;4.0;4;6
3514;2012;19;16810;15;10872;2011;741;6444;1402;2792;4059;189;136;127203.95;1.0;2;6
3532;2012;19;18813;22;3417;1007;491;3859;1235;1433;1695;291;175;27920.0;1.0;2;6
3552;2012;19;18910;55;2356;604;216;1834;447;935;1190;66;48;83255.25;1.0;2;8
3571;2012;19;17698;13;2210;243;146;1658;352;782;840;67;48;56371.0;1.0;4;8
3589;2012;19;17434;15;7726;1488;1258;5649;4631;2813;3243;936;681;166898.41;1.0;2;8
3606;2012;19;18317;55;1481;269;83;1364;232;459;789;33;23;27650.0;1.0;2;6
3607;2012;19;16373;25;1719;285;113;1581;201;494;717;33;30;20864.08;1.0;4;8
3624;2012;19;16225;15;1535;339;135;1390;390;675;983;120;85;45029.67;4.0;2;7
3640;2012;19;18678;15;3098;1022;192;2349;397;1004;1716;44;36;74328.09;1.0;2;8
3658;2012;19;16730;15;2629;378;108;2112;379;956;1974;51;61;67189.21;4.0;4;6
3672;2012;19;16012;15;4184;626;378;3175;1207;2002;2015;196;110;152460.0;1.0;2;6
3673;2012;19;17434;13;4136;1488;1258;5649;4631;2813;3243;936;681;43403.62;4.0;2;8
3684;2012;19;17434;40;1822;1488;1258;5649;4631;2813;3243;936;681;23439.27;4.0;2;8
3726;2012;19;16470;25;2015;273;222;2293;674;1233;1191;54;40;28034.97;4.0;2;8
3741;2012;19;16730;55;2820;378;108;2112;379;956;1974;51;61;47269.43;1.0;2;8
3751;2012;19;18694;55;3266;880;116;2916;374;1076;1833;71;81;45845.0;1.0;2;8
3774;2012;19;18856;23;8114;3061;1768;8490;1164;2799;5393;149;116;132505.93;4.0;4;6
3785;2012;19;18031;11;2951;787;183;2368;441;958;1350;85;55;105976.52;1.0;2;8
3796;2012;19;18112;15;1083;260;50;1117;121;387;687;36;27;53704.4;4.0;2;8
3813;2012;19;18970;11;1207;175;35;693;126;287;325;32;18;18630.0;1.0;2;8
3822;2012;19;18090;22;124;723;130;1402;326;785;900;54;33;12444.09;4.0;2;8
3850;2012;19;17698;22;1493;243;146;1658;352;782;840;67;48;300.0;4.0;4;6
3864;2012;19;16411;33;3721;894;296;2583;540;1484;1955;41;53;51016.5;1.0;2;8
3868;2012;19;16411;27;0;894;296;2583;540;1484;1955;41;53;0.0;4.0;2;8
3923;2012;19;16195;65;13057;2388;640;9183;1908;4883;8390;303;319;133421.43;1.0;2;8
3972;2012;19;18236;15;10795;2887;1287;8354;2217;4917;5526;280;221;266230.25;1.0;4;8
3985;2012;19;18279;40;4655;1536;493;4104;770;1553;3634;144;73;40087.0;4.0;4;8
3990;2012;19;16101;25;1324;422;84;1179;143;386;767;16;14;29304.59;1.0;2;6
3991;2012;19;18759;55;4217;1229;290;4163;522;1379;2104;112;41;103025.61;1.0;2;6
4003;2012;19;16110;20;1813;426;117;1781;386;1001;1098;78;72;33490.0;4.0;2;6
4022;2012;19;18015;55;4417;1156;358;3962;599;1616;2627;47;36;116329.13;1.0;2;7
4029;2012;19;16950;14;1811;401;108;1785;306;891;1372;70;51;46441.16;4.0;2;6
4046;2012;19;16195;22;0;2388;640;9183;1908;4883;8390;303;319;109395.35;4.0;2;8
4099;2012;19;18813;55;2608;1007;491;3859;1235;1433;1695;291;175;76367.87;4.0;2;6
4126;2012;19;16195;15;10133;2388;640;9183;1908;4883;8390;303;319;189197.24;4.0;4;8
4219;2012;19;18171;22;2309;557;110;1410;333;683;1249;62;49;95707.85;1.0;2;4
4244;2012;19;16713;15;7894;965;1004;7094;2340;3487;3543;394;338;210110.0;1.0;2;8
4397;2012;19;18716;22;1804;463;127;1976;360;867;1304;39;48;36700.0;1.0;2;6
4407;2012;19;17833;25;2042;464;194;1747;442;766;852;65;50;26788.61;1.0;2;3
4418;2012;19;16250;15;3911;1068;260;2912;643;1196;1977;120;83;127447.29;1.0;2;8
4426;2012;19;16250;22;2280;1068;260;2912;643;1196;1977;120;83;7000.0;4.0;2;8
4442;2012;19;18570;14;1635;377;266;1492;479;980;1373;42;47;21200.0;4.0;4;8
4443;2012;19;17973;15;5187;1086;323;3665;878;1917;3168;114;82;163783.44;1.0;2;6
4458;2012;19;16519;22;12722;5558;1828;17371;4216;8461;11627;516;414;321695.49;1.0;2;8
4496;2012;19;17930;13;189;840;246;2188;1020;679;990;273;176;29050.0;4.0;2;8
4511;2012;19;16837;25;5827;969;684;4119;923;1629;3346;150;112;206277.5;1.0;2;8
4512;2012;19;18236;55;8499;2887;1287;8354;2217;4917;5526;280;221;196980.0;4.0;2;8
4521;2012;19;17612;50;13552;14798;41019;142153;104022;116094;48765;34566;24358;18792.0;4.0;2;8
4584;2012;19;16934;15;598;100;111;676;202;367;373;39;23;24181.0;4.0;2;6
4596;2012;19;17230;22;2606;721;129;1825;248;846;1421;37;28;37737.24;1.0;2;6
4606;2012;19;17671;22;1861;521;105;1638;360;648;1164;82;55;33760.0;4.0;2;2
4835;2012;19;17779;55;6824;1234;678;6571;1437;3285;3042;235;142;135305.0;4.0;2;6
4838;2012;19;16454;15;7445;2268;724;4679;2931;2004;3106;660;458;95826.0;1.0;2;6
5009;2012;19;17973;33;4061;1086;323;3665;878;1917;3168;114;82;117720.17;4.0;2;7
5026;2012;19;18015;25;4395;1156;358;3962;599;1616;2627;47;36;89906.33;4.0;2;6
5042;2012;19;17531;15;2196;1522;182;3671;364;1156;2424;68;48;60842.65;4.0;4;3
5044;2012;19;16020;15;3926;641;373;3249;852;1427;2348;111;66;170624.18;1.0;4;3
5113;2012;19;16756;43;2641;596;240;2555;797;1395;1992;113;60;64962.31;4.0;2;8
5221;2012;19;17299;25;4907;1627;338;4865;761;1650;2271;82;72;67370.0;1.0;2;6
5233;2012;19;17396;23;3294;1522;204;3128;530;1163;1773;78;50;118777.91;1.0;2;8
5238;2012;19;17310;50;260;957;320;3323;614;1280;2226;67;61;900.0;4.0;2;8
5241;2012;19;18350;65;69;256;202;983;498;360;641;93;100;1867.0;4.0;4;8
5258;2012;19;18031;25;2518;787;183;2368;441;958;1350;85;55;75800.0;4.0;2;8
5640;2012;19;17752;22;2056;580;148;1965;157;516;1022;21;8;39112.98;1.0;2;6
5657;2012;19;18597;15;1963;618;119;2016;311;924;1345;51;41;53563.4;1.0;2;7
5658;2012;19;16616;25;10461;2662;1335;11394;3740;7175;5658;623;414;94955.53;4.0;2;8
5681;2012;19;17574;55;1007;375;185;921;188;341;733;26;24;54365.32;4.0;4;8
5683;2012;19;16004;40;1976;497;200;1656;362;829;1137;55;34;67308.26;4.0;2;6
5684;2012;19;16136;25;4748;606;352;3340;1038;1890;2960;102;75;152883.55;1.0;2;6
5703;2012;19;17655;40;12069;4302;774;10235;1662;4535;6815;292;162;172220.0;1.0;2;8
5717;2012;19;17132;33;8217;3321;891;9189;1118;3484;6124;154;116;39583.35;4.0;4;6
5733;2012;19;18376;22;30513;4688;4550;22033;7618;10753;13890;776;745;282343.43;1.0;2;8
5810;2012;19;17515;33;23;339;127;1762;253;692;1093;36;45;0.0;4.0;2;5
5811;2012;19;17590;50;3825;9207;8147;50214;20688;35453;30743;5936;4380;1305.0;4.0;2;8
5813;2012;19;17590;27;3025;9207;8147;50214;20688;35453;30743;5936;4380;3166.6;4.0;2;8
5829;2012;19;16373;15;1402;285;113;1581;201;494;717;33;30;14932.0;1.0;2;6
5837;2012;19;18058;27;26;1123;182;3164;399;998;1867;61;59;13891.5;4.0;2;4
5851;2012;19;16071;15;1326;468;37;1030;136;351;477;18;10;75522.04;1.0;4;7
5919;2012;19;17493;23;809;759;340;3602;847;1451;2039;159;104;1209.25;4.0;4;6
5936;2012;19;16454;22;7200;2268;724;4679;2931;2004;3106;660;458;114199.67;4.0;2;6
5949;2012;19;18732;15;1118;229;63;896;176;362;565;52;32;68675.0;4.0;4;6
5963;2012;19;18732;55;1129;229;63;896;176;362;565;52;32;37464.0;1.0;4;6
6215;2012;19;17493;40;2507;759;340;3602;847;1451;2039;159;104;0.0;4.0;2;8
6231;2012;19;18430;15;4172;1498;660;3415;854;1506;2361;102;65;22901.95;4.0;2;6
6247;2012;19;18635;55;2486;598;314;2086;470;615;1371;56;34;100146.0;1.0;2;6
6263;2012;19;17779;50;134;1234;678;6571;1437;3285;3042;235;142;1920.0;4.0;2;8
6265;2012;19;18236;27;55;2887;1287;8354;2217;4917;5526;280;221;30.0;4.0;2;8
6268;2012;19;16306;10;29;375;126;1270;277;537;893;52;39;704.0;4.0;2;6
6282;2012;19;16659;25;2182;650;120;1499;316;725;933;79;53;71481.41;1.0;2;6
6309;2012;19;16993;23;2392;927;177;2337;206;850;1471;30;20;28641.2;4.0;2;6
6328;2012;19;18058;33;3439;1123;182;3164;399;998;1867;61;59;76719.91;1.0;4;8
6406;2012;19;18074;45;3030;900;262;2948;457;1052;1858;57;42;60811.08;4.0;4;8
6429;2012;19;17930;25;2561;840;246;2188;1020;679;990;273;176;123288.93;4.0;4;8
6448;2012;19;17094;22;4772;1397;251;3991;661;1519;3386;131;81;236530.64;4.0;2;4
6468;2012;19;16179;55;3001;700;104;2342;307;757;1591;42;47;64024.0;1.0;2;8
6469;2012;19;17094;55;5188;1397;251;3991;661;1519;3386;131;81;342281.94;1.0;2;6
6474;2012;19;18090;15;0;723;130;1402;326;785;900;54;33;61307.0;4.0;2;6
6478;2012;19;17035;15;2822;1150;200;3022;469;1149;1834;84;75;46253.25;4.0;2;6
6488;2012;19;18899;15;4046;985;286;3994;732;1768;2299;119;115;50209.09;4.0;2;6
6720;2012;19;18538;23;3289;754;157;2903;406;1376;1571;57;53;81359.33;1.0;2;8
6748;2012;19;16179;15;2104;700;104;2342;307;757;1591;42;47;61067.02;4.0;2;8
6763;2012;19;17477;40;2789;397;247;2783;639;1269;1188;107;68;110464.94;4.0;2;8
6783;2012;19;18414;19;842;2634;1034;9569;4290;3042;3996;875;537;5373.74;4.0;2;3
6786;2012;19;16160;20;391;443;68;1052;173;419;663;23;20;5302.0;4.0;2;3
6808;2012;19;16160;15;1836;443;68;1052;173;419;663;23;20;63907.1;1.0;2;8
6809;2012;19;16870;15;5365;860;581;3165;2197;1506;2330;460;282;201961.1;1.0;2;6
6849;2012;19;17833;15;1312;464;194;1747;442;766;852;65;50;54921.25;1.0;2;6
6891;2012;19;16519;55;9362;5558;1828;17371;4216;8461;11627;516;414;171716.0;4.0;2;8
6892;2012;19;16713;22;4406;965;1004;7094;2340;3487;3543;394;338;324605.11;4.0;2;8
6925;2012;19;16110;15;2561;426;117;1781;386;1001;1098;78;72;41600.0;1.0;2;7
6936;2012;19;16934;25;1085;100;111;676;202;367;373;39;23;51537.0;1.0;2;8
6962;2012;19;17299;15;4116;1627;338;4865;761;1650;2271;82;72;110521.87;4.0;2;8
6991;2012;19;18937;65;1422;262;117;1214;301;588;846;48;44;16350.0;4.0;2;6
7007;2012;19;17515;25;1227;339;127;1762;253;692;1093;36;45;0.0;4.0;2;8
7025;2012;19;17817;15;4131;1260;186;2936;386;1249;2209;58;39;44191.44;1.0;2;8
7144;2012;19;18112;25;1391;260;50;1117;121;387;687;36;27;61577.83;1.0;4;8
7246;2012;19;18090;25;1819;723;130;1402;326;785;900;54;33;39100.0;1.0;4;8
7271;2012;19;17710;15;1699;534;90;1413;215;536;716;24;20;21989.6;1.0;4;8
7285;2012;19;17531;43;39;1522;182;3671;364;1156;2424;68;48;0.0;4.0;4;4
7286;2012;19;18376;28;0;4688;4550;22033;7618;10753;13890;776;745;990.0;4.0;4;2
7305;2012;19;18074;13;3405;900;262;2948;457;1052;1858;57;42;25884.0;1.0;4;6
7323;2012;19;16268;25;4998;1228;404;4177;875;1447;2721;135;107;104512.0;1.0;2;5
7350;2012;19;18830;15;1073;136;117;607;411;265;424;136;117;75351.78;1.0;2;8
7351;2012;19;17396;15;3237;1522;204;3128;530;1163;1773;78;50;65627.33;1.0;4;8
7379;2012;19;17310;15;3445;957;320;3323;614;1280;2226;67;61;73750.0;4.0;2;6
7380;2012;19;16110;50;13;426;117;1781;386;1001;1098;78;72;902.72;4.0;2;6
