ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;QTD_APTOS;QTD_COMPARECIMENTO
19847;246;173;1874;339;773;704;82;52;12746;11858.0
19854;246;173;1874;339;773;704;82;52;12746;11858.0
19867;1861;4422;26966;5388;8581;2323;1403;1389;104670;91716.0
19900;5565;17745;64580;22192;34896;11008;3004;3530;325490;273202.0
19903;5565;17745;64580;22192;34896;11008;3004;3530;325490;273202.0
19938;179;373;2196;433;943;264;184;132;9408;8868.0
19944;179;373;2196;433;943;264;184;132;9408;8868.0
19959;97;340;2082;455;747;395;119;53;8580;8166.0
19974;97;340;2082;455;747;395;119;53;8580;8166.0
19987;61;148;1067;146;473;252;49;43;4478;4250.0
19997;106;130;949;226;353;194;61;32;4104;3982.0
20016;943;727;2625;974;1809;2176;291;201;19494;15970.0
20028;943;727;2625;974;1809;2176;291;201;19494;15970.0
20076;742;1323;6485;1370;3506;1542;562;311;31702;26498.0
20082;742;1323;6485;1370;3506;1542;562;311;31702;26498.0
20095;10;148;665;216;357;67;54;30;3094;2984.0
20110;10;148;665;216;357;67;54;30;3094;2984.0
20138;496;650;5047;614;1616;633;175;146;18764;16346.0
20165;496;650;5047;614;1616;633;175;146;18764;16346.0
20238;152;368;1548;294;568;566;71;44;7226;6566.0
20243;152;368;1548;294;568;566;71;44;7226;6566.0
20280;142;404;1564;262;587;534;76;69;7288;6712.0
20357;246;173;1874;339;773;704;82;52;12746;11858.0
20366;246;173;1874;339;773;704;82;52;12746;11858.0
20381;168;213;993;291;499;363;61;55;5286;5090.0
20382;168;213;993;291;499;363;61;55;5286;5090.0
20399;30;478;2545;579;927;83;111;145;9796;9198.0
20415;30;478;2545;579;927;83;111;145;9796;9198.0
20495;143;163;1138;207;516;191;82;56;4992;4782.0
20500;143;163;1138;207;516;191;82;56;4992;4782.0
20514;366;1281;6515;1402;2566;838;434;239;27292;23170.0
20522;366;1281;6515;1402;2566;838;434;239;27292;23170.0
20587;3484;18866;70826;22088;34560;11985;5760;9932;532652;447090.0
20635;950;1370;6669;2776;4245;3283;923;749;41934;35794.0
20661;950;1370;6669;2776;4245;3283;923;749;41934;35794.0
20669;69;277;2130;455;830;134;137;142;8350;7956.0
20696;69;277;2130;455;830;134;137;142;8350;7956.0
20701;69;277;2130;455;830;134;137;142;8350;7956.0
20711;80;91;681;109;369;362;21;19;3466;3398.0
20725;80;91;681;109;369;362;21;19;3466;3398.0
20807;142;404;1564;262;587;534;76;69;7288;6712.0
20818;66;152;845;138;328;90;47;19;3372;3096.0
20835;30;253;993;332;538;676;74;97;5986;5694.0
20927;101;315;1995;325;547;305;72;62;7444;7026.0
20943;101;315;1995;325;547;305;72;62;7444;7026.0
20954;167;446;2644;361;781;339;75;96;9818;9216.0
20990;5565;17745;64580;22192;34896;11008;3004;3530;325490;273202.0
21047;366;1281;6515;1402;2566;838;434;239;27292;23170.0
21144;102;236;1202;183;347;399;32;31;5072;4996.0
21154;102;236;1202;183;347;399;32;31;5072;4996.0
21159;179;316;1798;473;722;546;183;95;8624;7922.0
21169;179;316;1798;473;722;546;183;95;8624;7922.0
21186;18;258;1150;184;482;28;54;49;4448;4252.0
21201;18;258;1150;184;482;28;54;49;4448;4252.0
21226;190;367;1447;177;619;753;34;31;7238;6870.0
21231;190;367;1447;177;619;753;34;31;7238;6870.0
21297;102;483;1757;431;1064;255;168;110;8750;8104.0
21305;30;253;993;332;538;676;74;97;5986;5694.0
21325;209;494;2385;444;723;726;129;99;10426;9314.0
21338;209;494;2385;444;723;726;129;99;10426;9314.0
21360;542;1201;4508;1369;2572;1126;475;314;24230;22068.0
21436;167;446;2644;361;781;339;75;96;9818;9216.0
21459;60;134;850;112;283;308;34;18;3598;3262.0
21472;194;280;1324;536;973;1153;112;77;9300;8816.0
21481;194;280;1324;536;973;1153;112;77;9300;8816.0
21486;194;280;1324;536;973;1153;112;77;9300;8816.0
21558;3484;18866;70826;22088;34560;11985;5760;9932;532652;447090.0
21571;3484;18866;70826;22088;34560;11985;5760;9932;532652;447090.0
21626;131;195;1828;193;453;294;29;20;6288;6030.0
21634;131;195;1828;193;453;294;29;20;6288;6030.0
21658;168;182;1450;188;422;437;39;46;5870;5530.0
21672;168;182;1450;188;422;437;39;46;5870;5530.0
21683;779;3146;12961;4371;7162;1614;1578;1482;66216;56828.0
21706;779;3146;12961;4371;7162;1614;1578;1482;66216;56828.0
21742;102;483;1757;431;1064;255;168;110;8750;8104.0
21764;470;528;5164;443;900;436;76;107;16248;14488.0
21779;470;528;5164;443;900;436;76;107;16248;14488.0
21791;470;528;5164;443;900;436;76;107;16248;14488.0
21829;542;1201;4508;1369;2572;1126;475;314;24230;22068.0
21834;542;1201;4508;1369;2572;1126;475;314;24230;22068.0
21860;133;131;999;108;382;183;33;42;4022;3684.0
21871;13949;114188;251873;217499;218150;30369;128015;101411;2152526;1753214.0
21900;13949;114188;251873;217499;218150;30369;128015;101411;2152526;1753214.0
21937;11;240;1175;341;539;79;86;70;5084;4882.0
21943;11;240;1175;341;539;79;86;70;5084;4882.0
22022;5565;17745;64580;22192;34896;11008;3004;3530;325490;273202.0
22120;145;195;1700;340;734;517;81;61;7550;7072.0
22128;145;195;1700;340;734;517;81;61;7550;7072.0
22136;140;181;1284;206;347;212;84;59;5026;4690.0
22146;140;181;1284;206;347;212;84;59;5026;4690.0
22169;38;196;992;188;365;119;45;42;3974;3852.0
22174;347;408;2184;439;1232;987;189;123;11834;10922.0
22178;347;408;2184;439;1232;987;189;123;11834;10922.0
22226;558;2942;12457;4178;6404;573;1147;1136;58806;50314.0
22229;558;2942;12457;4178;6404;573;1147;1136;58806;50314.0
22258;220;636;3489;916;1834;423;364;279;16342;14310.0
22263;220;636;3489;916;1834;423;364;279;16342;14310.0
22310;133;131;999;108;382;183;33;42;4022;3684.0
22333;395;1112;4603;1228;2094;863;332;280;21816;17596.0
22351;395;1112;4603;1228;2094;863;332;280;21816;17596.0
22413;13949;114188;251873;217499;218150;30369;128015;101411;2152526;1753214.0
22439;4221;21454;56350;33883;44699;6866;16904;11975;392938;320666.0
22574;3484;18866;70826;22088;34560;11985;5760;9932;532652;447090.0
22625;38;196;992;188;365;119;45;42;3974;3852.0
22635;131;281;2050;288;778;508;47;50;8270;7786.0
22646;131;281;2050;288;778;508;47;50;8270;7786.0
22674;558;2942;12457;4178;6404;573;1147;1136;58806;50314.0
22738;28;149;755;182;252;165;36;36;3206;3064.0
22743;28;149;755;182;252;165;36;36;3206;3064.0
22783;107;473;4014;876;1385;581;145;194;15554;14492.0
22791;107;473;4014;876;1385;581;145;194;15554;14492.0
22800;395;1112;4603;1228;2094;863;332;280;21816;17596.0
22806;395;1112;4603;1228;2094;863;332;280;21816;17596.0
22838;32;414;1400;378;560;209;49;123;6330;5868.0
22855;32;414;1400;378;560;209;49;123;6330;5868.0
23054;3484;18866;70826;22088;34560;11985;5760;9932;532652;447090.0
23059;36;493;2400;737;1309;405;153;135;11362;10712.0
23065;36;493;2400;737;1309;405;153;135;11362;10712.0
23102;266;672;3196;399;796;630;100;63;12268;10870.0
23128;655;1345;6039;1211;2429;1279;334;246;27108;22692.0
23137;655;1345;6039;1211;2429;1279;334;246;27108;22692.0
23145;236;218;844;227;431;1063;41;34;6188;5818.0
23161;236;218;844;227;431;1063;41;34;6188;5818.0
23169;774;812;4224;678;2011;2117;219;153;21994;18302.0
23172;774;812;4224;678;2011;2117;219;153;21994;18302.0
23203;774;812;4224;678;2011;2117;219;153;21994;18302.0
23207;774;812;4224;678;2011;2117;219;153;21994;18302.0
23232;107;473;4014;876;1385;581;145;194;15554;14492.0
23269;1141;4149;17667;5496;9320;3245;1830;1759;89232;74688.0
23302;890;2883;18947;3030;7482;2595;298;880;74016;66492.0
23428;4221;21454;56350;33883;44699;6866;16904;11975;392938;320666.0
23433;4221;21454;56350;33883;44699;6866;16904;11975;392938;320666.0
23467;4221;21454;56350;33883;44699;6866;16904;11975;392938;320666.0
23548;266;672;3196;399;796;630;100;63;12268;10870.0
23550;266;672;3196;399;796;630;100;63;12268;10870.0
23609;259;237;1962;288;576;256;65;37;7360;7008.0
23631;259;237;1962;288;576;256;65;37;7360;7008.0
23680;482;790;2923;682;1434;1396;195;119;16050;14478.0
23686;482;790;2923;682;1434;1396;195;119;16050;14478.0
23692;60;117;871;123;337;196;34;24;3528;3412.0
23702;60;117;871;123;337;196;34;24;3528;3412.0
23724;96;122;880;116;291;156;56;26;3486;3290.0
23817;890;2883;18947;3030;7482;2595;298;880;74016;66492.0
23843;890;2883;18947;3030;7482;2595;298;880;74016;66492.0
24069;3244;13276;43133;20940;32986;4939;9582;8079;272416;233934.0
24104;91;1411;5981;2194;3114;732;537;751;29644;27044.0
24116;91;1411;5981;2194;3114;732;537;751;29644;27044.0
24118;91;1411;5981;2194;3114;732;537;751;29644;27044.0
24134;281;370;3145;465;993;473;171;102;12002;10892.0
24144;281;370;3145;465;993;473;171;102;12002;10892.0
24159;127;1282;5759;1214;2666;595;407;291;24684;21656.0
24165;96;122;880;116;291;156;56;26;3486;3290.0
24173;828;2074;7713;2085;3731;1228;608;435;37446;29716.0
24175;828;2074;7713;2085;3731;1228;608;435;37446;29716.0
24213;828;2074;7713;2085;3731;1228;608;435;37446;29716.0
24239;1141;4149;17667;5496;9320;3245;1830;1759;89232;74688.0
24255;92;198;1093;326;520;356;77;52;5434;5138.0
24256;92;198;1093;326;520;356;77;52;5434;5138.0
24321;345;430;2035;255;531;434;53;30;8226;7800.0
24543;80;103;980;163;410;397;31;22;4376;4180.0
24553;80;103;980;163;410;397;31;22;4376;4180.0
24570;53;192;1002;273;615;262;89;61;5096;4848.0
24581;53;192;1002;273;615;262;89;61;5096;4848.0
24613;828;2074;7713;2085;3731;1228;608;435;37446;29716.0
24642;59;143;866;120;279;109;34;25;3272;3070.0
24654;345;430;2035;255;531;434;53;30;8226;7800.0
24660;67;236;973;145;364;222;39;37;4166;3998.0
24673;67;236;973;145;364;222;39;37;4166;3998.0
24684;166;252;1249;240;613;754;48;57;6764;6386.0
24702;166;252;1249;240;613;754;48;57;6764;6386.0
24870;3244;13276;43133;20940;32986;4939;9582;8079;272416;233934.0
24896;43;239;1271;308;583;43;63;62;5228;5042.0
24902;43;239;1271;308;583;43;63;62;5228;5042.0
24914;153;372;2709;662;1201;446;159;100;17429;15826.0
24915;153;372;2709;662;1201;446;159;100;17429;15826.0
24924;153;372;2709;662;1201;446;159;100;17429;15826.0
24934;153;372;2709;662;1201;446;159;100;17429;15826.0
24968;59;143;866;120;279;109;34;25;3272;3070.0
24992;149;217;1176;146;416;340;31;23;2500;2399.0
25000;149;217;1176;146;416;340;31;23;2500;2399.0
25025;10;156;951;203;376;126;40;49;3826;3698.0
25035;10;156;951;203;376;126;40;49;3826;3698.0
25051;81;145;1114;227;387;287;49;42;4664;4444.0
25068;81;145;1114;227;387;287;49;42;4664;4444.0
25203;3244;13276;43133;20940;32986;4939;9582;8079;272416;233934.0
25256;130;303;1428;236;460;465;88;49;6324;5772.0
25272;130;303;1428;236;460;465;88;49;6324;5772.0
25275;356;1465;8192;1868;3462;534;381;637;33790;29646.0
25282;356;1465;8192;1868;3462;534;381;637;33790;29646.0
25310;356;1465;8192;1868;3462;534;381;637;33790;29646.0
25329;363;904;4727;1335;2640;1559;432;269;24476;22592.0
25330;363;904;4727;1335;2640;1559;432;269;24476;22592.0
25369;87;537;2316;512;862;345;83;143;9776;9402.0
25388;495;482;2941;775;1492;946;234;155;15042;13830.0
25390;495;482;2941;775;1492;946;234;155;15042;13830.0
25409;1766;3181;11233;3647;6423;4788;915;623;65208;50988.0
25419;1766;3181;11233;3647;6423;4788;915;623;65208;50988.0
25422;1766;3181;11233;3647;6423;4788;915;623;65208;50988.0
25615;3244;13276;43133;20940;32986;4939;9582;8079;272416;233934.0
25660;385;540;2487;522;1000;852;137;117;12082;10676.0
25672;385;540;2487;522;1000;852;137;117;12082;10676.0
25685;87;537;2316;512;862;345;83;143;9776;9402.0
25702;36;399;3270;285;731;315;36;60;10266;9806.0
25712;36;399;3270;285;731;315;36;60;10266;9806.0
25730;144;248;1185;144;359;369;34;17;5002;4854.0
26010;260;214;2388;241;755;580;59;42;9088;8404.0
26013;260;214;2388;241;755;580;59;42;9088;8404.0
26044;351;585;3438;808;1325;744;155;157;15132;13104.0
26046;144;248;1185;144;359;369;34;17;5002;4854.0
26049;876;2459;7880;2411;4601;1213;589;540;41156;36294.0
26069;876;2459;7880;2411;4601;1213;589;540;41156;36294.0
26130;1766;3181;11233;3647;6423;4788;915;623;65208;50988.0
26356;351;585;3438;808;1325;744;155;157;15132;13104.0
26359;351;585;3438;808;1325;744;155;157;15132;13104.0
26381;247;347;2285;335;671;1112;56;52;10214;9346.0
26409;247;347;2285;335;671;1112;56;52;10214;9346.0
26416;876;2459;7880;2411;4601;1213;589;540;41156;36294.0
26433;911;2222;10017;2494;4782;1451;541;635;69115;62276.0
26442;911;2222;10017;2494;4782;1451;541;635;69115;62276.0
26443;911;2222;10017;2494;4782;1451;541;635;69115;62276.0
26451;911;2222;10017;2494;4782;1451;541;635;69115;62276.0
26452;911;2222;10017;2494;4782;1451;541;635;69115;62276.0
26465;911;2222;10017;2494;4782;1451;541;635;69115;62276.0
26606;4221;21454;56350;33883;44699;6866;16904;11975;392938;320666.0
26633;1600;6480;18973;9749;12996;4516;3872;3243;122922;99208.0
26636;1600;6480;18973;9749;12996;4516;3872;3243;122922;99208.0
26672;3244;13276;43133;20940;32986;4939;9582;8079;272416;233934.0
26684;44;271;991;196;303;156;42;37;4082;3898.0
26691;44;271;991;196;303;156;42;37;4082;3898.0
26725;46;184;1171;136;339;97;29;33;4072;3936.0
26741;46;184;1171;136;339;97;29;33;4072;3936.0
26772;373;1480;6756;2506;3545;1771;713;528;35348;31758.0
26776;373;1480;6756;2506;3545;1771;713;528;35348;31758.0
26783;911;2222;10017;2494;4782;1451;541;635;69115;62276.0
26791;300;272;1585;209;590;821;32;21;7670;7294.0
26810;300;272;1585;209;590;821;32;21;7670;7294.0
26829;39;109;990;129;370;318;31;28;4030;3810.0
26830;39;109;990;129;370;318;31;28;4030;3810.0
26893;1861;10026;36345;13028;19175;3111;5240;5217;188008;165036.0
26903;1861;10026;36345;13028;19175;3111;5240;5217;188008;165036.0
27042;269;415;3508;502;892;278;54;76;11994;10942.0
27063;269;415;3508;502;892;278;54;76;11994;10942.0
27093;373;1480;6756;2506;3545;1771;713;528;35348;31758.0
27112;782;1445;7452;1614;3625;1361;553;378;34454;28542.0
27124;782;1445;7452;1614;3625;1361;553;378;34454;28542.0
27157;311;966;5215;430;787;584;55;55;16806;15382.0
27187;311;966;5215;430;787;584;55;55;16806;15382.0
27210;27;218;1016;332;590;301;89;65;5280;4950.0
27339;1600;6480;18973;9749;12996;4516;3872;3243;122922;99208.0
27374;715;794;3816;1063;2339;1990;421;390;23056;19994.0
27377;715;794;3816;1063;2339;1990;421;390;23056;19994.0
27397;7473;24380;92066;32755;50303;16836;14777;11939;501580;415438.0
27464;782;1445;7452;1614;3625;1361;553;378;34454;28542.0
27507;81;187;1271;310;760;738;81;80;7022;6580.0
27522;27;218;1016;332;590;301;89;65;5280;4950.0
27544;24;220;645;197;349;196;42;29;3406;3230.0
27554;24;220;645;197;349;196;42;29;3406;3230.0
27574;28;260;1162;251;565;121;82;48;5036;4736.0
27581;28;260;1162;251;565;121;82;48;5036;4736.0
27741;573;1355;7111;1761;2740;1240;527;590;31818;28332.0
27746;573;1355;7111;1761;2740;1240;527;590;31818;28332.0
27792;7473;24380;92066;32755;50303;16836;14777;11939;501580;415438.0
27841;81;187;1271;310;760;738;81;80;7022;6580.0
27859;19;232;1430;291;447;34;36;60;5102;4688.0
27878;1861;10026;36345;13028;19175;3111;5240;5217;188008;165036.0
27997;573;1355;7111;1761;2740;1240;527;590;31818;28332.0
28010;182;209;1836;298;704;762;83;68;8288;7718.0
28049;9;189;812;198;302;300;42;64;3834;3716.0
28089;7473;24380;92066;32755;50303;16836;14777;11939;501580;415438.0
28159;1301;4436;19545;8390;11395;2728;2781;2049;105262;89608.0
28165;1301;4436;19545;8390;11395;2728;2781;2049;105262;89608.0
28243;9;189;812;198;302;300;42;64;3834;3716.0
28251;1420;2345;10354;3365;5937;1654;981;793;53708;41798.0
28288;1420;2345;10354;3365;5937;1654;981;793;53708;41798.0
28295;1420;2345;10354;3365;5937;1654;981;793;53708;41798.0
28534;207;235;1397;231;439;436;72;46;6128;5714.0
28542;207;235;1397;231;439;436;72;46;6128;5714.0
28560;7473;24380;92066;32755;50303;16836;14777;11939;250790;205300.0
28623;1301;4436;19545;8390;11395;2728;2781;2049;105262;89608.0
28655;2124;8069;25422;10223;14492;4037;3502;2368;140622;105764.0
28664;2124;8069;25422;10223;14492;4037;3502;2368;140622;105764.0
28790;1393;5983;29850;4870;11041;2601;833;1614;116432;102378.0
28858;7473;24380;92066;32755;50303;16836;14777;11939;250790;205300.0
28874;2124;8069;25422;10223;14492;4037;3502;2368;140622;105764.0
28994;1393;5983;29850;4870;11041;2601;833;1614;116432;102378.0
29140;2124;8069;25422;10223;14492;4037;3502;2368;140622;105764.0
29255;618;1544;6427;2312;3916;1136;551;464;33960;29708.0
29306;618;1544;6427;2312;3916;1136;551;464;33960;29708.0
29344;7473;24380;92066;32755;50303;16836;14777;11939;501580;415438.0
29363;7473;24380;92066;32755;50303;16836;14777;11939;501580;415438.0
29386;2124;8069;25422;10223;14492;4037;3502;2368;140622;105764.0
29389;2124;8069;25422;10223;14492;4037;3502;2368;140622;105764.0
29417;2017;2791;12534;3288;5921;2941;678;898;62152;53686.0
29508;115;268;1180;167;503;207;53;49;5084;4774.0
29517;115;268;1180;167;503;207;53;49;5084;4774.0
29545;96;198;980;290;440;578;41;55;5360;5052.0
29551;96;198;980;290;440;578;41;55;5360;5052.0
29672;2017;2791;12534;3288;5921;2941;678;898;62152;53686.0
29759;238;371;2163;313;744;337;87;97;8700;7780.0
29761;238;371;2163;313;744;337;87;97;8700;7780.0
29801;238;371;2163;313;744;337;87;97;8700;7780.0
29897;3035;902;10912;884;2867;2094;204;162;42142;36366.0
29918;3035;902;10912;884;2867;2094;204;162;42142;36366.0
30019;223;354;2470;423;775;705;76;94;10248;9174.0
30031;223;354;2470;423;775;705;76;94;10248;9174.0
30034;658;1041;4324;1265;2339;744;420;321;33316;28126.0
30037;658;1041;4324;1265;2339;744;420;321;33316;28126.0
30046;658;1041;4324;1265;2339;744;420;321;33316;28126.0
30136;3035;902;10912;884;2867;2094;204;162;42142;36366.0
30143;123;197;746;72;260;319;34;19;3540;3378.0
30158;123;197;746;72;260;319;34;19;3540;3378.0
30160;123;197;746;72;260;319;34;19;3540;3378.0
30171;256;109;855;100;306;479;38;39;4364;4098.0
30177;256;109;855;100;306;479;38;39;4364;4098.0
30242;658;1041;4324;1265;2339;744;420;321;33316;28126.0
30290;923;3637;17541;4627;8086;2333;1216;1961;80652;68748.0
30383;573;643;3002;333;892;540;86;54;12256;11206.0
30391;573;643;3002;333;892;540;86;54;12256;11206.0
30510;923;3637;17541;4627;8086;2333;1216;1961;80652;68748.0
30515;923;3637;17541;4627;8086;2333;1216;1961;80652;68748.0
30626;1417;2101;7749;2923;4691;2154;967;668;45378;38356.0
30678;1417;2101;7749;2923;4691;2154;967;668;45378;38356.0
30769;238;2067;10725;2940;4489;477;563;727;44470;40152.0
30794;238;2067;10725;2940;4489;477;563;727;44470;40152.0
30905;798;612;3425;1036;2098;1663;344;222;20424;17006.0
30916;798;612;3425;1036;2098;1663;344;222;20424;17006.0
30927;441;1855;9178;1779;2618;971;202;444;34980;31202.0
31057;662;2842;9507;4050;5455;1506;1486;1066;53172;44660.0
31129;441;1855;9178;1779;2618;971;202;444;34980;31202.0
31133;441;1855;9178;1779;2618;971;202;444;34980;31202.0
31176;340;215;1505;309;695;479;54;61;7316;6870.0
31185;340;215;1505;309;695;479;54;61;7316;6870.0
31284;662;2842;9507;4050;5455;1506;1486;1066;53172;44660.0
31311;662;2842;9507;4050;5455;1506;1486;1066;53172;44660.0
31351;194;222;2131;239;776;237;78;39;7832;7102.0
31386;14;343;1837;315;729;179;46;72;10732;10255.0
31399;14;343;1837;315;729;179;46;72;10732;10255.0
31403;14;343;1837;315;729;179;46;72;10732;10255.0
31408;14;343;1837;315;729;179;46;72;10732;10255.0
31426;241;281;2262;310;583;249;39;62;8054;7472.0
31517;610;3803;12730;4189;6048;1550;1175;1123;62464;49674.0
31555;610;3803;12730;4189;6048;1550;1175;1123;62464;49674.0
31563;194;222;2131;239;776;237;78;39;7832;7102.0
31574;641;434;3785;784;1916;1179;165;150;18114;15122.0
31588;641;434;3785;784;1916;1179;165;150;18114;15122.0
31594;9;173;1135;228;403;181;48;49;4456;4320.0
31602;9;173;1135;228;403;181;48;49;4456;4320.0
31622;241;281;2262;310;583;249;39;62;8054;7472.0
31636;198;313;1547;263;493;417;74;58;6728;6140.0
31662;198;313;1547;263;493;417;74;58;6728;6140.0
31674;29;305;1465;342;612;107;95;62;6036;5818.0
31752;610;3803;12730;4189;6048;1550;1175;1123;62464;49674.0
31754;610;3803;12730;4189;6048;1550;1175;1123;62464;49674.0
31798;95;190;1322;127;299;156;52;24;4534;4184.0
31827;60;243;1305;315;595;107;62;57;5492;5252.0
31829;60;243;1305;315;595;107;62;57;5492;5252.0
31837;60;243;1305;315;595;107;62;57;5492;5252.0
31851;29;305;1465;342;612;107;95;62;6036;5818.0
31951;2330;4383;17948;4878;11956;4701;1688;1209;98330;76674.0
32086;2330;4383;17948;4878;11956;4701;1688;1209;98330;76674.0
32090;2330;4383;17948;4878;11956;4701;1688;1209;98330;76674.0
32102;36;117;839;142;333;320;43;26;3714;3564.0
32182;36;117;839;142;333;320;43;26;3714;3564.0
32185;73;304;1536;459;632;347;79;50;6962;6670.0
32204;73;304;1536;459;632;347;79;50;6962;6670.0
32216;66;216;1075;247;408;126;99;70;4620;4230.0
32233;66;216;1075;247;408;126;99;70;4620;4230.0
32317;774;1098;6077;1344;2371;901;415;370;26702;21162.0
32326;774;1098;6077;1344;2371;901;415;370;26702;21162.0
32338;774;1098;6077;1344;2371;901;415;370;26702;21162.0
32441;184;240;1169;198;381;633;25;33;5732;5468.0
32444;184;240;1169;198;381;633;25;33;5732;5468.0
32454;184;240;1169;198;381;633;25;33;5732;5468.0
32568;126;218;1430;239;524;233;83;53;5822;5408.0
32570;126;218;1430;239;524;233;83;53;5822;5408.0
32578;31;550;2457;441;743;137;52;94;9012;8366.0
32591;31;550;2457;441;743;137;52;94;9012;8366.0
32686;433;1529;9681;1771;3228;974;384;530;37060;33698.0
32701;433;1529;9681;1771;3228;974;384;530;37060;33698.0
32716;433;1529;9681;1771;3228;974;384;530;37060;33698.0
32922;185;1815;7396;2815;3749;564;816;926;36548;31518.0
32942;185;1815;7396;2815;3749;564;816;926;36548;31518.0
32945;185;1815;7396;2815;3749;564;816;926;36548;31518.0
32964;63;162;1292;226;438;76;67;64;4776;4570.0
33042;63;162;1292;226;438;76;67;64;4776;4570.0
33055;348;220;2374;173;658;476;58;56;8728;7576.0
33081;348;220;2374;173;658;476;58;56;8728;7576.0
33097;154;315;1399;322;493;515;58;35;6584;6304.0
33099;154;315;1399;322;493;515;58;35;6584;6304.0
33173;145;801;3750;1309;1725;512;575;449;18534;16682.0
33222;145;801;3750;1309;1725;512;575;449;18534;16682.0
33300;145;801;3750;1309;1725;512;575;449;18534;16682.0
33306;451;1897;8807;1728;3632;935;403;669;37094;32436.0
33346;451;1897;8807;1728;3632;935;403;669;37094;32436.0
33441;451;1897;8807;1728;3632;935;403;669;37094;32436.0
34323;561;1369;6263;1171;1792;1580;254;225;26438;23408.0
34333;561;1369;6263;1171;1792;1580;254;225;26438;23408.0
34345;50;227;1688;135;224;165;44;39;5150;4876.0
34367;50;227;1688;135;224;165;44;39;5150;4876.0
34389;76;232;1618;253;550;318;44;53;6290;5978.0
34390;76;232;1618;253;550;318;44;53;6290;5978.0
34429;995;8894;28872;12715;16226;4098;3972;5100;161784;140920.0
34444;995;8894;28872;12715;16226;4098;3972;5100;161784;140920.0
34551;995;8894;28872;12715;16226;4098;3972;5100;161784;140920.0
34555;995;8894;28872;12715;16226;4098;3972;5100;161784;140920.0
34571;995;8894;28872;12715;16226;4098;3972;5100;161784;140920.0
34596;649;874;4235;1346;2262;1053;267;195;21776;16910.0
34605;649;874;4235;1346;2262;1053;267;195;21776;16910.0
34610;649;874;4235;1346;2262;1053;267;195;21776;16910.0
34659;125;301;2081;360;689;274;133;88;8104;7512.0
34665;125;301;2081;360;689;274;133;88;8104;7512.0
34687;143;361;2014;290;692;350;117;117;8174;7714.0
34689;143;361;2014;290;692;350;117;117;8174;7714.0
34706;57;156;817;202;410;434;63;41;4366;4220.0
34722;57;156;817;202;410;434;63;41;4366;4220.0
34731;400;356;2119;401;934;411;105;94;9640;8058.0
34750;400;356;2119;401;934;411;105;94;9640;8058.0
34773;400;356;2119;401;934;411;105;94;9640;8058.0
34796;656;2657;11427;3484;6173;2001;1096;1147;57296;50252.0
34818;656;2657;11427;3484;6173;2001;1096;1147;57296;50252.0
34841;656;2657;11427;3484;6173;2001;1096;1147;57296;50252.0
34856;29;149;843;115;267;131;22;16;3144;3032.0
34865;29;149;843;115;267;131;22;16;3144;3032.0
34881;845;1950;9247;3302;5693;1725;526;790;48166;42800.0
34940;845;1950;9247;3302;5693;1725;526;790;48166;42800.0
35032;169;199;1060;228;419;369;38;36;5036;4706.0
35039;169;199;1060;228;419;369;38;36;5036;4706.0
35063;177;141;944;139;385;136;41;42;4010;3738.0
35066;177;141;944;139;385;136;41;42;4010;3738.0
35096;64;194;1042;211;352;346;53;39;4602;4548.0
35108;64;194;1042;211;352;346;53;39;4602;4548.0
35123;427;1757;11254;2294;4974;731;649;815;45824;40176.0
35133;427;1757;11254;2294;4974;731;649;815;45824;40176.0
35147;427;1757;11254;2294;4974;731;649;815;45824;40176.0
35200;311;992;5376;1526;2886;915;493;428;25884;22268.0
35218;311;992;5376;1526;2886;915;493;428;25884;22268.0
35221;311;992;5376;1526;2886;915;493;428;25884;22268.0
35264;472;1060;4798;1415;2690;1869;458;401;26354;23384.0
35266;472;1060;4798;1415;2690;1869;458;401;26354;23384.0
35318;249;391;1990;381;860;655;88;87;9410;8696.0
35324;249;391;1990;381;860;655;88;87;9410;8696.0
35354;261;496;2754;427;1227;553;134;110;11940;10798.0
35359;261;496;2754;427;1227;553;134;110;11940;10798.0
35377;127;530;2315;539;995;616;135;125;10764;10066.0
35392;127;530;2315;539;995;616;135;125;10764;10066.0
35397;127;530;2315;539;995;616;135;125;10764;10066.0
35410;202;176;990;54;261;311;9;21;4048;3816.0
35417;202;176;990;54;261;311;9;21;4048;3816.0
35435;69;335;2587;331;728;196;26;60;8672;8054.0
35461;69;335;2587;331;728;196;26;60;8672;8054.0
35498;380;329;2572;381;1047;1039;152;127;12066;9932.0
35507;380;329;2572;381;1047;1039;152;127;12066;9932.0
35516;380;329;2572;381;1047;1039;152;127;12066;9932.0
35521;399;455;3151;462;1077;724;68;86;12844;11652.0
35540;399;455;3151;462;1077;724;68;86;12844;11652.0
35575;962;4536;17145;6343;8650;2431;1460;2139;87338;74412.0
35635;962;4536;17145;6343;8650;2431;1460;2139;87338;74412.0
35639;962;4536;17145;6343;8650;2431;1460;2139;87338;74412.0
35656;962;4536;17145;6343;8650;2431;1460;2139;87338;74412.0
35660;962;4536;17145;6343;8650;2431;1460;2139;87338;74412.0
