ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;QTD_APTOS;QTD_COMPARECIMENTO
35681;125;202;1094;209;364;397;77;47;5030;4500.0
35702;125;202;1094;209;364;397;77;47;5030;4500.0
35716;254;1189;5147;1624;3089;496;395;341;25084;22142.0
35719;254;1189;5147;1624;3089;496;395;341;25084;22142.0
35758;41;172;788;196;362;298;43;41;3890;3710.0
35763;41;172;788;196;362;298;43;41;3890;3710.0
35775;29;303;1241;547;742;448;108;77;7000;6588.0
35783;29;303;1241;547;742;448;108;77;7000;6588.0
35793;112;730;2387;820;1528;1139;162;195;14152;12918.0
35812;112;730;2387;820;1528;1139;162;195;14152;12918.0
35818;107;295;1874;370;816;377;83;61;7968;7446.0
35840;107;295;1874;370;816;377;83;61;7968;7446.0
35848;114;172;1358;222;450;195;109;51;5342;4928.0
35865;114;172;1358;222;450;195;109;51;5342;4928.0
35873;114;172;1358;222;450;195;109;51;5342;4928.0
35899;58;169;1152;162;390;123;39;58;4302;4108.0
35904;58;169;1152;162;390;123;39;58;4302;4108.0
35907;183;180;941;141;354;310;92;38;6182;5510.0
35908;183;180;941;141;354;310;92;38;6182;5510.0
35923;183;180;941;141;354;310;92;38;6182;5510.0
35934;183;180;941;141;354;310;92;38;6182;5510.0
35961;230;156;1262;183;441;198;41;14;5050;4728.0
35972;230;156;1262;183;441;198;41;14;5050;4728.0
36081;4398;15966;55900;18090;30914;10157;6100;5717;294644;247308.0
36175;4398;15966;55900;18090;30914;10157;6100;5717;294644;247308.0
36186;4398;15966;55900;18090;30914;10157;6100;5717;294644;247308.0
36396;4398;15966;55900;18090;30914;10157;6100;5717;294644;247308.0
36494;4398;15966;55900;18090;30914;10157;6100;5717;294644;247308.0
36663;82;110;943;127;378;165;37;29;3742;3562.0
36666;82;110;943;127;378;165;37;29;3742;3562.0
36683;197;128;1034;190;407;237;39;25;4516;4164.0
36693;197;128;1034;190;407;237;39;25;4516;4164.0
36752;3757;15823;63348;20914;30846;7623;6613;9679;317248;269844.0
36884;3757;15823;63348;20914;30846;7623;6613;9679;317248;269844.0
36929;3757;15823;63348;20914;30846;7623;6613;9679;317248;269844.0
37057;107;1229;4774;1919;2255;657;380;277;23198;20974.0
37077;107;1229;4774;1919;2255;657;380;277;23198;20974.0
37089;123;549;1577;304;635;209;26;60;6966;6580.0
37093;123;549;1577;304;635;209;26;60;6966;6580.0
37125;123;549;1577;304;635;209;26;60;6966;6580.0
37138;377;1176;6469;1815;3721;863;572;432;30858;27736.0
37171;377;1176;6469;1815;3721;863;572;432;30858;27736.0
37184;143;152;1163;206;482;175;106;72;5000;4612.0
37200;53;169;1137;293;472;87;50;77;4678;4524.0
37210;53;169;1137;293;472;87;50;77;4678;4524.0
37228;621;1650;7583;2423;4549;1379;912;623;39548;33396.0
37240;621;1650;7583;2423;4549;1379;912;623;39548;33396.0
37298;111;227;1838;217;462;390;28;35;6626;6112.0
37299;111;227;1838;217;462;390;28;35;6626;6112.0
37303;111;227;1838;217;462;390;28;35;6626;6112.0
37339;38;248;1167;218;343;140;58;77;4580;4184.0
37399;2262;8916;33794;11867;22855;3744;3944;3206;181280;139144.0
37402;2262;8916;33794;11867;22855;3744;3944;3206;181280;139144.0
37412;2262;8916;33794;11867;22855;3744;3944;3206;181280;139144.0
37434;2262;8916;33794;11867;22855;3744;3944;3206;181280;139144.0
37451;2262;8916;33794;11867;22855;3744;3944;3206;181280;139144.0
15;266;479;2480;487;1063;437;181;110;11006;9648.0
18;259;522;2408;775;1450;1454;145;140;14306;13058.0
79;99;295;965;254;402;662;73;61;5624;5332.0
80;438;1022;4339;1069;2468;2166;187;227;23832;21088.0
83;358;597;2665;564;885;1703;102;106;13960;13098.0
112;339;1401;4179;1408;2751;1998;254;254;25170;22470.0
121;493;1273;6995;1198;2674;1197;233;280;28686;24986.0
166;140;435;1808;771;1053;378;177;186;9896;8890.0
168;105;366;1439;352;712;487;99;99;7318;6940.0
180;150;1152;2320;928;1281;991;117;121;14120;13046.0
189;536;1498;5371;2176;3637;2113;480;456;32534;28194.0
198;105;366;1439;352;712;487;99;99;7318;6940.0
230;92;292;1007;379;671;1015;71;76;7206;6672.0
233;39;329;1003;321;718;1134;81;60;7372;6950.0
244;493;1273;6995;1198;2674;1197;233;280;28686;24986.0
291;266;479;2480;487;1063;437;181;110;11006;9648.0
296;86;238;951;215;364;489;67;55;4930;4632.0
303;259;522;2408;775;1450;1454;145;140;14306;13058.0
308;536;1498;5371;2176;3637;2113;480;456;32534;28194.0
324;75;254;1423;295;528;280;62;60;5954;5670.0
361;438;1022;4339;1069;2468;2166;187;227;23832;21088.0
369;536;1498;5371;2176;3637;2113;480;456;32534;28194.0
383;75;254;1423;295;528;280;62;60;5954;5670.0
391;121;457;1925;707;1096;1154;131;121;11424;10810.0
421;438;1022;4339;1069;2468;2166;187;227;23832;21088.0
431;39;329;1003;321;718;1134;81;60;7372;6950.0
450;121;457;1925;707;1096;1154;131;121;11424;10810.0
471;358;597;2665;564;885;1703;102;106;13960;13098.0
526;99;295;965;254;402;662;73;61;5624;5332.0
540;122;290;1224;231;468;419;84;64;5804;5590.0
541;339;1401;4179;1408;2751;1998;254;254;25170;22470.0
564;140;435;1808;771;1053;378;177;186;9896;8890.0
610;47;189;881;166;480;347;36;48;4388;4166.0
617;129;625;3388;835;1525;435;187;161;14570;13328.0
620;150;1152;2320;928;1281;991;117;121;14120;13046.0
670;1186;2843;10143;2869;5489;2601;697;809;53276;44216.0
796;61;206;1654;233;413;194;49;40;5700;5386.0
808;122;290;1224;231;468;419;84;64;5804;5590.0
821;339;1401;4179;1408;2751;1998;254;254;25170;22470.0
877;100;226;850;198;489;569;47;44;5046;4874.0
878;100;226;850;198;489;569;47;44;5046;4874.0
886;51;161;585;122;274;231;21;24;2938;2706.0
931;420;5010;9041;5830;6792;3166;1307;1258;65648;56582.0
944;420;5010;9041;5830;6792;3166;1307;1258;65648;56582.0
973;1553;17601;38639;35808;30310;6146;7981;8250;292582;250908.0
983;1553;17601;38639;35808;30310;6146;7981;8250;292582;250908.0
1006;420;5010;9041;5830;6792;3166;1307;1258;65648;56582.0
1013;235;278;1334;239;625;589;56;47;6806;6128.0
1033;609;721;3135;789;1637;1544;161;168;26168;22591.0
1040;1186;2843;10143;2869;5489;2601;697;809;53276;44216.0
1042;116;462;1706;385;745;1247;108;53;9644;9192.0
1054;129;625;3388;835;1525;435;187;161;14570;13328.0
1062;542;758;4180;844;1707;1546;174;135;19774;17706.0
1063;542;758;4180;844;1707;1546;174;135;19774;17706.0
1157;609;721;3135;789;1637;1544;161;168;26168;22591.0
1207;1553;17601;38639;35808;30310;6146;7981;8250;292582;250908.0
1260;782;674;4547;534;1473;1175;122;184;18982;16390.0
1266;637;8914;29439;15220;14729;1473;3295;4019;155472;137888.0
1331;782;674;4547;534;1473;1175;122;184;18982;16390.0
1332;117;1799;3953;1421;2143;1350;254;216;22506;20106.0
1347;26;235;891;288;474;431;169;74;5176;5044.0
1367;61;206;1654;233;413;194;49;40;5700;5386.0
1394;218;1887;5825;2561;3294;614;453;485;30674;28028.0
1408;786;3342;9744;4611;7475;6101;1592;1567;70436;59036.0
1426;1553;17601;38639;35808;30310;6146;7981;8250;292582;250908.0
1553;477;544;3229;434;1129;1222;68;113;14432;12476.0
1580;117;1799;3953;1421;2143;1350;254;216;22506;20106.0
1587;173;367;1718;369;881;540;81;71;8400;7934.0
1607;117;348;1507;452;818;265;52;106;7330;6856.0
1622;83;225;1339;378;638;242;71;83;6118;5734.0
1635;44;314;776;404;613;579;145;124;5998;5446.0
1644;44;314;776;404;613;579;145;124;5998;5446.0
1653;524;3879;15340;4695;8050;1944;806;970;72416;65168.0
1664;117;348;1507;452;818;265;52;106;7330;6856.0
1683;68;563;2644;548;904;366;94;67;10508;10072.0
1690;83;225;1339;378;638;242;71;83;6118;5734.0
1769;22;260;1327;274;409;186;56;42;5152;4914.0
1843;782;674;4547;534;1473;1175;122;184;18982;16390.0
1863;524;3879;15340;4695;8050;1944;806;970;72416;65168.0
1891;28;200;1290;309;605;276;86;74;5738;5514.0
1906;18;98;357;129;309;539;21;26;2994;2926.0
1922;173;367;1718;369;881;540;81;71;8400;7934.0
2006;75;378;2049;416;570;163;59;82;7590;7380.0
2030;783;5468;12400;8910;11305;9934;2380;2360;107082;92638.0
2103;235;278;1334;239;625;589;56;47;6806;6128.0
2165;138;270;1065;309;583;361;61;73;5720;5110.0
2210;28;200;1290;309;605;276;86;74;5738;5514.0
2242;206;1159;4163;1423;1419;751;417;265;29352;25833.0
2343;786;3342;9744;4611;7475;6101;1592;1567;70436;59036.0
2397;218;1887;5825;2561;3294;614;453;485;30674;28028.0
2442;26;235;891;288;474;431;169;74;5176;5044.0
2452;22;260;1327;274;409;186;56;42;5152;4914.0
2469;206;1159;4163;1423;1419;751;417;265;29352;25833.0
2476;169;724;2412;496;1087;2318;75;82;7363;6992.0
2548;685;5622;14514;7092;7457;2800;1822;1556;83096;70882.0
2633;2501;31402;56732;76638;63535;10795;50426;30843;645750;529930.0
2734;107;1699;6332;2036;2384;334;249;291;26868;25200.0
2743;477;544;3229;434;1129;1222;68;113;14432;12476.0
2778;68;563;2644;548;904;366;94;67;10508;10072.0
2779;116;462;1706;385;745;1247;108;53;9644;9192.0
2793;637;8914;29439;15220;14729;1473;3295;4019;155472;137888.0
2874;2501;31402;56732;76638;63535;10795;50426;30843;645750;529930.0
2911;104;1253;3984;2094;3204;1325;283;390;25274;22600.0
2920;187;449;1805;556;943;543;110;118;9422;8930.0
2940;169;724;2412;496;1087;2318;75;82;7363;6992.0
2945;254;532;3279;605;1211;988;165;101;14270;12346.0
2964;783;5468;12400;8910;11305;9934;2380;2360;107082;92638.0
2966;2501;31402;56732;76638;63535;10795;50426;30843;645750;529930.0
3012;75;378;2049;416;570;163;59;82;7590;7380.0
3053;25;174;662;209;365;352;49;35;3742;3630.0
3139;70;334;1736;527;781;287;159;143;8074;7804.0
3144;176;715;3570;457;1265;558;60;53;13710;12358.0
3145;103;333;2714;434;829;241;101;73;9658;9116.0
3169;172;448;2222;458;860;440;124;121;9690;8714.0
3313;783;5468;12400;8910;11305;9934;2380;2360;107082;92638.0
3471;1928;16536;34726;23954;27569;10347;7158;7991;260418;221022.0
3507;37;440;1335;498;721;288;76;84;6958;6676.0
3533;176;715;3570;457;1265;558;60;53;13710;12358.0
3547;86;395;2710;435;826;333;67;79;9862;9322.0
3717;225;906;4215;900;1702;955;156;108;18334;16232.0
3724;578;7128;22391;9392;13340;1960;1785;1587;116330;101004.0
3741;289;393;2825;532;1093;663;109;73;11956;10286.0
3757;671;1331;5054;933;2125;1835;215;250;24828;20906.0
3761;68;123;667;170;349;342;40;42;3602;3398.0
3790;92;1415;4205;2107;2488;670;268;320;23130;20908.0
3846;965;4282;11983;6082;7518;6258;1232;1410;79460;67194.0
3847;965;4282;11983;6082;7518;6258;1232;1410;79460;67194.0
3848;685;5622;14514;7092;7457;2800;1822;1556;83096;70882.0
3958;2501;31402;56732;76638;63535;10795;50426;30843;645750;529930.0
4001;254;532;3279;605;1211;988;165;101;14270;12346.0
4005;107;1699;6332;2036;2384;334;249;291;26868;25200.0
4126;72;583;3170;834;1232;332;177;139;13078;12230.0
4133;303;676;2642;707;1752;2551;166;175;17944;16788.0
4150;170;802;3017;905;2168;2055;342;329;19576;18144.0
4172;45;247;1195;329;609;81;70;94;5340;4952.0
4337;158;1524;6545;2254;3915;1119;534;502;33102;28794.0
4363;81;220;652;143;447;632;38;32;4490;4306.0
4379;293;1228;4865;1919;2488;418;767;572;25100;21204.0
4400;211;239;1249;228;692;343;63;43;6136;5568.0
4457;114;530;2588;639;1195;597;128;143;11868;10998.0
4462;46;174;1254;156;414;186;31;20;4562;4414.0
4478;72;583;3170;834;1232;332;177;139;13078;12230.0
4574;1928;16536;34726;23954;27569;10347;7158;7991;260418;221022.0
4733;685;5622;14514;7092;7457;2800;1822;1556;83096;70882.0
4749;45;247;1195;329;609;81;70;94;5340;4952.0
4750;486;1660;4622;2482;3389;3241;639;528;34094;30290.0
4769;55;3089;8430;3074;4074;1151;787;744;42810;38166.0
4770;671;1331;5054;933;2125;1835;215;250;24828;20906.0
4832;1928;16536;34726;23954;27569;10347;7158;7991;260418;221022.0
4849;578;7128;22391;9392;13340;1960;1785;1587;116330;101004.0
4891;126;283;1650;364;717;488;63;68;7518;7246.0
4904;429;1320;6891;1943;3192;990;445;395;31210;27398.0
4913;114;530;2588;639;1195;597;128;143;11868;10998.0
4958;66;331;888;283;620;459;64;56;5534;5368.0
5001;83;142;848;179;407;343;37;29;4136;3914.0
5036;106;210;752;222;390;392;46;49;4334;4082.0
5052;310;1108;5641;1285;2312;1468;382;287;25586;22606.0
5067;66;182;954;243;518;540;59;63;5250;5054.0
5083;73;139;766;166;376;302;31;20;3746;3476.0
5131;187;449;1805;556;943;543;110;118;9422;8930.0
5154;131;415;2463;556;1249;622;140;190;11532;10612.0
5170;578;7128;22391;9392;13340;1960;1785;1587;116330;101004.0
5189;104;1253;3984;2094;3204;1325;283;390;25274;22600.0
5194;104;1253;3984;2094;3204;1325;283;390;25274;22600.0
5212;241;1031;5777;1164;2628;815;180;294;24260;22576.0
5288;225;906;4215;900;1702;955;156;108;18334;16232.0
5301;126;283;1650;364;717;488;63;68;7518;7246.0
5317;66;331;888;283;620;459;64;56;5534;5368.0
5327;429;1320;6891;1943;3192;990;445;395;31210;27398.0
5356;612;3932;10861;3742;6339;4571;862;650;63144;53192.0
5375;467;1707;6159;2712;3507;1053;827;595;34054;28716.0
5382;78;298;1150;388;671;395;46;51;6154;5762.0
5404;101;790;4085;906;1770;490;217;177;17072;15716.0
5428;241;1031;5777;1164;2628;815;180;294;24260;22576.0
5440;38;148;901;258;390;169;50;81;4070;3874.0
5476;70;334;1736;527;781;287;159;143;8074;7804.0
5513;86;395;2710;435;826;333;67;79;9862;9322.0
5521;170;802;3017;905;2168;2055;342;329;19576;18144.0
5531;65;221;1311;228;612;347;50;66;5800;5486.0
5559;66;182;954;243;518;540;59;63;5250;5054.0
5588;80;221;699;243;454;618;53;45;4826;4526.0
5589;376;497;2100;301;933;1204;46;61;11038;9902.0
5590;97;800;3869;1003;1489;603;136;177;16348;15248.0
5626;371;1272;4557;1551;3079;2441;308;284;27726;24636.0
5642;257;832;3446;720;1751;841;153;184;16370;15032.0
5656;811;938;3375;1113;1881;2538;356;277;22580;19354.0
5682;105;104;577;150;288;301;44;25;3188;2964.0
5690;472;1568;5693;2495;3595;1940;700;600;34126;30724.0
5712;97;859;2429;785;1527;954;167;167;13970;13262.0
5719;80;221;699;243;454;618;53;45;4826;4526.0
5734;73;139;766;166;376;302;31;20;3746;3476.0
5739;486;1660;4622;2482;3389;3241;639;528;34094;30290.0
5742;376;497;2100;301;933;1204;46;61;11038;9902.0
5763;105;104;577;150;288;301;44;25;3188;2964.0
5804;53;260;1981;423;616;278;71;77;7518;6850.0
5805;386;2536;6812;1391;2701;1365;260;188;31278;27174.0
5822;386;2536;6812;1391;2701;1365;260;188;31278;27174.0
5920;65;221;1311;228;612;347;50;66;5800;5486.0
5939;289;393;2825;532;1093;663;109;73;11956;10286.0
5980;1026;2496;9130;2871;4827;3161;839;688;50076;42186.0
5988;345;1350;7491;2144;4109;1429;484;538;35780;32424.0
6002;21;474;2017;493;949;122;108;80;8528;8254.0
6007;21;474;2017;493;949;122;108;80;8528;8254.0
6023;243;1431;8233;1857;3273;855;500;356;33496;30822.0
6035;243;1431;8233;1857;3273;855;500;356;33496;30822.0
6052;46;174;1254;156;414;186;31;20;4562;4414.0
6104;37;228;858;146;367;95;44;34;3618;3514.0
6169;72;127;697;163;340;296;25;24;3488;3232.0
6184;127;334;1537;344;566;437;84;99;7056;6746.0
6191;105;1584;5287;1955;2296;413;202;243;24170;21964.0
6238;219;567;4095;591;1155;717;146;151;15282;13662.0
6239;670;9497;21676;13261;16021;4205;4318;4776;148848;128250.0
6289;9;122;477;177;297;502;32;30;3294;3220.0
6295;108;210;974;193;359;474;45;44;4814;4588.0
6310;275;736;3306;821;1833;1020;212;149;16704;15232.0
6341;278;748;3132;672;1440;1244;280;151;15890;13712.0
6348;113;189;918;155;382;439;53;36;4570;4250.0
6358;527;3427;8893;4416;5984;1399;580;686;51824;46142.0
6384;75;275;1211;365;645;425;90;82;6338;6016.0
6398;60;358;2296;408;747;494;61;74;8996;8542.0
6399;131;318;1916;279;728;288;59;69;7576;7022.0
6410;310;1108;5641;1285;2312;1468;382;287;25586;22606.0
6442;278;748;3132;672;1440;1244;280;151;15890;13712.0
6451;105;1584;5287;1955;2296;413;202;243;24170;21964.0
6487;104;1253;3984;2094;3204;1325;283;390;25274;22600.0
6503;158;1524;6545;2254;3915;1119;534;502;33102;28794.0
6542;29;140;657;141;383;425;36;33;3688;3552.0
6638;303;676;2642;707;1752;2551;166;175;17944;16788.0
6645;132;288;1570;302;880;1211;75;82;9080;8702.0
6659;132;288;1570;302;880;1211;75;82;9080;8702.0
6670;55;3089;8430;3074;4074;1151;787;744;42810;38166.0
6671;92;1415;4205;2107;2488;670;268;320;23130;20908.0
6675;75;275;1211;365;645;425;90;82;6338;6016.0
6683;103;396;1048;438;755;688;109;90;7254;6912.0
6684;97;859;2429;785;1527;954;167;167;13970;13262.0
6733;527;3427;8893;4416;5984;1399;580;686;51824;46142.0
6735;29;140;657;141;383;425;36;33;3688;3552.0
6746;384;1761;6474;2615;3417;1869;724;692;35874;30258.0
6759;9;122;477;177;297;502;32;30;3294;3220.0
6769;232;624;2854;683;1560;794;185;160;14184;12862.0
6770;291;739;2831;597;1134;1005;131;96;13648;11780.0
6796;106;210;752;222;390;392;46;49;4334;4082.0
6861;823;3679;9818;5218;7264;3119;1438;1060;64838;56108.0
6869;506;613;3336;614;1442;875;141;122;15300;12850.0
6917;76;204;740;182;344;189;38;31;3608;3436.0
6934;135;197;1330;177;428;456;52;39;5628;5272.0
6948;332;1324;3725;1624;2743;2227;534;487;25992;23426.0
6966;108;210;974;193;359;474;45;44;4814;4588.0
6977;322;1032;4265;1049;1961;1713;306;215;21726;19842.0
6991;322;1032;4265;1049;1961;1713;306;215;21726;19842.0
7042;81;220;652;143;447;632;38;32;4490;4306.0
7046;384;1761;6474;2615;3417;1869;724;692;35874;30258.0
7047;293;1228;4865;1919;2488;418;767;572;25100;21204.0
7060;131;371;1141;500;692;933;110;86;7928;7244.0
7078;37;440;1335;498;721;288;76;84;6958;6676.0
7094;176;715;3570;457;1265;558;60;53;13710;12358.0
7130;83;142;848;179;407;343;37;29;4136;3914.0
7148;78;298;1150;388;671;395;46;51;6154;5762.0
7174;101;790;4085;906;1770;490;217;177;17072;15716.0
7177;334;2104;6665;2460;5357;3639;645;575;43560;39900.0
7178;302;4997;15754;5693;8491;2305;1125;1665;80664;71224.0
7179;199;1063;4754;1098;2037;888;153;223;20830;18780.0
7258;125;333;1799;459;821;933;85;84;9278;8210.0
7278;1026;2496;9130;2871;4827;3161;839;688;50076;42186.0
7315;125;333;1799;459;821;933;85;84;9278;8210.0
7340;107;187;962;172;404;335;40;30;4474;4334.0
7356;97;174;718;143;356;294;30;23;3670;3486.0
7379;302;4997;15754;5693;8491;2305;1125;1665;80664;71224.0
7381;117;828;2174;783;1203;441;203;167;11832;10600.0
7399;371;1272;4557;1551;3079;2441;308;284;27726;24636.0
7485;995;15032;30650;23306;22987;2603;5510;4962;212090;184652.0
7563;97;174;718;143;356;294;30;23;3670;3486.0
7584;48;108;531;125;261;241;38;21;2746;2610.0
7594;467;1707;6159;2712;3507;1053;827;595;34054;28716.0
7604;291;739;2831;597;1134;1005;131;96;13648;11780.0
7632;211;239;1249;228;692;343;63;43;6136;5568.0
7682;386;2536;6812;1391;2701;1365;260;188;31278;27174.0
7683;60;358;2296;408;747;494;61;74;8996;8542.0
7694;76;231;1708;207;456;247;41;34;6000;5738.0
7719;76;231;1708;207;456;247;41;34;6000;5738.0
7725;103;333;2714;434;829;241;101;73;9658;9116.0
7742;64;389;1635;351;669;345;83;70;7212;6998.0
7780;160;1065;2866;1611;1539;567;366;372;17092;14994.0
7866;50;250;1198;312;494;220;58;64;5292;5098.0
7938;48;108;531;125;261;241;38;21;2746;2610.0
7958;334;2104;6665;2460;5357;3639;645;575;43560;39900.0
8144;84;613;1652;659;1231;991;107;109;10892;10424.0
8192;157;258;1163;209;419;515;55;57;5666;5394.0
8202;135;197;1330;177;428;456;52;39;5628;5272.0
8203;2957;13476;41455;20606;29645;9557;7217;6648;263122;229238.0
8205;2957;13476;41455;20606;29645;9557;7217;6648;263122;229238.0
8254;275;736;3306;821;1833;1020;212;149;16704;15232.0
8263;94;533;2031;475;1077;1286;93;89;11356;10836.0
8289;94;533;2031;475;1077;1286;93;89;11356;10836.0
8303;345;1350;7491;2144;4109;1429;484;538;35780;32424.0
8317;66;182;954;243;518;540;59;63;5250;5054.0
8319;37;228;858;146;367;95;44;34;3618;3514.0
8336;811;938;3375;1113;1881;2538;356;277;22580;19354.0
8354;289;393;2825;532;1093;663;109;73;11956;10286.0
8374;84;613;1652;659;1231;991;107;109;10892;10424.0
8440;874;5641;11419;6240;7765;5580;1495;1448;80924;67670.0
8459;127;197;1216;184;387;286;65;46;5016;4440.0
8468;461;2660;7529;3293;5033;3060;1250;1364;49306;39542.0
8469;670;9497;21676;13261;16021;4205;4318;4776;148848;128250.0
8483;598;1210;4709;2251;2765;2137;824;641;30270;26362.0
8484;109;667;2529;757;1310;435;130;161;12196;11470.0
8562;157;258;1163;209;419;515;55;57;5666;5394.0
8582;302;4997;15754;5693;8491;2305;1125;1665;80664;71224.0
8614;19;202;759;150;413;354;41;30;3936;3824.0
8618;160;1065;2866;1611;1539;567;366;372;17092;14994.0
8619;1990;29014;73640;39784;48459;8200;13597;15377;460128;395896.0
8639;967;5352;14379;7038;10529;4303;1567;1477;91224;79608.0
8803;219;567;4095;591;1155;717;146;151;15282;13662.0
8833;257;832;3446;720;1751;841;153;184;16370;15032.0
8855;967;5352;14379;7038;10529;4303;1567;1477;91224;79608.0
8864;1990;29014;73640;39784;48459;8200;13597;15377;460128;395896.0
8882;19;202;759;150;413;354;41;30;3936;3824.0
8887;967;5352;14379;7038;10529;4303;1567;1477;91224;79608.0
8906;1990;29014;73640;39784;48459;8200;13597;15377;460128;395896.0
8912;1990;29014;73640;39784;48459;8200;13597;15377;460128;395896.0
8958;472;1568;5693;2495;3595;1940;700;600;34126;30724.0
8969;113;189;918;155;382;439;53;36;4570;4250.0
9076;21;418;1515;328;576;112;81;63;6228;6018.0
9088;2881;14750;34971;18811;24263;12033;5899;4884;236992;197366.0
9091;109;1167;3613;1986;2025;474;730;571;21350;18590.0
9100;109;1167;3613;1986;2025;474;730;571;21350;18590.0
9120;433;3318;8403;6101;5857;2020;2553;2173;61716;52490.0
9147;967;5352;14379;7038;10529;4303;1567;1477;91224;79608.0
