ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;TOTAL_VOTOS
4584;2012;24;31453;43;1872;622;3513;1505;899;1548;337;270;0.0;2;5;21132;33
4618;2012;24;31836;31;1180;301;3150;980;959;2025;267;220;94604.99;4;6;18164;3574
4649;2012;24;32476;22;5129;1135;12958;3963;2893;4669;1013;791;53485.6;2;4;65102;9373
4652;2012;24;32190;43;1976;565;3705;1747;1219;2281;607;499;0.0;2;6;25198;35
4654;2012;24;31275;43;4046;651;3438;1437;1215;2962;431;419;1000.0;2;7;29198;101
4670;2012;24;31470;40;119;94;668;637;300;187;103;83;1877.1;2;8;2191;858
4691;2012;24;31577;15;4042;2156;19388;7930;6472;10967;3057;3013;114811.0;2;8;114050;23758
4715;2012;24;31615;23;274;119;1715;665;446;349;201;171;1801.0;4;8;7880;252
4739;2012;24;32077;13;2015;496;5287;1723;1637;4787;489;220;58575.0;2;6;33308;6566
4759;2012;24;32093;20;1792;701;4846;1909;1411;4315;451;521;52212.87;2;7;31892;6342
4764;2012;24;32131;13;1819;949;5127;4260;2361;1430;1416;897;39414.07;2;6;36518;4917
4765;2012;24;32174;15;315;327;2158;1605;958;963;296;200;46496.39;4;8;13644;3558
4784;2012;24;32212;55;335;355;2654;1529;905;1010;382;240;72890.8;2;6;14820;3400
4785;2012;24;32239;40;1238;601;4389;2036;1310;2803;413;353;30938.51;2;6;26286;7336
4837;2012;24;32336;44;1635;2304;16760;13136;6029;4099;2163;2444;24723.0;2;6;97140;2866
4849;2012;24;32379;22;285;154;1073;505;342;515;174;90;31875.03;2;6;6276;1507
4895;2012;24;32093;44;1792;701;4846;1909;1411;4315;451;521;10234.04;2;7;31892;156
4897;2012;24;32336;50;1635;2304;16760;13136;6029;4099;2163;2444;300.0;2;8;97140;651
4903;2012;24;31810;33;719;380;3218;908;715;1633;255;243;0.0;2;3;16142;17
4907;2012;24;31712;50;960;921;6547;4760;2750;1595;651;536;1923.0;2;7;37440;601
4972;2012;24;31410;13;2067;1767;14531;8767;4885;4086;2416;1685;6862.64;2;6;80408;1206
4987;2012;24;31534;12;513;295;2550;824;795;1034;180;114;65648.85;2;6;12610;2610
4992;2012;24;31550;13;1599;346;3550;1258;1265;1660;431;180;267600.0;2;8;20578;4556
4993;2012;24;31593;23;3214;583;8732;2617;2062;6097;857;545;97789.5;2;6;49414;10627
5040;2012;24;32050;15;401;230;2440;1133;754;754;396;221;97379.5;2;8;12658;2168
5055;2012;24;32115;55;1614;1139;5392;2382;1701;5885;613;523;107000.0;2;8;38498;9772
5074;2012;24;32158;20;1922;345;4791;1320;1307;4111;389;262;233009.33;2;8;28894;5794
5085;2012;24;32174;55;315;327;2158;1605;958;963;296;200;23125.0;2;8;13644;2536
5097;2012;24;31615;25;274;119;1715;665;446;349;201;171;25515.0;2;7;7880;1551
5124;2012;24;31658;22;800;444;4323;2213;1304;1615;636;365;422807.19;4;7;23400;5023
5140;2012;24;31674;55;813;455;3620;1403;1166;1277;405;237;79662.05;2;6;18752;5339
5141;2012;24;31712;15;960;921;6547;4760;2750;1595;651;536;219876.5;2;8;37440;8497
5163;2012;24;32336;15;1635;2304;16760;13136;6029;4099;2163;2444;0.0;2;8;97140;10231
5226;2012;24;32395;12;617;136;1111;330;321;488;109;86;34100.0;4;8;6396;1520
5240;2012;24;32450;20;194;121;929;489;447;402;123;110;13830.0;2;6;5630;1489
5243;2012;24;32514;12;2254;482;5432;2065;1687;2313;452;436;73758.95;2;6;30242;6904
5316;2012;24;32298;23;284;172;1074;672;401;564;137;128;2721.3;2;5;6864;1655
5391;2012;24;31690;45;6955;2749;19473;9425;6873;12192;2709;2767;307829.21;2;6;126286;29581
5392;2012;24;31895;70;2630;946;7370;3150;2187;4164;894;729;58994.0;2;8;44140;9463
5446;2012;24;32310;15;484;419;2589;1667;1021;926;275;189;50145.0;2;4;15140;753
5463;2012;24;32450;13;194;121;929;489;447;402;123;110;22000.01;2;6;5630;1155
5478;2012;24;31755;55;191;172;1230;527;494;448;145;102;8000.0;4;7;6618;983
5520;2012;24;31992;25;330;149;769;419;290;638;109;75;47009.87;2;8;5558;1306
5529;2012;24;31291;17;424;570;4501;2888;1545;1473;512;510;0.0;2;6;24846;256
5535;2012;24;32077;19;2015;496;5287;1723;1637;4787;489;220;4124.0;2;7;33308;110
5555;2012;24;31054;23;4167;20098;76245;108719;36792;17857;64184;39113;161360.77;2;8;734350;0
5636;2012;24;32379;12;285;154;1073;505;342;515;174;90;28714.75;2;8;6276;1480
5648;2012;24;32417;20;2977;1043;9938;3777;2753;7226;864;749;86246.0;2;6;58654;14208
5656;2012;24;32476;13;5129;1135;12958;3963;2893;4669;1013;791;173710.05;2;6;65102;17548
5672;2012;24;31976;25;728;457;3441;1260;983;2093;427;239;28900.0;2;8;19256;0
5684;2012;24;32018;20;607;260;1839;930;704;1472;275;231;27574.9;2;6;12636;2530
5772;2012;24;32336;23;1635;2304;16760;13136;6029;4099;2163;2444;6177.87;2;6;97140;3076
5774;2012;24;32190;45;1976;565;3705;1747;1219;2281;607;499;0.0;2;8;25198;77
5802;2012;24;32077;25;2015;496;5287;1723;1637;4787;489;220;47711.35;2;3;33308;4926
5909;2012;24;32476;23;5129;1135;12958;3963;2893;4669;1013;791;10001.08;2;8;65102;0
5933;2012;24;31879;11;785;550;4169;2555;1505;1932;706;417;68352.0;2;6;25238;4539
5969;2012;24;32190;25;1976;565;3705;1747;1219;2281;607;499;45020.79;2;8;25198;5435
5990;2012;24;32298;55;284;172;1074;672;401;564;137;128;8264.72;2;8;6864;1451
5991;2012;24;32417;40;2977;1043;9938;3777;2753;7226;864;749;44980.44;2;6;58654;11307
5996;2012;24;32476;50;5129;1135;12958;3963;2893;4669;1013;791;625.0;2;6;65102;379
5999;2012;24;31003;19;338;184;1796;957;658;650;169;118;6186.0;2;8;9740;53
6001;2012;24;32077;31;2015;496;5287;1723;1637;4787;489;220;8238.0;2;4;33308;294
6004;2012;24;31330;44;1450;354;3806;1294;1123;2461;381;342;6755.0;4;6;22422;64
6005;2012;24;31690;19;6955;2749;19473;9425;6873;12192;2709;2767;4628.0;4;7;126286;233
6010;2012;24;31054;43;4167;20098;76245;108719;36792;17857;64184;39113;345307.58;2;8;734350;9035
6034;2012;24;32190;40;1976;565;3705;1747;1219;2281;607;499;79580.0;2;6;25198;5779
6084;2012;24;32310;20;484;419;2589;1667;1021;926;275;189;12470.5;2;6;15140;2323
6130;2012;24;31712;21;960;921;6547;4760;2750;1595;651;536;1000.0;2;3;37440;201
6138;2012;24;31690;50;6955;2749;19473;9425;6873;12192;2709;2767;2319.0;2;3;126286;514
6143;2012;24;31976;33;728;457;3441;1260;983;2093;427;239;0.0;2;4;19256;84
6145;2012;24;31070;21;792;301;2349;1311;929;1944;322;230;400.0;2;5;16356;41
6213;2012;24;32115;15;1614;1139;5392;2382;1701;5885;613;523;16761.82;2;8;38498;656
6244;2012;24;32336;25;1635;2304;16760;13136;6029;4099;2163;2444;19000.0;2;6;97140;6063
6298;2012;24;32417;23;2977;1043;9938;3777;2753;7226;864;749;960.0;2;8;58654;88
6317;2012;24;32433;40;298;307;1829;1291;651;693;252;176;55120.75;2;3;10994;1730
6338;2012;24;32514;13;2254;482;5432;2065;1687;2313;452;436;100613.0;2;8;30242;5689
6339;2012;24;32115;44;1614;1139;5392;2382;1701;5885;613;523;3000.0;2;3;38498;347
6340;2012;24;31038;10;1368;651;4091;1863;1446;3272;698;484;1155.0;2;6;27746;34
27;2012;25;65455;12;2993;7472;37930;17641;26857;9279;2335;2634;0.0;2;8;214282;28252
69;2012;25;65773;55;207;301;3106;826;1357;422;159;88;0.0;2;8;12932;2322
90;2012;25;65773;45;207;301;3106;826;1357;422;159;88;0.0;2;6;12932;2604
110;2012;25;65773;10;207;301;3106;826;1357;422;159;88;0.0;2;5;12932;0
149;2012;25;65552;44;1210;2334;9175;4111;6463;6106;921;646;0.0;2;8;93051;0
157;2012;25;65552;10;1210;2334;9175;4111;6463;6106;921;646;0.0;2;8;93051;0
158;2012;25;65552;43;1210;2334;9175;4111;6463;6106;921;646;0.0;2;8;93051;5852
159;2012;25;65552;45;1210;2334;9175;4111;6463;6106;921;646;0.0;2;8;93051;0
160;2012;25;65552;15;1210;2334;9175;4111;6463;6106;921;646;0.0;2;8;93051;4843
185;2012;25;65471;43;3397;7649;35925;19129;21337;5609;5981;2874;0.0;2;7;203802;30233
194;2012;25;65471;45;3397;7649;35925;19129;21337;5609;5981;2874;0.0;2;8;203802;36994
241;2012;25;65471;50;3397;7649;35925;19129;21337;5609;5981;2874;0.0;2;7;203802;4993
303;2012;25;65633;19;8137;13371;67568;34659;50047;25774;2241;2360;0.0;2;8;408314;81759
344;2012;25;65510;45;4557;10313;47961;23234;33979;13044;1939;2088;0.0;2;8;274230;17962
414;2012;25;65919;25;137;500;1685;786;1068;656;141;68;0.0;2;8;10082;3652
420;2012;25;65994;13;166;288;1538;983;822;138;315;113;0.0;4;8;8726;570
468;2012;25;65536;43;1989;4828;16440;8758;11977;7012;2095;1119;0.0;2;8;108436;5184
494;2012;25;65536;45;1989;4828;16440;8758;11977;7012;2095;1119;0.0;2;6;108436;25757
577;2012;25;61948;25;336;150;1051;280;787;561;44;11;0.0;2;3;6440;1316
584;2012;25;61948;13;336;150;1051;280;787;561;44;11;0.0;2;6;6440;1352
599;2012;25;65730;45;462;873;3535;1425;2462;736;350;201;0.0;2;6;20088;0
665;2012;25;65455;50;2993;7472;37930;17641;26857;9279;2335;2634;0.0;2;8;214282;604
666;2012;25;65455;23;2993;7472;37930;17641;26857;9279;2335;2634;0.0;2;8;214282;1553
723;2012;25;65870;45;1102;3707;17700;9577;11998;3344;3667;1750;0.0;2;8;105690;15580
743;2012;25;65870;55;1102;3707;17700;9577;11998;3344;3667;1750;0.0;2;6;105690;1673
753;2012;25;65552;15;1210;2334;9175;4111;6463;6106;921;646;0.0;2;8;93051;9770
893;2012;25;65633;12;8137;13371;67568;34659;50047;25774;2241;2360;0.0;2;7;408314;774
970;2012;25;65510;43;4557;10313;47961;23234;33979;13044;1939;2088;0.0;2;8;274230;44553
1010;2012;25;65994;15;166;288;1538;983;822;138;315;113;0.0;4;8;8726;805
1023;2012;25;65994;45;166;288;1538;983;822;138;315;113;0.0;2;8;8726;410
1029;2012;25;65994;20;166;288;1538;983;822;138;315;113;0.0;2;6;8726;133
1042;2012;25;65994;25;166;288;1538;983;822;138;315;113;0.0;2;6;8726;1451
1115;2012;25;65536;12;1989;4828;16440;8758;11977;7012;2095;1119;0.0;2;6;108436;6974
1161;2012;25;65498;45;2724;4638;21054;11232;13995;8900;2549;1430;0.0;2;8;133044;14244
1169;2012;25;65498;10;2724;4638;21054;11232;13995;8900;2549;1430;0.0;2;6;133044;919
1181;2012;25;65498;11;2724;4638;21054;11232;13995;8900;2549;1430;0.0;2;8;133044;13403
1195;2012;25;65730;14;462;873;3535;1425;2462;736;350;201;0.0;2;8;20088;909
1199;2012;25;65730;15;462;873;3535;1425;2462;736;350;201;0.0;2;8;20088;4843
1297;2012;25;65455;15;2993;7472;37930;17641;26857;9279;2335;2634;0.0;2;8;214282;0
1357;2012;25;65870;40;1102;3707;17700;9577;11998;3344;3667;1750;0.0;2;8;105690;7152
1369;2012;25;63436;55;221;345;2602;647;1297;299;140;85;0.0;2;8;11272;2045
1398;2012;25;63436;14;221;345;2602;647;1297;299;140;85;0.0;2;8;11272;2508
1405;2012;25;63436;22;221;345;2602;647;1297;299;140;85;0.0;4;7;11272;99
1418;2012;25;66010;45;1958;6976;25716;13310;17366;7075;1567;1319;0.0;4;8;150574;4688
1432;2012;25;66010;28;1958;6976;25716;13310;17366;7075;1567;1319;0.0;4;7;150574;676
1445;2012;25;65471;14;3397;7649;35925;19129;21337;5609;5981;2874;0.0;2;8;203802;4385
1583;2012;25;65510;50;4557;10313;47961;23234;33979;13044;1939;2088;0.0;2;8;274230;825
1597;2012;25;65510;55;4557;10313;47961;23234;33979;13044;1939;2088;0.0;2;6;274230;40129
1637;2012;25;65994;40;166;288;1538;983;822;138;315;113;0.0;2;8;8726;354
1644;2012;25;66095;55;171;223;1581;309;705;195;90;66;0.0;2;8;6680;1641
1666;2012;25;66117;13;773;524;2631;961;1499;2213;418;215;0.0;2;7;18468;1943
1712;2012;25;63410;15;407;1152;5529;2254;3194;1011;516;388;0.0;2;8;28902;0
1740;2012;25;63410;45;407;1152;5529;2254;3194;1011;516;388;0.0;2;5;28902;6669
1813;2012;25;65498;15;2724;4638;21054;11232;13995;8900;2549;1430;0.0;2;8;133044;20628
1836;2012;25;65730;12;462;873;3535;1425;2462;736;350;201;0.0;4;6;20088;950
1869;2012;25;65757;13;223;266;2152;534;1073;618;116;95;0.0;4;8;10154;422
1882;2012;25;65455;13;2993;7472;37930;17641;26857;9279;2335;2634;0.0;2;8;214282;16291
1913;2012;25;63452;45;973;1855;9306;1951;4073;1161;367;268;0.0;2;5;39908;0
2036;2012;25;66010;13;1958;6976;25716;13310;17366;7075;1567;1319;0.0;2;6;150574;0
2088;2012;25;65714;13;727;813;5314;1503;2844;1926;307;238;0.0;2;8;27344;872
2096;2012;25;65714;43;727;813;5314;1503;2844;1926;307;238;0.0;2;7;27344;6126
2270;2012;25;66117;55;773;524;2631;961;1499;2213;418;215;0.0;2;8;18468;183
2276;2012;25;66117;25;773;524;2631;961;1499;2213;418;215;0.0;2;7;18468;1128
2291;2012;25;66117;43;773;524;2631;961;1499;2213;418;215;0.0;4;8;18468;1570
2308;2012;25;66117;15;773;524;2631;961;1499;2213;418;215;0.0;2;6;18468;0
2359;2012;25;65811;13;686;3213;8373;10602;2688;1477;2826;1561;0.0;2;8;62852;12761
2397;2012;25;65650;25;2082;2688;14740;4622;8317;2924;1310;626;0.0;2;6;74618;0
2430;2012;25;65650;45;2082;2688;14740;4622;8317;2924;1310;626;0.0;2;6;74618;7243
2479;2012;25;65757;45;223;266;2152;534;1073;618;116;95;0.0;2;8;10154;1543
2494;2012;25;65757;11;223;266;2152;534;1073;618;116;95;0.0;2;6;10154;2186
2506;2012;25;66338;45;264;489;2292;744;1316;489;140;92;0.0;2;7;11652;2336
2523;2012;25;63452;33;973;1855;9306;1951;4073;1161;367;268;0.0;2;8;39908;623
2580;2012;25;65870;12;1102;3707;17700;9577;11998;3344;3667;1750;0.0;2;8;105690;4073
2633;2012;25;65870;13;1102;3707;17700;9577;11998;3344;3667;1750;0.0;2;8;105690;9768
2669;2012;25;66010;65;1958;6976;25716;13310;17366;7075;1567;1319;0.0;2;8;150574;3105
2700;2012;25;66010;40;1958;6976;25716;13310;17366;7075;1567;1319;0.0;2;6;150574;1830
2718;2012;25;65714;45;727;813;5314;1503;2844;1926;307;238;0.0;2;6;27344;3821
2777;2012;25;65633;50;8137;13371;67568;34659;50047;25774;2241;2360;0.0;2;6;408314;649
2825;2012;25;65633;11;8137;13371;67568;34659;50047;25774;2241;2360;0.0;4;8;408314;24956
2923;2012;25;66273;50;238;460;1834;477;1096;941;123;52;0.0;2;4;10442;55
2926;2012;25;66273;25;238;460;1834;477;1096;941;123;52;0.0;2;4;10442;1927
2931;2012;25;66273;55;238;460;1834;477;1096;941;123;52;0.0;2;7;10442;223
2933;2012;25;66273;45;238;460;1834;477;1096;941;123;52;0.0;2;8;10442;2167
2952;2012;25;66710;33;2052;3758;19048;9987;12186;3161;3177;1894;0.0;2;6;110526;323
2988;2012;25;65811;55;686;3213;8373;10602;2688;1477;2826;1561;0.0;2;8;62852;9246
3044;2012;25;65650;11;2082;2688;14740;4622;8317;2924;1310;626;0.0;4;8;74618;2360
3048;2012;25;65650;13;2082;2688;14740;4622;8317;2924;1310;626;0.0;4;8;74618;8173
3105;2012;25;66338;13;264;489;2292;744;1316;489;140;92;0.0;2;7;11652;2001
3179;2012;25;63452;25;973;1855;9306;1951;4073;1161;367;268;0.0;2;8;39908;8285
3245;2012;25;66150;23;961;1741;8963;4139;5642;1664;998;768;0.0;4;8;49752;1535
3275;2012;25;66150;15;961;1741;8963;4139;5642;1664;998;768;0.0;2;8;49752;4922
3300;2012;25;66010;43;1958;6976;25716;13310;17366;7075;1567;1319;0.0;2;6;150574;22647
3321;2012;25;66010;15;1958;6976;25716;13310;17366;7075;1567;1319;0.0;2;8;150574;16419
3358;2012;25;65790;55;3895;11415;40405;20997;25280;5522;6105;3781;0.0;2;8;234800;33384
3545;2012;25;66710;14;2052;3758;19048;9987;12186;3161;3177;1894;0.0;2;8;110526;8768
3692;2012;25;65897;45;3725;13881;50284;33053;36073;8005;6190;4546;0.0;2;8;311514;48883
3728;2012;25;66338;40;264;489;2292;744;1316;489;140;92;0.0;2;8;11652;364
3763;2012;25;67091;65;186;310;1227;495;799;475;83;25;0.0;4;8;7200;2318
3811;2012;25;65676;45;442;756;3819;1398;2061;890;241;162;0.0;2;8;19538;2256
3834;2012;25;65676;11;442;756;3819;1398;2061;890;241;162;0.0;4;8;19538;2654
3851;2012;25;65676;40;442;756;3819;1398;2061;890;241;162;0.0;2;8;19538;2192
3885;2012;25;66150;13;961;1741;8963;4139;5642;1664;998;768;0.0;2;8;49752;7212
3894;2012;25;66150;55;961;1741;8963;4139;5642;1664;998;768;0.0;2;3;49752;6435
3951;2012;25;66230;14;1335;1021;6501;2421;3801;1510;381;285;0.0;2;3;34510;5485
4029;2012;25;65790;14;3895;11415;40405;20997;25280;5522;6105;3781;0.0;2;8;234800;15917
4066;2012;25;65633;22;8137;13371;67568;34659;50047;25774;2241;2360;0.0;2;8;408314;45351
4148;2012;25;66311;45;164;344;1577;674;944;317;104;85;0.0;2;6;8418;1931
4166;2012;25;66311;15;164;344;1577;674;944;317;104;85;0.0;2;6;8418;1419
4203;2012;25;66710;45;2052;3758;19048;9987;12186;3161;3177;1894;0.0;4;8;110526;12607
4224;2012;25;66710;50;2052;3758;19048;9987;12186;3161;3177;1894;0.0;2;8;110526;146
4255;2012;25;65811;15;686;3213;8373;10602;2688;1477;2826;1561;0.0;2;4;62852;3658
4287;2012;25;66192;65;3187;25342;56911;74297;16624;9422;50917;20451;0.0;2;8;514302;101528
4292;2012;25;66192;65;3187;25342;56911;74297;16624;9422;50917;20451;0.0;2;8;257151;139614
4295;2012;25;66192;45;3187;25342;56911;74297;16624;9422;50917;20451;0.0;2;8;257151;73305
4337;2012;25;65897;13;3725;13881;50284;33053;36073;8005;6190;4546;0.0;2;8;311514;54203
4504;2012;25;66575;45;237;350;1381;355;874;443;96;47;0.0;2;8;7566;1627
4577;2012;25;66230;15;1335;1021;6501;2421;3801;1510;381;285;0.0;4;8;34510;5233
4599;2012;25;66230;33;1335;1021;6501;2421;3801;1510;381;285;0.0;2;8;34510;984
4635;2012;25;65790;15;3895;11415;40405;20997;25280;5522;6105;3781;0.0;2;8;234800;31612
4710;2012;25;65633;13;8137;13371;67568;34659;50047;25774;2241;2360;0.0;2;8;408314;0
4779;2012;25;66559;43;294;405;1709;391;847;439;95;38;0.0;2;6;8436;2211
4780;2012;25;66559;40;294;405;1709;391;847;439;95;38;0.0;2;6;8436;0
4785;2012;25;66850;65;1237;1137;6400;3001;4314;1390;660;450;0.0;2;6;37178;163
4801;2012;25;66850;43;1237;1137;6400;3001;4314;1390;660;450;0.0;2;6;37178;8214
5002;2012;25;67156;13;3290;8514;38224;18635;25288;6478;3352;2424;0.0;2;8;212410;20661
5007;2012;25;67156;14;3290;8514;38224;18635;25288;6478;3352;2424;0.0;2;8;212410;36679
5067;2012;25;66354;33;2944;5952;26005;9797;14157;6051;2449;1363;0.0;2;4;137436;7480
5098;2012;25;66354;13;2944;5952;26005;9797;14157;6051;2449;1363;0.0;2;7;137436;17488
5120;2012;25;66575;15;237;350;1381;355;874;443;96;47;0.0;2;4;7566;0
5149;2012;25;61867;45;62;194;1102;264;547;357;53;37;0.0;2;6;5232;1592
5164;2012;25;64475;45;206;307;1618;545;1019;754;111;82;0.0;2;8;9284;1204
5167;2012;25;64475;23;206;307;1618;545;1019;754;111;82;0.0;2;8;9284;955
5264;2012;25;65790;70;3895;11415;40405;20997;25280;5522;6105;3781;0.0;2;7;234800;1008
5299;2012;25;65854;14;152;261;1880;606;1131;702;133;108;0.0;2;8;9946;2297
5426;2012;25;66850;45;1237;1137;6400;3001;4314;1390;660;450;0.0;2;4;37178;2616
5456;2012;25;66710;43;2052;3758;19048;9987;12186;3161;3177;1894;0.0;2;8;110526;17903
5457;2012;25;66710;28;2052;3758;19048;9987;12186;3161;3177;1894;0.0;4;8;110526;339
5486;2012;25;66753;45;208;208;1241;440;826;603;97;84;0.0;2;6;7414;1277
5605;2012;25;65897;23;3725;13881;50284;33053;36073;8005;6190;4546;0.0;2;7;311514;8738
5647;2012;25;67156;43;3290;8514;38224;18635;25288;6478;3352;2424;0.0;2;8;212410;18149
5760;2012;25;64475;14;206;307;1618;545;1019;754;111;82;0.0;2;3;9284;1585
5894;2012;25;65854;12;152;261;1880;606;1131;702;133;108;0.0;2;8;9946;1975
5922;2012;25;65935;13;855;768;4592;1742;3328;1732;404;220;0.0;2;8;27282;2306
5936;2012;25;65935;40;855;768;4592;1742;3328;1732;404;220;0.0;2;6;27282;796
6036;2012;25;66850;15;1237;1137;6400;3001;4314;1390;660;450;0.0;2;8;37178;3330
6073;2012;25;66753;15;208;208;1241;440;826;603;97;84;0.0;2;8;7414;1831
6206;2012;25;65897;50;3725;13881;50284;33053;36073;8005;6190;4546;0.0;4;8;311514;1969
6271;2012;25;67415;15;272;714;4114;1473;1891;543;285;205;0.0;4;8;18994;1887
6300;2012;25;67415;43;272;714;4114;1473;1891;543;285;205;0.0;2;8;18994;3613
6301;2012;25;67415;14;272;714;4114;1473;1891;543;285;205;0.0;2;6;18994;2315
6357;2012;25;66354;43;2944;5952;26005;9797;14157;6051;2449;1363;0.0;2;8;137436;0
6381;2012;25;61964;45;89;136;668;179;348;257;36;27;0.0;2;6;3480;1251
6414;2012;25;67130;13;6748;20083;85660;53833;68133;13880;17722;12216;0.0;2;8;556550;29232
6498;2012;25;66478;65;518;2439;11249;5532;5916;1345;1115;818;0.0;2;8;57864;711
6500;2012;25;66478;14;518;2439;11249;5532;5916;1345;1115;818;0.0;2;8;57864;12534
6561;2012;25;65935;45;855;768;4592;1742;3328;1732;404;220;0.0;2;8;27282;6503
6684;2012;25;66877;25;1638;5872;22267;10477;14218;3244;1922;1446;0.0;2;8;122168;9429
6745;2012;25;67270;43;1253;2806;8944;6769;7661;6612;1634;999;0.0;2;6;73356;8132
6763;2012;25;66192;50;3187;25342;56911;74297;16624;9422;50917;20451;0.0;2;6;514302;1368
6928;2012;25;67911;45;173;119;693;380;671;462;122;86;0.0;2;7;5412;1306
6938;2012;25;67911;55;173;119;693;380;671;462;122;86;0.0;2;8;5412;1001
6979;2012;25;66630;14;166;526;1812;795;1123;1283;247;117;0.0;4;8;12138;1539
6984;2012;25;66630;13;166;526;1812;795;1123;1283;247;117;0.0;2;6;12138;130
6999;2012;25;66630;10;166;526;1812;795;1123;1283;247;117;0.0;2;4;12138;2920
7071;2012;25;67130;50;6748;20083;85660;53833;68133;13880;17722;12216;0.0;2;8;556550;2056
7085;2012;25;66478;45;518;2439;11249;5532;5916;1345;1115;818;0.0;2;3;57864;9279
7114;2012;25;66478;23;518;2439;11249;5532;5916;1345;1115;818;0.0;2;7;57864;0
7153;2012;25;65951;10;827;2796;11006;7547;6828;1723;2204;1536;0.0;4;6;68934;149
7327;2012;25;67270;14;1253;2806;8944;6769;7661;6612;1634;999;0.0;4;6;73356;18548
7463;2012;25;66176;25;197;262;1501;451;866;275;87;62;0.0;2;8;7402;2043
7464;2012;25;66176;43;197;262;1501;451;866;275;87;62;0.0;2;5;7402;1057
7518;2012;25;62383;14;353;396;2477;1152;1703;545;341;348;0.0;2;6;14630;3614
7520;2012;25;62383;12;353;396;2477;1152;1703;545;341;348;0.0;2;8;14630;2694
7567;2012;25;68292;45;227;393;2064;701;1243;521;121;85;0.0;2;8;10710;1379
7576;2012;25;66630;45;166;526;1812;795;1123;1283;247;117;0.0;2;6;12138;363
7597;2012;25;67016;13;93;149;1039;372;503;249;118;76;0.0;2;6;5198;806
7602;2012;25;67016;22;93;149;1039;372;503;249;118;76;0.0;2;8;5198;1447
7620;2012;25;67016;44;93;149;1039;372;503;249;118;76;0.0;2;4;5198;12
7739;2012;25;66737;45;243;596;3171;1025;1435;465;219;109;0.0;2;8;14526;2046
7754;2012;25;66737;13;243;596;3171;1025;1435;465;219;109;0.0;4;6;14526;1122
7772;2012;25;65951;15;827;2796;11006;7547;6828;1723;2204;1536;0.0;2;8;68934;11322
7809;2012;25;65951;14;827;2796;11006;7547;6828;1723;2204;1536;0.0;2;6;68934;16010
7852;2012;25;65692;45;1467;7003;24871;13924;15017;2923;4222;2716;0.0;2;8;144286;32145
7928;2012;25;66877;40;1638;5872;22267;10477;14218;3244;1922;1446;0.0;2;8;122168;18739
7931;2012;25;66877;13;1638;5872;22267;10477;14218;3244;1922;1446;0.0;2;8;122168;19209
8016;2012;25;67717;23;920;1891;9843;4429;5958;3466;996;534;0.0;2;8;56076;18649
8078;2012;25;66192;45;3187;25342;56911;74297;16624;9422;50917;20451;0.0;2;8;514302;87263
8155;2012;25;68292;43;227;393;2064;701;1243;521;121;85;0.0;2;8;10710;1781
8160;2012;25;68292;12;227;393;2064;701;1243;521;121;85;0.0;2;7;10710;1250
8163;2012;25;68292;20;227;393;2064;701;1243;521;121;85;0.0;2;6;10710;120
8200;2012;25;68551;14;178;205;1854;538;1064;346;127;121;0.0;2;3;8866;2628
8251;2012;25;67172;13;1421;7066;20389;12751;14734;3161;3630;2077;0.0;2;8;130460;9507
8267;2012;25;67172;40;1421;7066;20389;12751;14734;3161;3630;2077;0.0;2;8;130460;6798
8282;2012;25;67130;16;6748;20083;85660;53833;68133;13880;17722;12216;0.0;2;8;556550;848
8328;2012;25;67130;55;6748;20083;85660;53833;68133;13880;17722;12216;0.0;2;8;556550;169124
8337;2012;25;66737;15;243;596;3171;1025;1435;465;219;109;0.0;2;6;14526;2440
8342;2012;25;66974;55;369;660;3366;1126;2069;1259;211;142;0.0;2;4;18404;2606
8373;2012;25;66974;15;369;660;3366;1126;2069;1259;211;142;0.0;2;8;18404;502
8393;2012;25;66974;45;369;660;3366;1126;2069;1259;211;142;0.0;2;7;18404;4032
8441;2012;25;66036;13;680;2129;10784;3894;6065;1374;920;602;0.0;2;8;52896;2668
8509;2012;25;65692;40;1467;7003;24871;13924;15017;2923;4222;2716;0.0;2;8;144286;12795
8553;2012;25;67199;45;221;205;989;371;557;522;55;39;0.0;2;8;5918;973
8554;2012;25;67199;22;221;205;989;371;557;522;55;39;0.0;4;4;5918;1166
8556;2012;25;67199;13;221;205;989;371;557;522;55;39;0.0;4;8;5918;423
8589;2012;25;67296;40;456;1133;4865;2734;3366;1339;1257;540;0.0;2;6;31380;7435
8622;2012;25;67717;20;920;1891;9843;4429;5958;3466;996;534;0.0;4;8;56076;2736
8685;2012;25;66192;19;3187;25342;56911;74297;16624;9422;50917;20451;0.0;2;8;514302;2077
8736;2012;25;66397;14;5584;21970;63683;38753;45248;12744;7542;5844;0.0;2;6;402736;9514
8815;2012;25;68799;50;516;1004;5203;3335;3304;1180;729;478;0.0;2;8;31498;98
8829;2012;25;68799;11;516;1004;5203;3335;3304;1180;729;478;0.0;2;6;31498;1077
