ANO_ELEICAO;CODIGO_ESTADO;CODIGO_MUNICIPIO;NUMERO_PARTIDO;ANALFABETO;ENSINO_FUNDAMENTAL_COMPLETO;ENSINO_FUNDAMENTAL_INCOMPLETO;ENSINO_MEDIO_COMPLETO;ENSINO_MEDIO_INCOMPLETO;LE_E_ESCREVE;SUPERIOR_COMPLETO;SUPERIOR_INCOMPLETO;TOTAL_GASTO;SEXO;COD_GRAU_INSTRUCAO;QTD_APTOS;TOTAL_VOTOS
14115;2008;25;61344;25;301;211;1305;197;559;887;29;26;0.0;0;0;7030;215
14164;2008;25;63070;43;873;965;5520;1080;1815;1310;202;100;0.0;0;0;23730;5888
14165;2008;25;63070;45;873;965;5520;1080;1815;1310;202;100;0.0;0;0;23730;3529
14166;2008;25;63070;25;873;965;5520;1080;1815;1310;202;100;0.0;0;0;23730;338
14285;2008;25;63096;15;1241;2730;13834;4475;5840;1970;1214;697;0.0;0;0;64002;17021
14286;2008;25;63096;12;1241;2730;13834;4475;5840;1970;1214;697;0.0;0;0;64002;8376
14402;2008;25;63053;22;2297;1915;14801;2931;7098;5012;746;372;0.0;0;0;70344;14254
14403;2008;25;63053;14;2297;1915;14801;2931;7098;5012;746;372;0.0;0;0;70344;8204
14404;2008;25;63053;45;2297;1915;14801;2931;7098;5012;746;372;0.0;0;0;70344;3605
14502;2008;25;63118;25;2087;5583;26363;10524;13378;3160;2911;1729;0.0;0;0;131470;24067
14503;2008;25;63118;45;2087;5583;26363;10524;13378;3160;2911;1729;0.0;0;0;131470;25283
14504;2008;25;63118;50;2087;5583;26363;10524;13378;3160;2911;1729;0.0;0;0;131470;773
14645;2008;25;63134;50;6448;24290;79351;35383;59120;39634;2623;3571;0.0;0;0;500846;1674
14646;2008;25;63134;45;6448;24290;79351;35383;59120;39634;2623;3571;0.0;0;0;500846;19113
14647;2008;25;63134;15;6448;24290;79351;35383;59120;39634;2623;3571;0.0;0;0;500846;57854
14648;2008;25;63134;40;6448;24290;79351;35383;59120;39634;2623;3571;0.0;0;0;500846;9343
14649;2008;25;63134;13;6448;24290;79351;35383;59120;39634;2623;3571;0.0;0;0;500846;104218
15270;2008;25;63150;25;560;669;3644;1287;1752;1151;456;207;0.0;0;0;19452;4139
15271;2008;25;63150;45;560;669;3644;1287;1752;1151;456;207;0.0;0;0;19452;3842
15328;2008;25;63177;45;336;1546;7814;3327;4343;871;1126;572;0.0;0;0;39870;1865
15329;2008;25;63177;12;336;1546;7814;3327;4343;871;1126;572;0.0;0;0;39870;2738
15330;2008;25;63177;25;336;1546;7814;3327;4343;871;1126;572;0.0;0;0;39870;4480
15331;2008;25;63177;33;336;1546;7814;3327;4343;871;1126;572;0.0;0;0;39870;5786
15332;2008;25;63177;13;336;1546;7814;3327;4343;871;1126;572;0.0;0;0;39870;489
15445;2008;25;63215;15;542;670;4819;1269;2227;1156;344;199;0.0;0;0;22452;178
15446;2008;25;63215;11;542;670;4819;1269;2227;1156;344;199;0.0;0;0;22452;1390
15447;2008;25;63215;14;542;670;4819;1269;2227;1156;344;199;0.0;0;0;22452;4249
15448;2008;25;63215;25;542;670;4819;1269;2227;1156;344;199;0.0;0;0;22452;4168
15544;2008;25;63231;13;1182;7695;26823;14006;16426;5287;4505;2740;0.0;0;0;157328;5431
15545;2008;25;63231;45;1182;7695;26823;14006;16426;5287;4505;2740;0.0;0;0;157328;32175
15546;2008;25;63231;12;1182;7695;26823;14006;16426;5287;4505;2740;0.0;0;0;157328;24984
15648;2008;25;63258;12;210;464;2355;1117;735;362;172;91;0.0;0;0;11012;1188
15649;2008;25;63258;23;210;464;2355;1117;735;362;172;91;0.0;0;0;11012;3369
15694;2008;25;62715;25;2075;5950;20945;10409;13776;4500;2412;1583;0.0;0;0;123300;28855
15695;2008;25;62715;23;2075;5950;20945;10409;13776;4500;2412;1583;0.0;0;0;123300;1323
15696;2008;25;62715;50;2075;5950;20945;10409;13776;4500;2412;1583;0.0;0;0;123300;1112
15697;2008;25;62715;45;2075;5950;20945;10409;13776;4500;2412;1583;0.0;0;0;123300;2496
15868;2008;25;63274;45;80;682;1812;792;1060;478;285;151;0.0;0;0;10680;137
15869;2008;25;63274;23;80;682;1812;792;1060;478;285;151;0.0;0;0;10680;2145
15870;2008;25;63274;15;80;682;1812;792;1060;478;285;151;0.0;0;0;10680;2429
15912;2008;25;63290;13;641;639;5756;1372;2570;985;413;205;0.0;0;0;25162;300
15913;2008;25;63290;12;641;639;5756;1372;2570;985;413;205;0.0;0;0;25162;5603
15991;2008;25;63312;45;473;2369;10466;4543;5006;1826;1074;532;0.0;0;0;52578;9595
15992;2008;25;63312;23;473;2369;10466;4543;5006;1826;1074;532;0.0;0;0;52578;9755
15993;2008;25;63312;13;473;2369;10466;4543;5006;1826;1074;532;0.0;0;0;52578;1368
16070;2008;25;63339;40;677;821;5131;1193;1759;839;296;126;0.0;0;0;21684;2147
16071;2008;25;63339;50;677;821;5131;1193;1759;839;296;126;0.0;0;0;21684;743
16072;2008;25;63339;45;677;821;5131;1193;1759;839;296;126;0.0;0;0;21684;5529
16138;2008;25;63355;50;384;1342;4702;1388;1935;1702;166;150;0.0;0;0;23538;285
16139;2008;25;63355;13;384;1342;4702;1388;1935;1702;166;150;0.0;0;0;23538;4083
16140;2008;25;63355;45;384;1342;4702;1388;1935;1702;166;150;0.0;0;0;23538;4900
16201;2008;25;63371;45;489;898;3836;1033;1907;742;282;156;0.0;0;0;18686;985
16202;2008;25;63371;25;489;898;3836;1033;1907;742;282;156;0.0;0;0;18686;3170
16203;2008;25;63371;11;489;898;3836;1033;1907;742;282;156;0.0;0;0;18686;3191
16258;2008;25;63398;25;349;394;1906;695;989;445;154;76;0.0;0;0;10016;1934
16259;2008;25;63398;11;349;394;1906;695;989;445;154;76;0.0;0;0;10016;2215
16295;2008;25;63410;45;446;1133;5755;1842;2797;1116;456;299;0.0;0;0;27688;7439
16296;2008;25;63410;11;446;1133;5755;1842;2797;1116;456;299;0.0;0;0;27688;3200
16368;2008;25;63436;11;222;306;2617;524;1018;329;111;76;0.0;0;0;10406;2743
16369;2008;25;63436;43;222;306;2617;524;1018;329;111;76;0.0;0;0;10406;1690
16370;2008;25;63436;25;222;306;2617;524;1018;329;111;76;0.0;0;0;10406;1690
16423;2008;25;63452;14;971;1759;9397;1355;3439;1210;307;192;0.0;0;0;37260;6213
16424;2008;25;63452;45;971;1759;9397;1355;3439;1210;307;192;0.0;0;0;37260;7915
16425;2008;25;63452;27;971;1759;9397;1355;3439;1210;307;192;0.0;0;0;37260;530
16541;2008;25;63479;45;488;1332;5193;1828;2754;771;543;247;0.0;0;0;26312;3775
16542;2008;25;63479;40;488;1332;5193;1828;2754;771;543;247;0.0;0;0;26312;3268
16543;2008;25;63479;14;488;1332;5193;1828;2754;771;543;247;0.0;0;0;26312;319
16544;2008;25;63479;25;488;1332;5193;1828;2754;771;543;247;0.0;0;0;26312;2780
16609;2008;25;63495;43;249;1415;6390;2104;3256;831;399;219;0.0;0;0;29726;184
16610;2008;25;63495;23;249;1415;6390;2104;3256;831;399;219;0.0;0;0;29726;9680
16611;2008;25;63495;11;249;1415;6390;2104;3256;831;399;219;0.0;0;0;29726;2474
16694;2008;25;63517;15;191;247;1802;472;697;243;103;72;0.0;0;0;7654;1753
16695;2008;25;63517;14;191;247;1802;472;697;243;103;72;0.0;0;0;7654;1491
16734;2008;25;63533;45;327;162;1895;265;727;516;79;31;0.0;0;0;8004;1532
16735;2008;25;63533;12;327;162;1895;265;727;516;79;31;0.0;0;0;8004;2182
16773;2008;25;63550;45;152;258;1424;454;642;237;108;73;0.0;0;0;6696;1663
16774;2008;25;63550;14;152;258;1424;454;642;237;108;73;0.0;0;0;6696;987
16809;2008;25;63592;12;157;518;2524;700;1032;513;156;73;0.0;0;0;11346;2627
16810;2008;25;63592;22;157;518;2524;700;1032;513;156;73;0.0;0;0;11346;2473
16835;2008;25;63576;13;1441;4039;15247;4133;8040;4409;789;514;0.0;0;0;77224;15642
16836;2008;25;63576;15;1441;4039;15247;4133;8040;4409;789;514;0.0;0;0;77224;12457
16837;2008;25;63576;44;1441;4039;15247;4133;8040;4409;789;514;0.0;0;0;77224;1856
17004;2008;25;63614;45;3377;10176;46664;20333;26923;8947;5104;3205;0.0;0;0;249458;35562
17005;2008;25;63614;43;3377;10176;46664;20333;26923;8947;5104;3205;0.0;0;0;249458;11869
17006;2008;25;63614;50;3377;10176;46664;20333;26923;8947;5104;3205;0.0;0;0;249458;1192
17007;2008;25;63614;14;3377;10176;46664;20333;26923;8947;5104;3205;0.0;0;0;249458;15147
17191;2008;25;63630;45;857;1582;9486;2442;5067;2248;670;378;0.0;0;0;45460;7207
17192;2008;25;63630;25;857;1582;9486;2442;5067;2248;670;378;0.0;0;0;45460;6874
17193;2008;25;63630;23;857;1582;9486;2442;5067;2248;670;378;0.0;0;0;45460;3706
17194;2008;25;63630;13;857;1582;9486;2442;5067;2248;670;378;0.0;0;0;45460;488
17295;2008;25;63657;15;284;320;2722;661;1140;468;217;201;0.0;0;0;12026;2218
17296;2008;25;63657;14;284;320;2722;661;1140;468;217;201;0.0;0;0;12026;914
17297;2008;25;63657;45;284;320;2722;661;1140;468;217;201;0.0;0;0;12026;1956
17364;2008;25;63690;22;1164;5561;19975;9294;12177;3776;2368;1753;0.0;0;0;112136;24644
17365;2008;25;63690;15;1164;5561;19975;9294;12177;3776;2368;1753;0.0;0;0;112136;7245
17366;2008;25;63690;11;1164;5561;19975;9294;12177;3776;2368;1753;0.0;0;0;112136;11640
17524;2008;25;63673;25;119;137;765;270;566;302;44;25;0.0;2;8;4456;1301
17525;2008;25;63673;45;119;137;765;270;566;302;44;25;0.0;2;6;4456;721
17554;2008;25;63711;65;2412;8716;37291;11570;18239;10157;1831;1477;0.0;2;8;183386;1729
17555;2008;25;63711;14;2412;8716;37291;11570;18239;10157;1831;1477;0.0;2;8;183386;3566
17556;2008;25;63711;22;2412;8716;37291;11570;18239;10157;1831;1477;0.0;2;8;183386;12298
17557;2008;25;63711;13;2412;8716;37291;11570;18239;10157;1831;1477;0.0;4;8;183386;42108
17558;2008;25;63711;11;2412;8716;37291;11570;18239;10157;1831;1477;0.0;2;8;183386;8700
17559;2008;25;63711;45;2412;8716;37291;11570;18239;10157;1831;1477;0.0;2;8;183386;4670
17745;2008;25;63738;25;1155;1182;9654;1203;2794;2413;386;161;0.0;2;8;37896;6755
17746;2008;25;63738;45;1155;1182;9654;1203;2794;2413;386;161;0.0;2;8;37896;8248
17807;2008;25;63193;45;118;198;964;320;518;342;83;63;0.0;2;8;5212;1153
17808;2008;25;63193;23;118;198;964;320;518;342;83;63;0.0;2;6;5212;1062
17853;2008;25;63010;31;979;1414;11308;2847;4841;1674;655;426;0.0;2;8;48288;8984
17854;2008;25;63010;15;979;1414;11308;2847;4841;1674;655;426;0.0;2;6;48288;3207
17855;2008;25;63010;45;979;1414;11308;2847;4841;1674;655;426;0.0;2;4;48288;6480
17941;2008;25;63037;12;88;357;922;303;492;122;71;29;0.0;2;3;4768;1595
17942;2008;25;63037;45;88;357;922;303;492;122;71;29;0.0;2;8;4768;567
17976;2008;25;63754;45;815;2426;9801;2990;5499;1193;883;511;0.0;2;8;48236;4453
17977;2008;25;63754;25;815;2426;9801;2990;5499;1193;883;511;0.0;2;6;48236;6708
17978;2008;25;63754;23;815;2426;9801;2990;5499;1193;883;511;0.0;2;8;48236;7916
18069;2008;25;63770;33;9639;28976;102018;39591;68706;44016;3707;4576;0.0;2;8;602458;13421
18070;2008;25;63770;45;9639;28976;102018;39591;68706;44016;3707;4576;0.0;2;8;602458;81432
18071;2008;25;63770;13;9639;28976;102018;39591;68706;44016;3707;4576;0.0;2;8;602458;133893
18072;2008;25;63770;21;9639;28976;102018;39591;68706;44016;3707;4576;0.0;2;8;602458;1056
18609;2008;25;61123;25;137;95;603;119;257;105;43;16;0.0;2;6;2750;736
18610;2008;25;61123;43;137;95;603;119;257;105;43;16;0.0;2;4;2750;579
18647;2008;25;63797;45;333;657;5286;826;1670;860;193;136;0.0;2;8;19922;1100
18648;2008;25;63797;40;333;657;5286;826;1670;860;193;136;0.0;2;8;19922;2543
18649;2008;25;63797;14;333;657;5286;826;1670;860;193;136;0.0;2;3;19922;4171
18714;2008;25;63819;65;289;302;1928;501;997;552;92;63;0.0;2;4;9448;173
18715;2008;25;63819;13;289;302;1928;501;997;552;92;63;0.0;2;8;9448;2243
18716;2008;25;63819;15;289;302;1928;501;997;552;92;63;0.0;2;8;9448;1620
18717;2008;25;63819;45;289;302;1928;501;997;552;92;63;0.0;2;6;9448;142
18762;2008;25;63835;45;1391;1144;7857;1634;3662;1031;477;280;0.0;2;8;34952;8320
18763;2008;25;63835;33;1391;1144;7857;1634;3662;1031;477;280;0.0;2;8;34952;4953
18822;2008;25;63851;15;92;102;808;155;427;337;66;27;0.0;2;3;4028;627
18823;2008;25;63851;45;92;102;808;155;427;337;66;27;0.0;2;8;4028;1250
18857;2008;25;63878;13;387;517;2927;755;1480;798;213;99;0.0;2;8;14352;3319
18858;2008;25;63878;45;387;517;2927;755;1480;798;213;99;0.0;2;8;14352;2388
18900;2008;25;63894;40;703;2468;9016;5056;5823;2452;1929;1054;0.0;2;8;57002;4629
18901;2008;25;63894;43;703;2468;9016;5056;5823;2452;1929;1054;0.0;2;8;57002;10073
18902;2008;25;63894;14;703;2468;9016;5056;5823;2452;1929;1054;0.0;2;5;57002;6698
18903;2008;25;63894;45;703;2468;9016;5056;5823;2452;1929;1054;0.0;2;8;57002;2744
18996;2008;25;63916;13;264;776;3279;1200;1650;1001;386;198;0.0;2;8;17508;209
18997;2008;25;63916;14;264;776;3279;1200;1650;1001;386;198;0.0;2;8;17508;1513
18998;2008;25;63916;11;264;776;3279;1200;1650;1001;386;198;0.0;2;6;17508;4645
18999;2008;25;63916;43;264;776;3279;1200;1650;1001;386;198;0.0;2;8;17508;1069
19072;2008;25;63932;14;195;489;2232;848;1043;588;123;118;0.0;2;8;11272;1848
19073;2008;25;63932;11;195;489;2232;848;1043;588;123;118;0.0;2;7;11272;2606
19074;2008;25;63932;43;195;489;2232;848;1043;588;123;118;0.0;2;4;11272;292
19135;2008;25;63959;45;300;357;1914;568;1168;717;190;111;0.0;2;5;10650;2902
19136;2008;25;63959;14;300;357;1914;568;1168;717;190;111;0.0;2;3;10650;1037
19178;2008;25;63975;45;1000;560;5161;929;2565;919;204;106;0.0;4;8;22888;2971
19179;2008;25;63975;13;1000;560;5161;929;2565;919;204;106;0.0;2;8;22888;1393
19180;2008;25;63975;14;1000;560;5161;929;2565;919;204;106;0.0;2;8;22888;3978
19227;2008;25;63991;13;793;629;6559;961;2063;842;224;137;0.0;2;8;24416;4731
19228;2008;25;63991;45;793;629;6559;961;2063;842;224;137;0.0;2;8;24416;4697
19320;2008;25;61760;45;101;191;1260;254;472;125;50;28;0.0;2;6;4962;1117
19321;2008;25;61760;25;101;191;1260;254;472;125;50;28;0.0;2;7;4962;416
19322;2008;25;61760;13;101;191;1260;254;472;125;50;28;0.0;2;8;4962;679
19354;2008;25;61182;22;108;137;1098;206;464;132;35;22;0.0;2;3;4404;393
19355;2008;25;61182;13;108;137;1098;206;464;132;35;22;0.0;2;8;4404;203
19356;2008;25;61182;45;108;137;1098;206;464;132;35;22;0.0;2;3;4404;643
19357;2008;25;61182;25;108;137;1098;206;464;132;35;22;0.0;2;5;4404;733
19393;2008;25;64017;13;5593;11438;67386;20415;38001;15539;2228;2264;0.0;2;8;325728;72723
19394;2008;25;64017;11;5593;11438;67386;20415;38001;15539;2228;2264;0.0;2;8;325728;1591
19395;2008;25;64017;45;5593;11438;67386;20415;38001;15539;2228;2264;0.0;2;6;325728;38649
19396;2008;25;64017;40;5593;11438;67386;20415;38001;15539;2228;2264;0.0;2;6;325728;9109
19803;2008;25;64033;15;1604;3521;17633;5641;11119;4770;769;770;0.0;2;8;91654;19184
19804;2008;25;64033;13;1604;3521;17633;5641;11119;4770;769;770;0.0;4;6;91654;1971
19805;2008;25;64033;45;1604;3521;17633;5641;11119;4770;769;770;0.0;2;8;91654;13971
19933;2008;25;61387;14;131;129;806;273;477;391;53;34;0.0;2;3;4588;1159
19934;2008;25;61387;45;131;129;806;273;477;391;53;34;0.0;2;8;4588;995
19963;2008;25;61689;15;488;1047;3882;793;1660;1224;356;505;0.0;2;8;19910;2776
19964;2008;25;61689;45;488;1047;3882;793;1660;1224;356;505;0.0;4;6;19910;3389
19965;2008;25;61689;45;488;1047;3882;793;1660;1224;356;505;0.0;2;6;19910;3389
19966;2008;25;61689;13;488;1047;3882;793;1660;1224;356;505;0.0;2;6;19910;136
19967;2008;25;61689;25;488;1047;3882;793;1660;1224;356;505;0.0;2;3;19910;1750
20029;2008;25;68659;25;1867;2595;12788;3812;6818;1633;1836;975;0.0;2;8;64648;9347
20030;2008;25;68659;11;1867;2595;12788;3812;6818;1633;1836;975;0.0;2;8;64648;14877
20125;2008;25;61140;13;187;162;1375;350;547;476;65;26;0.0;4;8;6376;1331
20126;2008;25;61140;45;187;162;1375;350;547;476;65;26;0.0;2;8;6376;1553
20185;2008;25;61662;15;380;514;3729;900;1501;363;125;134;0.0;2;8;15292;2145
20186;2008;25;61662;25;380;514;3729;900;1501;363;125;134;0.0;2;6;15292;4280
20260;2008;25;64050;40;286;411;2854;842;1518;395;282;118;0.0;2;8;13412;471
20261;2008;25;64050;11;286;411;2854;842;1518;395;282;118;0.0;4;3;13412;2974
20262;2008;25;64050;45;286;411;2854;842;1518;395;282;118;0.0;2;6;13412;2408
20305;2008;25;64076;45;133;115;886;296;435;263;41;30;0.0;2;3;4398;826
20306;2008;25;64076;22;133;115;886;296;435;263;41;30;0.0;2;6;4398;1268
20343;2008;25;61000;14;871;283;2954;547;1719;1298;102;73;0.0;2;4;15694;3425
20344;2008;25;61000;45;871;283;2954;547;1719;1298;102;73;0.0;4;6;15694;2779
20433;2008;25;64092;45;610;789;5885;1292;2381;540;397;193;0.0;2;8;24174;3752
20434;2008;25;64092;13;610;789;5885;1292;2381;540;397;193;0.0;2;8;24174;487
20435;2008;25;64092;22;610;789;5885;1292;2381;540;397;193;0.0;2;4;24174;470
20436;2008;25;64092;15;610;789;5885;1292;2381;540;397;193;0.0;2;6;24174;3788
20437;2008;25;64092;23;610;789;5885;1292;2381;540;397;193;0.0;2;7;24174;1118
20529;2008;25;64130;45;236;258;1441;436;921;1188;118;73;0.0;2;8;9342;3601
20546;2008;25;64114;12;1430;2786;18084;7526;10580;2634;2914;1856;0.0;4;8;95620;14917
20547;2008;25;64114;13;1430;2786;18084;7526;10580;2634;2914;1856;0.0;2;8;95620;6046
20548;2008;25;64114;25;1430;2786;18084;7526;10580;2634;2914;1856;0.0;2;8;95620;15808
20639;2008;25;62286;22;52;104;692;205;202;77;50;19;0.0;2;8;2802;546
20640;2008;25;62286;14;52;104;692;205;202;77;50;19;0.0;2;6;2802;286
20641;2008;25;62286;15;52;104;692;205;202;77;50;19;0.0;2;6;2802;457
20678;2008;25;64157;12;3929;8967;36054;14174;25744;13783;1246;1347;0.0;2;7;210508;25343
20679;2008;25;64157;11;3929;8967;36054;14174;25744;13783;1246;1347;0.0;2;6;210508;2003
20680;2008;25;64157;45;3929;8967;36054;14174;25744;13783;1246;1347;0.0;2;6;210508;7196
20681;2008;25;64157;40;3929;8967;36054;14174;25744;13783;1246;1347;0.0;2;8;210508;42567
20682;2008;25;64157;43;3929;8967;36054;14174;25744;13783;1246;1347;0.0;2;6;210508;4183
20858;2008;25;64173;22;155;98;585;171;373;223;61;28;0.0;2;8;3388;54
20859;2008;25;64173;15;155;98;585;171;373;223;61;28;0.0;2;6;3388;746
20886;2008;25;64190;25;71;169;970;232;462;299;125;56;0.0;2;4;4768;1631
20915;2008;25;64238;45;187;126;744;268;587;557;76;26;0.0;2;6;5142;1362
20951;2008;25;64211;43;350;474;3362;901;1441;715;192;147;0.0;2;8;15164;2126
20952;2008;25;64211;15;350;474;3362;901;1441;715;192;147;0.0;2;6;15164;3177
20953;2008;25;64211;40;350;474;3362;901;1441;715;192;147;0.0;2;6;15164;1315
21015;2008;25;64254;43;4408;16160;80462;33008;44967;13765;10150;6782;0.0;2;8;419404;7135
21016;2008;25;64254;13;4408;16160;80462;33008;44967;13765;10150;6782;0.0;2;6;419404;44480
21017;2008;25;64254;50;4408;16160;80462;33008;44967;13765;10150;6782;0.0;2;8;419404;1309
21018;2008;25;64254;45;4408;16160;80462;33008;44967;13765;10150;6782;0.0;2;8;419404;110476
21019;2008;25;64254;21;4408;16160;80462;33008;44967;13765;10150;6782;0.0;2;8;419404;1723
21555;2008;25;64270;45;3072;6740;40944;8005;22345;10042;607;618;0.0;4;8;184746;25847
21556;2008;25;64270;23;3072;6740;40944;8005;22345;10042;607;618;0.0;2;4;184746;13251
21557;2008;25;64270;50;3072;6740;40944;8005;22345;10042;607;618;0.0;2;8;184746;1287
21558;2008;25;64270;13;3072;6740;40944;8005;22345;10042;607;618;0.0;2;8;184746;29388
21772;2008;25;64297;13;1793;8070;34493;10159;19972;6185;1044;938;0.0;2;8;165308;16677
21773;2008;25;64297;45;1793;8070;34493;10159;19972;6185;1044;938;0.0;2;7;165308;42448
21774;2008;25;64297;16;1793;8070;34493;10159;19972;6185;1044;938;0.0;2;8;165308;523
21775;2008;25;64297;15;1793;8070;34493;10159;19972;6185;1044;938;0.0;2;8;165308;3997
21952;2008;25;64319;45;62;138;952;314;617;323;57;42;0.0;4;6;5010;1754
21969;2008;25;64351;22;1545;2788;11928;5002;7677;2522;1478;936;0.0;2;8;67752;11819
21970;2008;25;64351;14;1545;2788;11928;5002;7677;2522;1478;936;0.0;2;8;67752;11354
22048;2008;25;64378;40;177;227;1209;216;560;756;92;44;0.0;2;6;6562;2241
22049;2008;25;64378;45;177;227;1209;216;560;756;92;44;0.0;2;3;6562;467
22077;2008;25;62308;50;259;213;1306;318;635;324;61;27;0.0;2;8;6286;86
22078;2008;25;62308;15;259;213;1306;318;635;324;61;27;0.0;2;6;6286;17
22079;2008;25;62308;45;259;213;1306;318;635;324;61;27;0.0;2;3;6286;879
22080;2008;25;62308;12;259;213;1306;318;635;324;61;27;0.0;2;4;6286;997
22081;2008;25;62308;14;259;213;1306;318;635;324;61;27;0.0;4;8;6286;873
22152;2008;25;64394;14;211;543;3066;973;1475;699;322;175;0.0;2;8;14928;3801
22153;2008;25;64394;12;211;543;3066;973;1475;699;322;175;0.0;4;8;14928;1051
22154;2008;25;64394;43;211;543;3066;973;1475;699;322;175;0.0;2;8;14928;1644
22212;2008;25;64416;45;547;588;3458;911;1671;829;270;150;0.0;2;6;16848;5458
22264;2008;25;64432;15;173;319;1478;422;805;530;103;71;0.0;2;8;7802;1763
22265;2008;25;64432;40;173;319;1478;422;805;530;103;71;0.0;4;8;7802;1608
22321;2008;25;64475;14;208;290;1475;402;821;857;91;49;0.0;2;3;8386;587
22322;2008;25;64475;45;208;290;1475;402;821;857;91;49;0.0;2;8;8386;1716
22323;2008;25;64475;33;208;290;1475;402;821;857;91;49;0.0;2;6;8386;1071
22422;2008;25;64459;23;285;606;3542;1020;1604;475;165;144;0.0;2;6;15682;1943
22423;2008;25;64459;45;285;606;3542;1020;1604;475;165;144;0.0;2;7;15682;4312
22495;2008;25;64530;45;1613;652;6551;892;2535;2817;109;58;0.0;2;8;30454;7335
22496;2008;25;64530;20;1613;652;6551;892;2535;2817;109;58;0.0;2;3;30454;215
22563;2008;25;64513;22;368;954;5792;1196;2635;1815;348;237;0.0;2;8;26690;2570
22564;2008;25;64513;15;368;954;5792;1196;2635;1815;348;237;0.0;2;8;26690;3434
22565;2008;25;64513;45;368;954;5792;1196;2635;1815;348;237;0.0;4;8;26690;5215
22649;2008;25;64599;45;407;400;3646;878;1665;662;247;179;0.0;2;8;16168;2403
22650;2008;25;64599;15;407;400;3646;878;1665;662;247;179;0.0;2;8;16168;395
22651;2008;25;64599;15;407;400;3646;878;1665;662;247;179;0.0;2;8;16168;395
22652;2008;25;64599;23;407;400;3646;878;1665;662;247;179;0.0;2;8;16168;3809
22709;2008;25;64610;15;117;72;591;172;310;147;43;35;0.0;2;2;4461;604
22710;2008;25;64610;15;117;72;591;172;310;147;43;35;0.0;4;2;4461;455
22711;2008;25;64610;40;117;72;591;172;310;147;43;35;0.0;2;6;4461;855
22744;2008;25;64637;15;326;335;2079;461;961;977;104;70;0.0;2;8;10626;1632
22745;2008;25;64637;45;326;335;2079;461;961;977;104;70;0.0;2;6;10626;335
22746;2008;25;64637;40;326;335;2079;461;961;977;104;70;0.0;2;3;10626;2311
22806;2008;25;64653;45;1031;1906;8247;3903;4936;1900;905;628;0.0;2;8;46912;9164
22807;2008;25;64653;22;1031;1906;8247;3903;4936;1900;905;628;0.0;2;6;46912;7127
22808;2008;25;64653;12;1031;1906;8247;3903;4936;1900;905;628;0.0;2;3;46912;1637
22898;2008;25;64670;40;921;1448;7473;2560;3541;2013;819;478;0.0;2;6;38506;4479
22899;2008;25;64670;22;921;1448;7473;2560;3541;2013;819;478;0.0;2;7;38506;10582
22900;2008;25;64670;13;921;1448;7473;2560;3541;2013;819;478;0.0;2;8;38506;727
23000;2008;25;64696;25;1272;6712;30354;15757;18378;2493;5228;2906;0.0;2;8;166200;47481
23001;2008;25;64696;45;1272;6712;30354;15757;18378;2493;5228;2906;0.0;2;8;166200;7586
23002;2008;25;64696;43;1272;6712;30354;15757;18378;2493;5228;2906;0.0;2;8;166200;9100
23339;2008;25;64572;45;378;655;2871;865;1568;344;172;109;0.0;2;6;13924;3672
23340;2008;25;64572;14;378;655;2871;865;1568;344;172;109;0.0;2;8;13924;1981
23375;2008;25;64718;13;621;668;4122;828;1274;964;171;83;0.0;2;8;17462;1639
23376;2008;25;64718;22;621;668;4122;828;1274;964;171;83;0.0;2;5;17462;1842
23377;2008;25;64718;15;621;668;4122;828;1274;964;171;83;0.0;2;3;17462;3276
23445;2008;25;64734;14;1483;1466;10317;2095;5147;4696;447;380;0.0;2;5;52062;10424
23446;2008;25;64734;13;1483;1466;10317;2095;5147;4696;447;380;0.0;2;6;52062;592
23447;2008;25;64734;45;1483;1466;10317;2095;5147;4696;447;380;0.0;2;8;52062;10632
23527;2008;25;64750;50;10685;16723;82889;23963;42466;16301;6547;4303;0.0;2;7;407754;715
23528;2008;25;64750;15;10685;16723;82889;23963;42466;16301;6547;4303;0.0;4;8;407754;84322
23529;2008;25;64750;20;10685;16723;82889;23963;42466;16301;6547;4303;0.0;2;8;407754;1876
23530;2008;25;64750;12;10685;16723;82889;23963;42466;16301;6547;4303;0.0;2;5;407754;66010
23531;2008;25;64750;45;10685;16723;82889;23963;42466;16301;6547;4303;0.0;2;6;407754;6077
23532;2008;25;64750;44;10685;16723;82889;23963;42466;16301;6547;4303;0.0;2;7;407754;2795
24064;2008;25;64777;65;18533;75143;239716;119497;182563;71659;18768;20423;0.0;2;8;1492604;8360
